target,hour,base,correction,prediction,actual
price,17.916666666666668,1.2202,-0.032867965888977,1.187332034111023,1.2488
price,18.083333333333332,1.2895,-0.04856920433044443,1.2409307956695557,1.2993
price,18.25,1.2853,-0.04734490661621105,1.237955093383789,1.2761
price,18.416666666666668,1.2484,-0.031252530479431107,1.2171474695205688,1.2567
price,18.583333333333332,1.2881,-0.03791141090393069,1.2501885890960693,1.2773
price,18.75,1.3195,-0.04701188278198232,1.2724881172180176,1.2813
price,18.916666666666668,1.3074,-0.046541941070556536,1.2608580589294434,1.2693
price,19.083333333333332,1.3017,-0.045168523025512775,1.2565314769744873,1.2899
price,19.25,1.2918,-0.040731050300598204,1.2510689496994019,1.2669
price,19.416666666666668,1.2868,-0.03733381919860834,1.2494661808013916,1.2323
price,19.583333333333332,1.3144,-0.04371790351867677,1.2706820964813232,1.2902
price,19.75,1.3317,-0.049613627624511825,1.2820863723754883,1.2824
price,19.916666666666668,1.3127,-0.04750868339538572,1.2651913166046143,1.2233
price,20.083333333333332,1.2726,-0.03875571975708003,1.23384428024292,1.2789
price,20.25,1.2521,-0.029584297752380362,1.2225157022476196,1.2779
price,20.416666666666668,1.2695,-0.023197037696838452,1.2463029623031616,1.2388
price,20.583333333333332,1.2862,-0.019042683792114268,1.2671573162078857,1.3228
price,20.75,1.1604,-0.018536773109436133,1.141863226890564,1.1769
price,20.916666666666668,0.9507,-0.019163921546936025,0.931536078453064,0.8862
price,21.083333333333332,0.8725,-0.010139522552490288,0.8623604774475098,0.917
price,21.25,0.8714,-0.0051364315986632825,0.8662635684013367,0.9999
price,21.416666666666668,0.913,-0.009088171005249057,0.903911828994751,0.9964
price,21.583333333333332,0.9772,-0.01352777929306026,0.9636722207069397,1.0003
price,21.75,0.7619,-0.009527615928649924,0.7523723840713501,0.7708
price,21.916666666666668,0.4153,-0.006960141944885256,0.40833985805511475,0.419
price,22.083333333333332,0.4105,-0.015065352201461768,0.3954346477985382,0.3484
price,22.25,0.449,-0.016637085914611827,0.4323629140853882,0.3833
price,22.416666666666668,0.3939,-0.006280832433700534,0.38761916756629944,0.3903
price,22.583333333333332,0.4077,-0.005932001066207893,0.4017679989337921,0.4126
price,22.75,0.4156,-0.006922213411331202,0.4086777865886688,0.4343
price,22.916666666666668,0.4004,-0.006153898620605447,0.39424610137939453,0.4428
price,23.083333333333332,0.4324,-0.010929536724090583,0.4214704632759094,0.4397
price,23.25,0.4533,-0.01328036265373228,0.4400196373462677,0.4049
price,23.416666666666668,0.4439,-0.01084272160530092,0.4330572783946991,0.3814
price,23.583333333333332,0.4386,-0.00931763277053832,0.42928236722946167,0.4248
price,23.75,0.3972,-0.0023863729953765844,0.3948136270046234,0.3795
price,23.916666666666668,0.3312,0.005134407329559332,0.3363344073295593,0.2794
pv_corrected,0.08333333333333333,0.0,0.0,0.0,0.0
pv_corrected,0.25,0.0,0.0,0.0,0.0
pv_corrected,0.4166666666666667,0.0,0.0,0.0,0.0
pv_corrected,0.5833333333333334,0.0,0.0,0.0,0.0
pv_corrected,0.75,0.0,0.0,0.0,0.0
pv_corrected,0.9166666666666666,0.0,0.0,0.0,0.0
pv_corrected,1.0833333333333333,0.0,0.0,0.0,0.0
pv_corrected,1.25,0.0,0.0,0.0,0.0
pv_corrected,1.4166666666666667,0.0,0.0,0.0,0.0
pv_corrected,1.5833333333333333,0.0,0.0,0.0,0.0
pv_corrected,1.75,0.0,0.0,0.0,0.0
pv_corrected,1.9166666666666667,0.0,0.0,0.0,0.0
pv_corrected,2.0833333333333335,0.0,0.0,0.0,0.0
pv_corrected,2.25,0.0,0.0,0.0,0.0
pv_corrected,2.4166666666666665,0.0,0.0,0.0,0.0
pv_corrected,2.5833333333333335,0.0,0.0,0.0,0.0
pv_corrected,2.75,0.0,0.0,0.0,0.0
pv_corrected,2.9166666666666665,0.0,0.0,0.0,0.0
pv_corrected,3.0833333333333335,0.0,0.0,0.0,0.0
pv_corrected,3.25,0.0,0.0,0.0,0.0
pv_corrected,3.4166666666666665,0.0,0.0,0.0,0.0
pv_corrected,3.5833333333333335,0.0,0.0,0.0,0.0
pv_corrected,3.75,0.0,0.0,0.0,0.0
pv_corrected,3.9166666666666665,0.0,0.0,0.0,0.0
pv_corrected,4.083333333333333,0.0,0.0,0.0,0.0019
pv_corrected,4.25,0.0,0.0,0.0,0.0
pv_corrected,4.416666666666667,0.0,0.0,0.0,0.0
pv_corrected,4.583333333333333,0.0,0.0,0.0,0.0271
pv_corrected,4.75,0.0,0.0,0.0,0.0
pv_corrected,4.916666666666667,0.0,0.0,0.0,0.0
pv_corrected,5.083333333333333,0.0,0.0,0.0,0.3776
pv_corrected,5.25,0.0,0.0,0.0,0.0
pv_corrected,5.416666666666667,0.0,0.0,0.0,0.0
pv_corrected,5.583333333333333,0.0,0.0,0.0,5.2594
pv_corrected,5.75,0.0,0.0,0.0,0.0
pv_corrected,5.916666666666667,0.0,0.0,0.0,0.0
pv_corrected,6.083333333333333,145.37160833333334,-4.448527888997404,140.92308044433594,153.4202
pv_corrected,6.25,436.114825,-13.345598925781246,422.76922607421875,401.044
pv_corrected,6.416666666666667,726.8580416666666,-22.242685221354122,704.6153564453125,675.525
pv_corrected,6.583333333333333,1017.6012583333334,-31.139710481770862,986.4615478515625,952.6316
pv_corrected,6.75,1308.344475,-40.0368578125001,1268.3076171875,1302.5378
pv_corrected,6.916666666666667,1599.0876916666666,-48.933883072916615,1550.15380859375,1693.2375
pv_corrected,7.083333333333333,1915.7332666666666,-59.76952154947912,1855.9637451171875,2009.9231
pv_corrected,7.25,2258.2812,-72.5436511718749,2185.737548828125,2305.9149
pv_corrected,7.416666666666667,2600.829133333333,-85.31790286458317,2515.51123046875,2609.7375
pv_corrected,7.583333333333333,2943.377066666667,-98.0921545572919,2845.284912109375,2894.0148
pv_corrected,7.75,3285.925,-110.86640625000018,3175.05859375,3179.5684
pv_corrected,7.916666666666667,3628.4729333333335,-123.64065794270846,3504.832275390625,3476.5125
pv_corrected,8.083333333333334,3945.0162833333334,-137.96525794270838,3807.051025390625,3761.2255
pv_corrected,8.25,4235.55505,-153.84045039062494,4081.714599609375,3976.3717
pv_corrected,8.416666666666666,4526.093816666667,-169.7158869791674,4356.3779296875,4220.325
pv_corrected,8.583333333333334,4816.632583333334,-185.59107942708397,4631.04150390625,4653.7429
pv_corrected,8.75,5107.1713500000005,-201.46627187500053,4905.705078125,5037.5027
pv_corrected,8.916666666666666,5397.710116666667,-217.3414643229171,5180.36865234375,5180.8875
pv_corrected,9.083333333333334,5692.421625000001,-249.52318750000086,5442.8984375,5166.4978
pv_corrected,9.25,5991.305875,-298.01144140625,5693.29443359375,5533.329
pv_corrected,9.416666666666666,6290.190125,-346.4996953125001,5943.6904296875,6107.7375
pv_corrected,9.583333333333334,6589.074375,-394.98794921875015,6194.08642578125,6182.795
pv_corrected,9.75,6887.958624999999,-443.4766914062493,6444.48193359375,6198.386
pv_corrected,9.916666666666666,7186.842875,-491.9649453125003,6694.8779296875,6426.1875
pv_corrected,10.083333333333334,7412.427116666667,-526.7747729166667,6885.65234375,6675.2481
pv_corrected,10.25,7564.71135,-547.9071507812496,7016.80419921875,6774.004
pv_corrected,10.416666666666666,7716.995583333333,-569.0390403645833,7147.95654296875,6879.075
pv_corrected,10.583333333333334,7869.279816666667,-590.1709299479171,7279.10888671875,7268.5137
pv_corrected,10.75,8021.564050000001,-611.3028195312509,7410.26123046875,7455.3554
pv_corrected,10.916666666666666,8173.848283333334,-632.4351973958337,7541.4130859375,7263.0
pv_corrected,11.083333333333334,8216.40285,-612.1230648437504,7604.27978515625,7021.6679
pv_corrected,11.25,8149.22775,-550.36691015625,7598.86083984375,7052.8842
pv_corrected,11.416666666666666,8082.0526500000005,-488.61075546875054,7593.44189453125,7317.5625
pv_corrected,11.583333333333334,8014.87755,-426.85460078125016,7588.02294921875,7505.6333
pv_corrected,11.75,7947.702450000001,-365.0989343750007,7582.603515625,7635.0323
pv_corrected,11.916666666666666,7880.52735,-303.3427796875003,7577.1845703125,7818.45
pv_corrected,12.083333333333334,7721.584258333333,-204.6540825520833,7516.93017578125,8082.9395
pv_corrected,12.25,7470.873175000001,-69.03333125000063,7401.83984375,8090.5707
pv_corrected,12.416666666666666,7220.162091666667,66.58742005208296,7286.74951171875,7709.3625
pv_corrected,12.583333333333334,6969.451008333333,202.20817135416655,7171.6591796875,7205.256
pv_corrected,12.75,6718.739925,337.82892265625014,7056.56884765625,7206.9442
pv_corrected,12.916666666666666,6468.028841666667,473.4501622395828,6941.47900390625,7525.8
pv_corrected,13.083333333333334,6304.719866666667,526.4119692708327,6831.1318359375,7339.075
pv_corrected,13.25,6228.813,496.7153203124999,6725.5283203125,6900.6338
pv_corrected,13.416666666666666,6152.906133333334,467.01867135416614,6619.9248046875,6610.0125
pv_corrected,13.583333333333334,6076.999266666667,437.3220223958333,6514.3212890625,6642.1795
pv_corrected,13.75,6001.0924,407.62537343749955,6408.7177734375,6806.5377
pv_corrected,13.916666666666666,5925.185533333333,377.9287244791667,6303.1142578125,6799.95
pv_corrected,14.083333333333334,5721.6422999999995,398.0954929687505,6119.73779296875,6453.6137
pv_corrected,14.25,5390.4627,468.12519062499996,5858.587890625,6203.5886
pv_corrected,14.416666666666666,5059.283100000001,538.1553765624994,5597.4384765625,6115.6875
pv_corrected,14.583333333333334,4728.1035,608.1855624999998,5336.2890625,5837.6616
pv_corrected,14.75,4396.9239,678.2152601562502,5075.13916015625,5431.9635
pv_corrected,14.916666666666666,4065.7443000000003,748.2454460937497,4813.98974609375,5072.775
pv_corrected,15.083333333333334,3771.2576,774.7941578125001,4546.0517578125,4855.4545
pv_corrected,15.25,3513.4638000000004,757.8613953124996,4271.3251953125,4561.8383
pv_corrected,15.416666666666666,3255.67,740.9288769531249,3996.598876953125,4146.825
pv_corrected,15.583333333333334,2997.8762,723.9963585937498,3721.87255859375,3778.6785
pv_corrected,15.75,2740.0824000000002,707.0638402343748,3447.146240234375,3471.4229
pv_corrected,15.916666666666666,2482.2886,690.1313218750001,3172.419921875,3156.225
pv_corrected,16.083333333333332,2261.4038583333336,633.4286611979164,2894.83251953125,2779.805
pv_corrected,16.25,2077.428175,536.956346484375,2614.384521484375,2507.3559
pv_corrected,16.416666666666668,1893.452491666667,440.4840317708331,2333.9365234375,2334.4125
pv_corrected,16.583333333333332,1709.4768083333333,344.01147291666666,2053.48828125,2077.0816
pv_corrected,16.75,1525.5011250000002,247.53915820312477,1773.040283203125,1733.8533
pv_corrected,16.916666666666668,1341.5254416666667,151.06672141927083,1492.5921630859375,1377.7125
pv_corrected,17.083333333333332,1145.4094666666667,94.26130970052077,1239.6707763671875,1083.9022
pv_corrected,17.25,937.1532000000001,77.12286201171867,1014.2760620117188,831.8823
pv_corrected,17.416666666666668,728.8969333333334,59.984475358072814,788.8814086914062,597.3375
pv_corrected,17.583333333333332,520.6406666666667,42.846027669270825,563.4866943359375,374.8971
pv_corrected,17.75,312.3844000000001,25.707641015624915,338.092041015625,156.1276
pv_corrected,17.916666666666668,104.12813333333337,8.569208585611946,112.69734191894531,0.0
pv_corrected,18.083333333333332,0.0,0.0,0.0,0.0
pv_corrected,18.25,0.0,0.0,0.0,5.5774
pv_corrected,18.416666666666668,0.0,0.0,0.0,0.0
pv_corrected,18.583333333333332,0.0,0.0,0.0,0.0
pv_corrected,18.75,0.0,0.0,0.0,0.4004
pv_corrected,18.916666666666668,0.0,0.0,0.0,0.0
pv_corrected,19.083333333333332,0.0,0.0,0.0,0.0
pv_corrected,19.25,0.0,0.0,0.0,0.0288
pv_corrected,19.416666666666668,0.0,0.0,0.0,0.0
pv_corrected,19.583333333333332,0.0,0.0,0.0,0.0
pv_corrected,19.75,0.0,0.0,0.0,0.0021
pv_corrected,19.916666666666668,0.0,0.0,0.0,0.0
pv_corrected,20.083333333333332,0.0,0.0,0.0,0.0
pv_corrected,20.25,0.0,0.0,0.0,0.0
pv_corrected,20.416666666666668,0.0,0.0,0.0,0.0
pv_corrected,20.583333333333332,0.0,0.0,0.0,0.0
pv_corrected,20.75,0.0,0.0,0.0,0.0
pv_corrected,20.916666666666668,0.0,0.0,0.0,0.0
pv_corrected,21.083333333333332,0.0,0.0,0.0,0.0
pv_corrected,21.25,0.0,0.0,0.0,0.0
pv_corrected,21.416666666666668,0.0,0.0,0.0,0.0
pv_corrected,21.583333333333332,0.0,0.0,0.0,0.0
pv_corrected,21.75,0.0,0.0,0.0,0.0
pv_corrected,21.916666666666668,0.0,0.0,0.0,0.0
pv_corrected,22.083333333333332,0.0,0.0,0.0,0.0
pv_corrected,22.25,0.0,0.0,0.0,0.0
pv_corrected,22.416666666666668,0.0,0.0,0.0,0.0
pv_corrected,22.583333333333332,0.0,0.0,0.0,0.0
pv_corrected,22.75,0.0,0.0,0.0,0.0
pv_corrected,22.916666666666668,0.0,0.0,0.0,0.0
pv_corrected,23.083333333333332,0.0,0.0,0.0,0.0
pv_corrected,23.25,0.0,0.0,0.0,0.0
pv_corrected,23.416666666666668,0.0,0.0,0.0,0.0
pv_corrected,23.583333333333332,0.0,0.0,0.0,0.0
pv_corrected,23.75,0.0,0.0,0.0,0.0
pv_corrected,23.916666666666668,0.0,0.0,0.0,0.0
