scenario,issue_hour,month,period,target,population,unit,n,absolute_error_sum,squared_error_sum,signed_error_sum,actual_abs_sum,mae,rmse,wape_pct,bias,name,seed,case_id,exploratory,label
2,0,10,monthly,net_load,all,kW,4464,1341626.7461337536,917784484.3074712,1070902.3897631008,13205688.9884,300.54362592602007,453.4279244658024,10.159460421279428,239.89748874621432,causal_season,42,causal_season_seed_42,False,exp006 历史季节·树DP
2,0,10,monthly,net_load,pv_generating,kW,2321,974880.8957180956,811038321.6640959,794035.2920199104,5765002.5227,420.02623684536655,591.1301591017078,16.910329039396792,342.10913055575634,causal_season,42,causal_season_seed_42,False,exp006 历史季节·树DP
2,0,11,monthly,load,all,kW,4320,770003.8475476541,202674882.6819269,651713.1252786937,18738740.217699997,178.24163137677178,216.5998201806684,4.109154823654227,150.85951974043837,causal_season,42,causal_season_seed_42,False,exp006 历史季节·树DP
2,0,11,monthly,load,pv_generating,kW,2095,354449.31791220553,90819212.29116794,287096.4552476561,10922633.644900002,169.18821857384512,208.20773119057435,3.2450902358856015,137.03888078647068,causal_season,42,causal_season_seed_42,False,exp006 历史季节·树DP
2,0,11,monthly,pv,all,kW,4320,524623.3088557775,263699895.13743284,-253914.23068146416,8010905.7698,121.4405807536522,247.066068882241,6.54886381055104,-58.77644228737597,causal_season,42,causal_season_seed_42,False,exp006 历史季节·树DP
2,0,11,monthly,pv,pv_generating,kW,2095,516512.24057806865,263370723.15476716,-262025.2989591729,8010905.7698,246.5452222329683,354.5616293395111,6.447613483674317,-125.07174174662192,causal_season,42,causal_season_seed_42,False,exp006 历史季节·树DP
2,0,11,monthly,net_load,all,kW,4320,1124469.0633760314,533954736.336779,905627.355960158,12694137.6827,260.29376467037764,351.5688174615198,8.858176045376409,209.63596202781432,causal_season,42,causal_season_seed_42,False,exp006 历史季节·树DP
2,0,11,monthly,net_load,pv_generating,kW,2095,713257.5744936126,423845045.99400187,549121.754206829,4878031.1099,340.4570761306027,449.79180863912507,14.621833244278644,262.1106225330926,causal_season,42,causal_season_seed_42,False,exp006 历史季节·树DP
2,0,12,monthly,load,all,kW,4464,845373.0048341423,250246400.351606,250466.34537840003,20941989.5206,189.37567312592793,236.7673572111915,4.036736834399495,56.108052280107536,causal_season,42,causal_season_seed_42,False,exp006 历史季节·树DP
2,0,12,monthly,load,pv_generating,kW,2097,432479.6274831238,136895722.55176708,90149.22738543597,11943412.0743,206.2373044745464,255.5028353662521,3.621072644841079,42.98961725581114,causal_season,42,causal_season_seed_42,False,exp006 历史季节·树DP
2,0,12,monthly,pv,all,kW,4464,499744.61287928023,253213594.57481995,-279130.6273804743,6757767.9032,111.94995808227604,238.16690678427776,7.3951135942777295,-62.52926240602023,causal_season,42,causal_season_seed_42,False,exp006 历史季节·树DP
2,0,12,monthly,pv,pv_generating,kW,2097,499744.61287928023,253213594.57481995,-279130.62738047435,6757767.9032,238.314073857549,347.49158659433516,7.3951135942777295,-133.10950280423194,causal_season,42,causal_season_seed_42,False,exp006 历史季节·树DP
2,0,12,monthly,net_load,all,kW,4464,1129608.5299452918,513799223.4198545,529596.9727588744,14723218.5464,253.04850581211736,339.26153973469695,7.672293434926255,118.63731468612778,causal_season,42,causal_season_seed_42,False,exp006 历史季节·树DP
2,0,12,monthly,net_load,pv_generating,kW,2097,716715.1525942732,400448545.6200156,369279.8547659103,5724641.100099999,341.7811886477221,436.99266278137566,12.51982683389101,176.09912006004308,causal_season,42,causal_season_seed_42,False,exp006 历史季节·树DP
