family,level,replicate_id,day,total_cost_yuan
power,0.9,-1,149,14037.143113036098
power,0.9,-1,150,14299.25550293072
power,0.9,-1,151,114734.21024879516
power,0.9,-1,152,68750.45202413341
power,0.9,-1,153,48416.14830166628
power,0.9,-1,154,48185.643620378454
power,0.9,-1,155,50394.545497590116
power,0.9,-1,156,28171.527135773795
power,0.9,-1,157,28130.263267489452
power,0.9,-1,158,57574.887012526364
power,0.9,-1,159,49454.51379671724
power,0.9,-1,160,51093.90858565828
power,0.9,-1,161,58262.01694400921
power,0.9,-1,162,52394.27038298329
power,0.9,-1,163,21939.60581944207
power,0.9,-1,164,21271.929525475964
power,0.9,-1,165,52349.73463443196
power,0.9,-1,166,51307.43432896243
power,0.9,-1,167,51050.27605341672
power,0.9,-1,168,51449.87649933709
power,0.9,-1,169,50735.95259119639
power,0.9,-1,170,22768.130790769552
power,0.9,-1,171,19708.56528996097
power,0.9,-1,172,49888.03240984598
power,0.9,-1,173,45990.0845510402
power,0.9,-1,174,68001.63437148562
power,0.9,-1,175,50048.90754996307
power,0.9,-1,176,48423.00017943435
power,0.9,-1,177,21761.286135485916
power,0.9,-1,178,18112.62492365906
power,0.9,-1,179,51339.76422038505
power,0.9,-1,180,48316.60084201624
power,0.9,-1,181,66692.0650806179
power,0.9,-1,182,58987.88440599751
power,0.9,-1,183,55058.072144189005
power,0.9,-1,184,24612.6972391085
power,0.9,-1,185,31727.01965931548
power,0.9,-1,186,65769.7449382368
power,0.9,-1,187,56229.26288334951
power,0.9,-1,188,55182.437611342095
power,0.9,-1,189,54578.66296265756
power,0.9,-1,190,51073.330418588084
power,0.9,-1,191,28633.21720532309
power,0.9,-1,192,25494.072990286742
power,0.9,-1,193,50765.68662044381
power,0.9,-1,194,51358.5885524739
power,0.9,-1,195,50917.349109510804
power,0.9,-1,196,50669.77151376355
power,0.9,-1,197,50667.209756996046
power,0.9,-1,198,28090.74204535915
power,0.9,-1,199,25099.04165489994
power,0.9,-1,200,49281.087352516675
power,0.9,-1,201,51197.935462904905
power,0.9,-1,202,53198.36409178916
power,0.9,-1,203,51222.38569615013
power,0.9,-1,204,50085.5546481824
power,0.9,-1,205,27229.420178748158
power,0.9,-1,206,26068.809297666958
power,0.9,-1,207,56006.323784233595
power,0.9,-1,208,57872.90051231161
power,0.9,-1,209,54168.898822475974
power,0.9,-1,210,50601.984917591864
power,0.9,-1,211,53033.16559990858
power,0.9,-1,212,25115.114188578285
power,0.9,-1,213,24130.696037148187
power,0.9,-1,214,50701.107359793095
power,0.9,-1,215,47848.07803281424
power,0.9,-1,216,46129.35947193758
power,0.9,-1,217,52239.424715555775
power,0.9,-1,218,46952.1615664251
power,0.9,-1,219,23709.299107645034
power,0.9,-1,220,23391.875961631184
power,0.9,-1,221,44887.25200696697
power,0.9,-1,222,46843.40913131162
power,0.9,-1,223,47560.747696468155
power,0.9,-1,224,47490.819705728034
power,0.9,-1,225,48602.51384358069
power,0.9,-1,226,22817.890868363003
power,0.9,-1,227,23944.044266097655
power,0.9,-1,228,46996.82960841857
power,0.9,-1,229,46793.829247090645
power,0.9,-1,230,46127.76625443328
power,0.9,-1,231,66832.64471945594
power,0.9,-1,232,47577.41654640668
power,0.9,-1,233,26606.878790817973
power,0.9,-1,234,22194.96702481996
power,0.9,-1,235,46321.31624519643
power,0.9,-1,236,52947.23119674939
power,0.9,-1,237,47776.89671124056
power,0.9,-1,238,47214.53015880981
power,0.9,-1,239,51361.55895222415
power,0.9,-1,240,23368.701357456746
power,0.9,-1,241,23868.391220657126
power,0.9,-1,242,48198.87399643183
power,0.9,-1,243,45257.2559048742
power,0.9,-1,244,40179.41681166571
power,0.9,-1,245,38794.543725100695
power,0.9,-1,246,39012.006119159836
power,0.9,-1,247,17897.78028754153
power,0.9,-1,248,19769.08084986082
power,0.9,-1,249,46660.65920638729
power,0.9,-1,250,71927.20284645393
power,0.9,-1,251,42615.47302263293
power,0.9,-1,252,50780.1265136673
power,0.9,-1,253,41061.3547235707
power,0.9,-1,254,19405.297040904996
power,0.9,-1,255,18244.797734192118
power,0.9,-1,256,41776.54784924802
power,0.9,-1,257,41734.70049541011
power,0.9,-1,258,42248.30675748989
power,0.9,-1,259,43334.650444022496
power,0.9,-1,260,41990.032107603736
power,0.9,-1,261,17561.56080364573
power,0.9,-1,262,18306.0896914353
power,0.9,-1,263,43052.343276601445
power,0.9,-1,264,43235.308045526166
power,0.9,-1,265,44834.53196365254
power,0.9,-1,266,43586.49117638094
power,0.9,-1,267,43995.4446823828
power,0.9,-1,268,19101.670893177947
power,0.9,-1,269,18282.85890279786
power,0.9,-1,270,45863.469586930856
power,0.9,-1,271,45978.76200222757
power,0.9,-1,272,46559.297612963506
power,0.9,-1,273,44677.033839074495
power,0.9,-1,274,41823.010542512035
power,0.9,-1,275,16625.05120288791
power,0.9,-1,276,17078.44963862514
power,0.9,-1,277,41344.784350137226
power,0.9,-1,278,39353.60944061584
power,0.9,-1,279,39382.37411104644
power,0.9,-1,280,38722.58183544064
power,0.9,-1,281,38858.48672655915
power,0.9,-1,282,16045.244160078244
power,0.9,-1,283,15769.980215059008
power,0.9,-1,284,39943.31364754819
power,0.9,-1,285,39991.69215599101
power,0.9,-1,286,41141.49605301923
power,0.9,-1,287,41589.582249506115
power,0.9,-1,288,45089.69261991085
power,0.9,-1,289,17385.890616894823
power,0.9,-1,290,16128.728256477663
power,0.9,-1,291,43149.19397837411
power,0.9,-1,292,45969.086129120034
power,0.9,-1,293,43975.50822385107
power,0.9,-1,294,44277.198947039564
power,0.9,-1,295,44956.40254497086
power,0.9,-1,296,17659.064702574036
power,0.9,-1,297,17049.684930011466
power,0.9,-1,298,43816.6315477749
power,0.9,-1,299,46001.227596575205
power,0.9,-1,300,44476.7870157196
power,0.9,-1,301,50751.40577178293
power,0.9,-1,302,46457.90456590211
power,0.9,-1,303,17606.997608060283
power,0.9,-1,304,17695.558863183527
power,0.9,-1,305,46190.194274985435
power,0.9,-1,306,47232.87566273636
power,0.9,-1,307,48853.45649994898
power,0.9,-1,308,47242.518718848
power,0.9,-1,309,49159.19761357148
power,0.9,-1,310,18223.597379377297
power,0.9,-1,311,18310.856638074605
power,0.9,-1,312,47790.58589986608
power,0.9,-1,313,48989.89725571759
power,0.9,-1,314,49943.40589118455
power,0.9,-1,315,48930.721046555176
power,0.9,-1,316,49037.286098459874
power,0.9,-1,317,18178.006674582277
power,0.9,-1,318,19253.702333918758
power,0.9,-1,319,50236.231894552955
power,0.9,-1,320,50663.0265269966
power,0.9,-1,321,49415.92874926925
power,0.9,-1,322,54665.722596077125
power,0.9,-1,323,50566.91435359826
power,0.9,-1,324,21272.16182991703
power,0.9,-1,325,19281.631458419484
power,0.9,-1,326,51162.707758662444
power,0.9,-1,327,51278.247882723634
power,0.9,-1,328,51100.71919905276
power,0.9,-1,329,52080.062699091184
power,0.9,-1,330,50998.066431770334
power,0.9,-1,331,20502.32190195497
power,0.9,-1,332,25760.56107027566
power,0.9,-1,333,63395.17543770623
power,0.9,-1,334,81464.77363079088
power,0.9,-1,335,65399.890008659
power,0.9,-1,336,59134.68931865664
power,0.9,-1,337,64714.96481993981
power,0.9,-1,338,26752.165860892153
power,0.9,-1,339,29981.60674901041
power,0.9,-1,340,62003.32303184882
power,0.9,-1,341,62539.33590985111
power,0.9,-1,342,62558.85704282954
power,0.9,-1,343,60669.42205510163
power,0.9,-1,344,60862.89471326123
power,0.9,-1,345,25780.47086946192
power,0.9,-1,346,25551.02894443561
power,0.9,-1,347,60326.30437682171
power,0.9,-1,348,61891.39180887526
power,0.9,-1,349,61630.08013311854
power,0.9,-1,350,61517.341316848135
power,0.9,-1,351,61175.661678767574
power,0.9,-1,352,26527.70647351838
power,0.9,-1,353,25997.625701852903
power,0.9,-1,354,60783.13399995925
power,0.9,-1,355,61802.812114692235
power,0.9,-1,356,60850.08261610844
power,0.9,-1,357,60589.68468436951
power,0.9,-1,358,60205.14775271941
power,0.9,-1,359,26138.89153691
power,0.9,-1,360,25375.42202339428
power,0.9,-1,361,60576.16810509401
power,0.9,-1,362,59177.290149481865
power,0.9,-1,363,58963.715464047884
power,0.9,-1,364,66654.72044715144
power,0.95,-1,31,24437.424633255032
power,0.95,-1,32,58521.18369821225
power,0.95,-1,33,52276.754136715375
power,0.95,-1,34,57917.429659927795
power,0.95,-1,35,54213.56838142321
power,0.95,-1,36,54774.006848188284
power,0.95,-1,37,20372.80321968737
power,0.95,-1,38,19970.132177312647
power,0.95,-1,39,52625.60843582495
power,0.95,-1,40,53490.564359183525
power,0.95,-1,41,51422.31489524128
power,0.95,-1,42,51521.233165146085
power,0.95,-1,43,50577.42078897583
power,0.95,-1,44,18503.2632669198
power,0.95,-1,45,18524.351733511918
power,0.95,-1,46,49146.875810240694
power,0.95,-1,47,49420.88493924917
power,0.95,-1,48,47855.22248094267
power,0.95,-1,49,48258.874973874044
power,0.95,-1,50,47675.11988742715
power,0.95,-1,51,17488.717598912466
power,0.95,-1,52,18019.602748657016
power,0.95,-1,53,47098.307405604326
power,0.95,-1,54,46630.61974361864
power,0.95,-1,55,45617.58318133721
power,0.95,-1,56,45649.59730795657
power,0.95,-1,57,44683.04160669225
power,0.95,-1,58,17366.205748245673
power,0.95,-1,59,17528.944531520803
power,0.95,-1,60,69157.7503900108
power,0.95,-1,61,60391.45222574385
power,0.95,-1,62,45885.55356462541
power,0.95,-1,63,45613.7784054582
power,0.95,-1,64,43660.33131603472
power,0.95,-1,65,16398.931344103592
power,0.95,-1,66,16171.816306779849
power,0.95,-1,67,43209.08599920236
power,0.95,-1,68,51173.04340375636
power,0.95,-1,69,43797.62125212993
power,0.95,-1,70,41948.88594230139
power,0.95,-1,71,51903.07404656228
power,0.95,-1,72,15728.14879505083
power,0.95,-1,73,16082.245203270131
power,0.95,-1,74,42184.51681666314
power,0.95,-1,75,43279.33094193374
power,0.95,-1,76,41835.0919445369
power,0.95,-1,77,39760.844255997705
power,0.95,-1,78,39796.790644806875
power,0.95,-1,79,15095.661179411636
power,0.95,-1,80,15272.6329108197
power,0.95,-1,81,39760.12176069473
power,0.95,-1,82,39442.45524303817
power,0.95,-1,83,40071.26877452082
power,0.95,-1,84,39881.4482867599
power,0.95,-1,85,39011.11086199389
power,0.95,-1,86,14499.407908739193
power,0.95,-1,87,14240.69917060589
power,0.95,-1,88,39224.128832733695
power,0.95,-1,89,37989.57187461744
power,0.95,-1,90,54646.55294663746
power,0.95,-1,91,46918.57078872985
power,0.95,-1,92,39005.35471817998
power,0.95,-1,93,13911.733117186934
power,0.95,-1,94,14970.369740183087
power,0.95,-1,95,37556.6536695103
power,0.95,-1,96,36650.142119502045
power,0.95,-1,97,37013.50954055009
power,0.95,-1,98,37467.811829000464
power,0.95,-1,99,37277.6307180622
power,0.95,-1,100,13607.407350342794
power,0.95,-1,101,13111.577926408452
power,0.95,-1,102,35698.25852027805
power,0.95,-1,103,34920.5374154328
power,0.95,-1,104,35910.212068518274
power,0.95,-1,105,35327.31680279301
power,0.95,-1,106,35253.33025378323
power,0.95,-1,107,12150.87506808306
power,0.95,-1,108,12572.316370357128
power,0.95,-1,109,34649.92145472421
power,0.95,-1,110,34310.43806349735
power,0.95,-1,111,34234.07588754052
power,0.95,-1,112,33889.59643374714
power,0.95,-1,113,33821.13730075308
power,0.95,-1,114,11781.784220734793
power,0.95,-1,115,13625.998270042557
power,0.95,-1,116,33705.164985928684
power,0.95,-1,117,54428.58840253088
power,0.95,-1,118,34793.99872128508
power,0.95,-1,119,33235.643878005736
power,0.95,-1,120,45564.90669345706
power,0.95,-1,121,19674.70448769615
power,0.95,-1,122,17317.634646686412
power,0.95,-1,123,35709.60901350753
power,0.95,-1,124,36040.27843663604
power,0.95,-1,125,36252.972727973975
power,0.95,-1,126,38154.52448988675
power,0.95,-1,127,37971.31236521404
power,0.95,-1,128,15018.833121997654
power,0.95,-1,129,15065.025776912993
power,0.95,-1,130,36941.11298772804
power,0.95,-1,131,37478.0860706621
power,0.95,-1,132,36512.99844361161
power,0.95,-1,133,35402.599487191415
power,0.95,-1,134,37159.513380339355
power,0.95,-1,135,14418.933335555976
power,0.95,-1,136,15254.632546160805
power,0.95,-1,137,35739.08634527774
power,0.95,-1,138,36096.23565235826
power,0.95,-1,139,34636.914238670695
power,0.95,-1,140,36904.44365671722
power,0.95,-1,141,35038.65356213492
power,0.95,-1,142,14631.461476726887
power,0.95,-1,143,14748.045389687568
power,0.95,-1,144,34602.32968722962
power,0.95,-1,145,36361.99280902999
power,0.95,-1,146,34368.93099350495
power,0.95,-1,147,35577.321686391486
power,0.95,-1,148,35327.54776265553
power,0.95,-1,149,14037.143113036098
power,0.95,-1,150,14151.914467964438
power,0.95,-1,151,114370.46024879515
power,0.95,-1,152,66342.64336880093
power,0.95,-1,153,46892.49622688971
power,0.95,-1,154,46335.11843134053
power,0.95,-1,155,48755.351609749974
power,0.95,-1,156,28171.527135773795
power,0.95,-1,157,28121.732512260365
power,0.95,-1,158,57574.887012526364
power,0.95,-1,159,49113.51016244955
power,0.95,-1,160,51093.90858565828
power,0.95,-1,161,57981.12111067587
power,0.95,-1,162,52394.27038298329
power,0.95,-1,163,21939.60581944207
power,0.95,-1,164,21271.929525475964
power,0.95,-1,165,52180.81659895303
power,0.95,-1,166,50833.76101012002
power,0.95,-1,167,50083.55393412293
power,0.95,-1,168,50872.49320173477
power,0.95,-1,169,50223.49080695922
power,0.95,-1,170,22768.130790769552
power,0.95,-1,171,19550.27778996097
power,0.95,-1,172,49697.97213032177
power,0.95,-1,173,45764.95071151081
power,0.95,-1,174,67701.58482519124
power,0.95,-1,175,49871.57481874399
power,0.95,-1,176,48141.271012767684
power,0.95,-1,177,21761.286135485916
power,0.95,-1,178,17643.269310634634
power,0.95,-1,179,51339.76422038505
power,0.95,-1,180,47115.89426650555
power,0.95,-1,181,65977.20731811147
power,0.95,-1,182,57417.707711105075
power,0.95,-1,183,54748.72677252625
power,0.95,-1,184,24612.6972391085
power,0.95,-1,185,31400.271286074818
power,0.95,-1,186,62276.83852087696
power,0.95,-1,187,55936.72511030188
power,0.95,-1,188,55182.437611342095
power,0.95,-1,189,54521.39749483603
power,0.95,-1,190,51073.330418588084
power,0.95,-1,191,28633.21720532309
power,0.95,-1,192,25494.072990286742
power,0.95,-1,193,50519.34304690249
power,0.95,-1,194,51358.5885524739
power,0.95,-1,195,50917.349109510804
power,0.95,-1,196,50537.902465509236
power,0.95,-1,197,50486.800441230866
power,0.95,-1,198,28090.74204535915
power,0.95,-1,199,25099.04165489994
power,0.95,-1,200,48888.838990327116
power,0.95,-1,201,50973.26246754885
power,0.95,-1,202,52687.25310122961
power,0.95,-1,203,50330.02756841938
power,0.95,-1,204,49951.77577291587
power,0.95,-1,205,27229.420178748158
power,0.95,-1,206,26068.809297666958
power,0.95,-1,207,52847.43119082113
power,0.95,-1,208,57878.26826368326
power,0.95,-1,209,52321.725378133946
power,0.95,-1,210,49926.95731195002
power,0.95,-1,211,50655.551745047866
power,0.95,-1,212,25115.114188578285
power,0.95,-1,213,24130.696037148187
power,0.95,-1,214,48498.34813016174
power,0.95,-1,215,47848.07803281424
power,0.95,-1,216,45745.14063004838
power,0.95,-1,217,52239.424715555775
power,0.95,-1,218,45501.03867999677
power,0.95,-1,219,23709.299107645034
power,0.95,-1,220,23391.875961631184
power,0.95,-1,221,44040.82954970599
power,0.95,-1,222,45921.862673577576
power,0.95,-1,223,46459.285994925165
power,0.95,-1,224,46172.33783498837
power,0.95,-1,225,46407.940237313815
power,0.95,-1,226,22817.890868363003
power,0.95,-1,227,23808.359029600724
power,0.95,-1,228,45544.7031520902
power,0.95,-1,229,45704.072501003364
power,0.95,-1,230,45136.94082347583
power,0.95,-1,231,66388.80955238751
power,0.95,-1,232,46110.172807904586
power,0.95,-1,233,26607.150417484634
power,0.95,-1,234,22194.96702481996
power,0.95,-1,235,45886.7948571069
power,0.95,-1,236,52855.13750621627
power,0.95,-1,237,46993.20146921012
power,0.95,-1,238,45908.51060755461
power,0.95,-1,239,49905.44175623982
power,0.95,-1,240,23368.701357456746
power,0.95,-1,241,23868.391220657126
power,0.95,-1,242,47048.69696140597
power,0.95,-1,243,45257.2559048742
power,0.95,-1,244,39681.865997150286
power,0.95,-1,245,38377.23312890553
power,0.95,-1,246,38545.780217534055
power,0.95,-1,247,17897.78028754153
power,0.95,-1,248,19452.505849860823
power,0.95,-1,249,46345.45891861882
power,0.95,-1,250,71435.9419541603
power,0.95,-1,251,42678.80855777455
power,0.95,-1,252,50335.94215168168
power,0.95,-1,253,40096.30936606418
power,0.95,-1,254,19405.297040904996
power,0.95,-1,255,18244.797734192118
power,0.95,-1,256,40636.353968088784
power,0.95,-1,257,40955.00199868737
power,0.95,-1,258,41126.21104244262
power,0.95,-1,259,41632.96038413864
power,0.95,-1,260,40325.364806514786
power,0.95,-1,261,17561.56080364573
power,0.95,-1,262,18306.0896914353
power,0.95,-1,263,42472.637407056114
power,0.95,-1,264,42579.00487395073
power,0.95,-1,265,43383.50907946324
power,0.95,-1,266,42036.867810887445
power,0.95,-1,267,43495.845937150225
power,0.95,-1,268,19101.670893177947
power,0.95,-1,269,18282.85890279786
power,0.95,-1,270,45151.32077944073
power,0.95,-1,271,44580.25006089709
power,0.95,-1,272,45591.451726918465
power,0.95,-1,273,44412.24738793806
power,0.95,-1,274,41495.747416610364
power,0.95,-1,275,16625.05120288791
power,0.95,-1,276,17078.44963862514
power,0.95,-1,277,40958.11336003014
power,0.95,-1,278,39077.61468497592
power,0.95,-1,279,39007.33543871595
power,0.95,-1,280,38132.07613439532
power,0.95,-1,281,38427.19935713468
power,0.95,-1,282,16045.244160078244
power,0.95,-1,283,15769.980215059008
power,0.95,-1,284,39517.05788509565
power,0.95,-1,285,39430.83960910198
power,0.95,-1,286,39657.07961116869
power,0.95,-1,287,40705.98803538342
power,0.95,-1,288,44335.08788263434
power,0.95,-1,289,17385.890616894823
power,0.95,-1,290,16128.728256477663
power,0.95,-1,291,42385.797872791285
power,0.95,-1,292,44645.31331014685
power,0.95,-1,293,43329.082824136174
power,0.95,-1,294,43714.79081915612
power,0.95,-1,295,44373.82018712488
power,0.95,-1,296,17659.064702574036
power,0.95,-1,297,17049.684930011466
power,0.95,-1,298,43490.651752673
power,0.95,-1,299,45307.40495666016
power,0.95,-1,300,44132.9433978269
power,0.95,-1,301,48988.349188579436
power,0.95,-1,302,46216.49938131565
power,0.95,-1,303,17606.997608060283
power,0.95,-1,304,17695.558863183527
power,0.95,-1,305,45981.39739365338
power,0.95,-1,306,47208.17016274234
power,0.95,-1,307,47928.490855200944
power,0.95,-1,308,46979.49476962216
power,0.95,-1,309,48485.81460013998
power,0.95,-1,310,18172.857719908065
power,0.95,-1,311,18310.856638074605
power,0.95,-1,312,47755.94264376122
power,0.95,-1,313,48794.73058905092
power,0.95,-1,314,49862.364939088366
power,0.95,-1,315,48930.721046555176
power,0.95,-1,316,48732.46714673278
power,0.95,-1,317,18178.006674582277
power,0.95,-1,318,18307.209423783075
power,0.95,-1,319,49813.51433855296
power,0.95,-1,320,50488.5727445291
power,0.95,-1,321,49220.76208260258
power,0.95,-1,322,50135.34337203295
power,0.95,-1,323,50247.78194116461
power,0.95,-1,324,19568.83528923623
power,0.95,-1,325,19281.631458419484
power,0.95,-1,326,50296.66161375129
power,0.95,-1,327,50885.6420986903
power,0.95,-1,328,50725.54513907028
power,0.95,-1,329,51478.238260922575
power,0.95,-1,330,50488.92183980919
power,0.95,-1,331,18702.396205951994
power,0.95,-1,332,24197.14644817479
power,0.95,-1,333,59250.408139517596
power,0.95,-1,334,78238.02610998941
power,0.95,-1,335,63538.39376002665
power,0.95,-1,336,58758.01295304717
power,0.95,-1,337,60329.6619876874
power,0.95,-1,338,25606.584259280728
power,0.95,-1,339,28249.781922903258
power,0.95,-1,340,61393.80050182227
power,0.95,-1,341,62398.55913411868
power,0.95,-1,342,61714.11775150948
power,0.95,-1,343,60474.25538843496
power,0.95,-1,344,60210.99860923186
power,0.95,-1,345,25780.47086946192
power,0.95,-1,346,25551.02894443561
power,0.95,-1,347,59714.7864697223
power,0.95,-1,348,61537.44983763547
power,0.95,-1,349,60620.98166230061
power,0.95,-1,350,61043.03860550777
power,0.95,-1,351,60546.55230635087
power,0.95,-1,352,26527.70647351838
power,0.95,-1,353,25997.625701852903
power,0.95,-1,354,60136.497954730716
power,0.95,-1,355,61221.25903529892
power,0.95,-1,356,60576.614976826255
power,0.95,-1,357,60003.60040752144
power,0.95,-1,358,59738.856700912846
power,0.95,-1,359,26138.89153691
power,0.95,-1,360,25375.42202339428
power,0.95,-1,361,59489.1576261453
power,0.95,-1,362,58929.41987402069
power,0.95,-1,363,58360.01033532032
power,0.95,-1,364,63192.63640442988
power,1.0,-1,31,24437.424633255032
power,1.0,-1,32,55844.72546799595
power,1.0,-1,33,52276.754136715375
power,1.0,-1,34,55824.39490059545
power,1.0,-1,35,53970.48358545001
power,1.0,-1,36,54295.80962910949
power,1.0,-1,37,20372.80321968737
power,1.0,-1,38,19970.132177312647
power,1.0,-1,39,52625.60843582495
power,1.0,-1,40,53490.564359183525
power,1.0,-1,41,51323.2978373141
power,1.0,-1,42,51416.1796515788
power,1.0,-1,43,50577.42078897583
power,1.0,-1,44,18503.2632669198
power,1.0,-1,45,18524.351733511918
power,1.0,-1,46,49003.64392655407
power,1.0,-1,47,49420.88493924917
power,1.0,-1,48,47848.96801196986
power,1.0,-1,49,48187.345964186214
power,1.0,-1,50,47616.75450646251
power,1.0,-1,51,17488.717598912466
power,1.0,-1,52,18019.602748657016
power,1.0,-1,53,47076.48207109234
power,1.0,-1,54,46630.61974361864
power,1.0,-1,55,45559.97047634816
power,1.0,-1,56,45649.59730795657
power,1.0,-1,57,44416.63087828196
power,1.0,-1,58,17366.205748245673
power,1.0,-1,59,17528.944531520803
power,1.0,-1,60,68029.13917930328
power,1.0,-1,61,58941.77667453263
power,1.0,-1,62,45839.19472753089
power,1.0,-1,63,45535.87967388051
power,1.0,-1,64,43660.33131603472
power,1.0,-1,65,16398.931344103592
power,1.0,-1,66,16171.816306779849
power,1.0,-1,67,43209.08599920236
power,1.0,-1,68,50745.21841406811
power,1.0,-1,69,43797.62125212993
power,1.0,-1,70,41948.88594230139
power,1.0,-1,71,51781.09637356228
power,1.0,-1,72,15728.14879505083
power,1.0,-1,73,16082.245203270131
power,1.0,-1,74,41888.12757772981
power,1.0,-1,75,43279.33094193374
power,1.0,-1,76,41837.8242032869
power,1.0,-1,77,39745.975714856235
power,1.0,-1,78,39746.32829607265
power,1.0,-1,79,15095.661179411636
power,1.0,-1,80,15272.6329108197
power,1.0,-1,81,39716.25431954785
power,1.0,-1,82,39442.45524303817
power,1.0,-1,83,40071.26877452082
power,1.0,-1,84,39881.4482867599
power,1.0,-1,85,39011.11086199389
power,1.0,-1,86,14499.407908739193
power,1.0,-1,87,14240.69917060589
power,1.0,-1,88,39224.128832733695
power,1.0,-1,89,37989.57187461744
power,1.0,-1,90,54642.098289647925
power,1.0,-1,91,45106.59021283079
power,1.0,-1,92,39005.35471817998
power,1.0,-1,93,13911.733117186934
power,1.0,-1,94,14970.369740183087
power,1.0,-1,95,37556.6536695103
power,1.0,-1,96,36650.142119502045
power,1.0,-1,97,37013.50954055009
power,1.0,-1,98,37467.811829000464
power,1.0,-1,99,37277.6307180622
power,1.0,-1,100,13607.407350342794
power,1.0,-1,101,13111.577926408452
power,1.0,-1,102,35698.25852027805
power,1.0,-1,103,34920.5374154328
power,1.0,-1,104,35910.212068518274
power,1.0,-1,105,35327.31680279301
power,1.0,-1,106,35253.33025378323
power,1.0,-1,107,12150.87506808306
power,1.0,-1,108,12572.316370357128
power,1.0,-1,109,34649.92145472421
power,1.0,-1,110,34310.43806349735
power,1.0,-1,111,34234.07588754052
power,1.0,-1,112,33889.59643374714
power,1.0,-1,113,33821.13730075308
power,1.0,-1,114,11781.784220734793
power,1.0,-1,115,13625.998270042557
power,1.0,-1,116,33705.164985928684
power,1.0,-1,117,53598.80411354038
power,1.0,-1,118,34793.99872128508
power,1.0,-1,119,33235.643878005736
power,1.0,-1,120,45565.108271285906
power,1.0,-1,121,19674.70448769615
power,1.0,-1,122,17317.634646686412
power,1.0,-1,123,35651.27870565365
power,1.0,-1,124,36040.27843663604
power,1.0,-1,125,36187.31318797476
power,1.0,-1,126,37967.136598814264
power,1.0,-1,127,37689.791531880706
power,1.0,-1,128,15018.833121997654
power,1.0,-1,129,15065.025776912993
power,1.0,-1,130,36940.97424043131
power,1.0,-1,131,37478.0860706621
power,1.0,-1,132,36498.77826828655
power,1.0,-1,133,35402.599487191415
power,1.0,-1,134,37159.513380339355
power,1.0,-1,135,14418.933335555976
power,1.0,-1,136,15254.632546160805
power,1.0,-1,137,35542.4860146475
power,1.0,-1,138,35562.695013158256
power,1.0,-1,139,34636.914238670695
power,1.0,-1,140,36904.44365671722
power,1.0,-1,141,35030.96793001768
power,1.0,-1,142,14631.461476726887
power,1.0,-1,143,14748.045389687568
power,1.0,-1,144,34602.32968722962
power,1.0,-1,145,36361.99280902999
power,1.0,-1,146,34295.2374854718
power,1.0,-1,147,35577.321686391486
power,1.0,-1,148,35047.44359598886
power,1.0,-1,149,14037.143113036098
power,1.0,-1,150,14151.914467964438
power,1.0,-1,151,114277.16440314362
power,1.0,-1,152,64511.49680981703
power,1.0,-1,153,46266.7812252767
power,1.0,-1,154,45833.957745524815
power,1.0,-1,155,47921.85650450465
power,1.0,-1,156,28171.527135773795
power,1.0,-1,157,28121.732512260365
power,1.0,-1,158,57574.887012526364
power,1.0,-1,159,49113.51016244955
power,1.0,-1,160,51093.90858565828
power,1.0,-1,161,57885.54298781791
power,1.0,-1,162,52394.27038298329
power,1.0,-1,163,21939.60581944207
power,1.0,-1,164,21271.929525475964
power,1.0,-1,165,52180.81659895303
power,1.0,-1,166,50833.76101012002
power,1.0,-1,167,49790.13745809044
power,1.0,-1,168,50681.45799613322
power,1.0,-1,169,50077.71871298373
power,1.0,-1,170,22768.130790769552
power,1.0,-1,171,19523.755542743842
power,1.0,-1,172,49697.97213032177
power,1.0,-1,173,45764.95071151081
power,1.0,-1,174,67701.58482519124
power,1.0,-1,175,49871.57481874399
power,1.0,-1,176,48136.82968293917
power,1.0,-1,177,21761.286135485916
power,1.0,-1,178,17341.70626469647
power,1.0,-1,179,51339.76422038505
power,1.0,-1,180,46799.39591641532
power,1.0,-1,181,66302.2674242559
power,1.0,-1,182,57064.86861849269
power,1.0,-1,183,54458.06010585958
power,1.0,-1,184,24612.6972391085
power,1.0,-1,185,31166.905405899022
power,1.0,-1,186,60692.9569191996
power,1.0,-1,187,55936.72511030188
power,1.0,-1,188,55182.437611342095
power,1.0,-1,189,54521.39749483603
power,1.0,-1,190,51073.330418588084
power,1.0,-1,191,28633.21720532309
power,1.0,-1,192,25494.072990286742
power,1.0,-1,193,50519.34304690249
power,1.0,-1,194,51358.5885524739
power,1.0,-1,195,50917.349109510804
power,1.0,-1,196,50537.902465509236
power,1.0,-1,197,50486.800441230866
power,1.0,-1,198,28090.74204535915
power,1.0,-1,199,25099.04165489994
power,1.0,-1,200,48888.838990327116
power,1.0,-1,201,50973.26246754885
power,1.0,-1,202,52680.51504445566
power,1.0,-1,203,50160.86720401931
power,1.0,-1,204,49951.77577291587
power,1.0,-1,205,27229.420178748158
power,1.0,-1,206,26068.809297666958
power,1.0,-1,207,50914.33095084395
power,1.0,-1,208,57878.26826368326
power,1.0,-1,209,51866.84384485023
power,1.0,-1,210,49926.95731195002
power,1.0,-1,211,50183.561607274096
power,1.0,-1,212,25115.114188578285
power,1.0,-1,213,24130.696037148187
power,1.0,-1,214,47328.40703567193
power,1.0,-1,215,47848.07803281424
power,1.0,-1,216,45745.14063004838
