scenario,day,slot,matched,load_kw_sha256,pv_kw_sha256,price_sha256,errors_kwh_sha256,price_errors_sha256,representative_history_indices,representative_history_origins
4-3,81,72,True,b0a569c265930d15d696e3e256d3d4eb3b7eb5add4276ffc80ac7722ef56deaf,012f24938c403876548130c1c6b643ce1a52d758c8cf6d5fdff9d3163b417385,c7735c2252e89b821d6b056bdb3e2293de56236e49acead7b8a92f73681651b8,a56e09ccb5ec89001d0b4891b47db5415f80e39c4cc45450411cd18d1829e345,3fd0eec2fab55866dbf1cdbb58ec1ebbcdc1a2c897da532f74bd274fe7c43b21,"[0, 4, 9, 13, 18, 22, 27]","[7704, 8280, 9000, 9576, 10296, 10872, 11592]"
4-3,81,108,True,d196cd82737da147ae0271a0830b3daf7cba26f6cf899e9dbc940b7c0ba7c1ff,6ea8c94e399d07679c64e44e2362a169c0aff7d9688c5dc40d5559d32586d871,c71817610955618bf299081d638c45f66b59c59723a2dc16f83816d07f3931cb,adfd14b825b35b3a420326651880e3adb68a3646b9d481f2b5740ddbf1b988bd,67cf80a569def55489fc4eaaca5af3a1d351e76361dce0a05e65a63b0cec7744,"[0, 4, 9, 13, 18, 22, 27]","[7740, 8316, 9036, 9612, 10332, 10908, 11628]"
4-3,82,0,True,a4db620b0f01964323640ca8edd25e190a3f0f61fdd621795b15f80b4f314356,0bdc6b2ca23c702352050ed2476fb20e331821dc892ef18324dae70b17a2e837,76292bf051b3b92efa38bd8864c79ea7d4f9fb5e1dcfb69a32d32eeea952a2ad,e0e94121f6e78ce31e12bffb905ad314ab1596469613d55adb3316a4601abc68,a3c038c32831e2ce26aed8bf0a0e0c228332d26381aa374c562550ebe28be7a2,"[0, 4, 9, 13, 18, 22, 27]","[7776, 8352, 9072, 9648, 10368, 10944, 11664]"
4-3,82,36,True,3cc347af996c5429ac13d0bd259520e499fd0a44460572fe2e0b34afb7d8d24a,d07adff87d2fac30f0d00c581fb7bf38172b06f006ae57d2cce058a17e05fb75,da8f53e0b086673325441a8557a0fd13b49832c07ee8e7579d07c673a1b52fc1,d77e32b229225894f1747019a102610dba6c5bfb26c8f8cdd0b6d138d6d032a4,7b9e46c1f9775dd1121fdf933994fab3314a889012e8a0623df1c87bb632162b,"[0, 4, 9, 13, 18, 22, 27]","[7812, 8388, 9108, 9684, 10404, 10980, 11700]"
4-3,82,72,True,90a60b1af8f3f78f40518076fe53a04bff8d9c5c770a0e7863cd0709c037b8d2,d3bcb6ea647647116f642fda86cefd09bf88bd8d361311c68589520bdc54b636,bf4516410b7f318a032ff0728668f4b65394372a9325258ac16ed49176e7a9bb,2ab34b4c5e427f32fe4fb2204bc9ded835b44f9f42ecc083b9b893708ab21b5a,fe202a7affbd6b885e3dfbd4b2e1c9f6cb38f61e06d1d0c4ef40f851c6410163,"[0, 4, 9, 13, 18, 22, 27]","[7848, 8424, 9144, 9720, 10440, 11016, 11736]"
4-3,82,108,True,7218799f0ddb5fe6d5d5f4d3a837b4a0c2e59b6799140e86fcb0d08d6c3cce8e,31ad72672b7e0d5ea01a60af7573aebd1319e25e4fde1ddcc1a0535ae9d87d30,983f5f0d0ac6c852ffbd14681a642f768fcd98cc2a76972a85801765d9c06455,3c842c9f30e8adb0b6af0f499099600be6ec8746da161af2a21a52b7c80cf5a2,9660c8ddfe1f70ea2d5cffd9d908bf63976aea940ca58baf5212b6c17af58090,"[0, 4, 9, 13, 18, 22, 27]","[7884, 8460, 9180, 9756, 10476, 11052, 11772]"
4-3,83,0,True,ccb0a95d445f27229168e991866df190c45e4ebddfb44133cd4e627931ded7e8,acc700f326587c690bbffc05daf60b93eb135d112a5fd3dc2c0f7997058ee5c9,b3327be36dae2e2453488aa028f7cb0185d0e4218ebccefc751dd346aa6a90a7,26096f320f723f882ef7af1776a36c2341e7b37f1fc5aa1c50d113c267452c8f,4c8b7e8d4c120de9bfa41120a78a76e766ca092a48157745e193c0d429463957,"[0, 4, 9, 13, 18, 22, 27]","[7920, 8496, 9216, 9792, 10512, 11088, 11808]"
4-3,83,36,True,24a9267347a5533e6504d6c8cc3bc473e92a11e331fcd59e4846cf57adbc5672,bfcf36abc2ec8cd866bdbc80274c9e50acc8efadb80d22ce73260e9cdb4a6815,2119dd9570a976c40c9d633c442e641e51a3a89a869f241b79e9220c2e92b09a,195ca11f0717cc2e749dbfae2637ee2ad3c8a226e6d69daae8a9cb28c2c70013,2c4620058cf1949b21fd84106b051f44f58cb4a2d9aae513b86ea6f3976c696b,"[0, 4, 9, 13, 18, 22, 27]","[7956, 8532, 9252, 9828, 10548, 11124, 11844]"
4-3,83,72,True,b38331289a4473414ae686e294a5011af0586139c1b641b22b9e34d970df5e25,98aadcc39606bb91c5ec4e16e1d727b906867e9a2c81de89168b8a501b985b9e,beb574c0227d62ad9786ab0acac62ddc7cd829b99175e0d62d38ee5eff8e0fe3,40ef7555db9b890d867a857cec89b41d0e4cfeefd87f6fb4158a9dc58c65369e,0bc2a267b07f73717a154aa625f2e616ed2531cb644d11a3027410128242fe5e,"[0, 4, 9, 13, 18, 22, 27]","[7992, 8568, 9288, 9864, 10584, 11160, 11880]"
4-3,83,108,True,121fc9a8ef4070d27a86dd7e3a516af9b1c93aa7a8c698723727afd3ac588fdf,9740cb8959217539340b0b9065b35c32804946f74f62d4ba9a55fbc2db47ae34,1abe29ff05e1fb5d8704a81cf5b2ed63efccf182c5164c6c4f8649cf06bdbd68,42889f61fdb2285747aacf2db5f64df59199c09aa6fa99df3e5a9415565f7aab,4253dd7bebfe4587aa79162348ba228c1fffecd638f1f9fb29bf29e01f28852d,"[0, 4, 9, 13, 18, 22, 27]","[8028, 8604, 9324, 9900, 10620, 11196, 11916]"
4-3,84,0,True,6babb04c27e115b712c1d323369287e8011665d60966491ac6bc0fb1765159be,b0fba697dcb9f80fc19b7b06c8c9d761dc242432d1390ad89e91d1fcbb7a0209,c993772bf3865f270799e8e7491431b9f80dd3904f725588585f80af2ae3b970,073172c86c6cc21fd68db7fd7ef8a9d0a04a2fcb130af5aef36f3c7415f00257,52f20772eb1bc4bacc117f431df8f9c69da0b11007be6b319e9f94f73cc4dd14,"[0, 4, 9, 13, 18, 22, 27]","[8064, 8640, 9360, 9936, 10656, 11232, 11952]"
4-3,84,36,True,6717d3c03f721b857b67a6b966eb5a9e855f65b4e9c2387b1edc01223727fd6e,92fe7dee5b9237c161838347d28ed19ff4c594e2f26ffca0e08eb4d94c3a48c4,58c21ac42beb7eed8672c7008cdab6b52938b673d29ca4af717215e641dd7ff9,c03e869d981f0ab1492588a4a82b10bf73b62a40f651f6575a3e21ffe4eba043,01b116473f49c3bdbcf06e38150ae4d885f2f466be84a5361beb1ad0dd6ad131,"[0, 4, 9, 13, 18, 22, 27]","[8100, 8676, 9396, 9972, 10692, 11268, 11988]"
4-3,84,72,True,f15d868be394aed398e494e410e2751e9aa05b4c201b394cdeffeb604ef7526d,05addffff1b5aed6fbf3792fa8da140ddbb6bbdcce21dc9918e276538918b496,21a1c8d89f65c8ae331366619ea3f18eb67c5b0a188436ae3aaa0c2816339d7f,a5347b937ef88c9b00fb9e9fc41106f4223b6e192b360ec9a2e52e2e170e082c,a6a43ac125031cf1cb9a85eff76a3c873536fe2a593f7845e5a010aab3b27e6a,"[0, 4, 9, 13, 18, 22, 27]","[8136, 8712, 9432, 10008, 10728, 11304, 12024]"
4-3,84,108,True,149a429ce7008fb912d436ce744fa56719bc4ec465bc20335cedc5d637bb27a6,fbfc61c88d1af8384a5ec4b07d940a3a0654c21f327fb5ba69827962676d2fd0,7e2da43643b74f0134331a923ec196291a71c7272c988f1a16962659b9ca88d5,c029c011212737f76f103a94468e2b351a3b9ad462682b3b82e5d4993c704da9,988170374f72a18907369aa4913d0eb2ed38144199c83124db27633c5eac017c,"[0, 4, 9, 13, 18, 22, 27]","[8172, 8748, 9468, 10044, 10764, 11340, 12060]"
4-3,85,0,True,9c11b36dbd2a5d83c5e91884cc096f07598ab4cbd9481f78b889a99ef5a3874e,40d2d39bf290ff31bee4a981e8cd9dcb62a5908e32a63af774c824839d3da81a,69d8d481e05860347a93f4f287fc0bed801b21222f9fd35d71ea29e55fa8ac11,7e08b744e7da0bc591200d25c27bb6c0b854d2eb97615e6190eb387340c91789,0e684a8da3bd19eb7dc091dc9a8aecfda1062cd77ec943095ac6fbe770ff9c80,"[0, 4, 9, 13, 18, 22, 27]","[8208, 8784, 9504, 10080, 10800, 11376, 12096]"
4-3,85,36,True,ab42e747b496475f88d7fa5ccf2f489794f84dee0ffa0e44ddbc1ed9edd5881b,2648d9a0cc587a6be442f911eef6c2c752290ff9b7fd2bb6c6ddecbf87216ddb,b90e5584906aafed9a4b5f23f942da56d59b535d6307f3473b0d20c0728659f4,a3a093130310f905d360e9901100957084d979f69e6b7ed42e04f5be9fc54216,c3631b3d90aa04c1137c7cb8aad0e24caaf3a954c3af40a4a0f833251aba1a5e,"[0, 4, 9, 13, 18, 22, 27]","[8244, 8820, 9540, 10116, 10836, 11412, 12132]"
4-3,85,72,True,7b189dfadf45a3c42032783825cd935a2b66643f3dc9197b3255aea78fa93de1,3e19fa57e800ae523d397667717ce70de943be6ceaa1cd2900d3b8705b857d1b,59d233ef77c67bcb3ef858c74e5f2cd962fdd682938074b0218a237e9fb07986,fdc89150cda744eeae7b8de467a6418e1c6af703736bad7b5885d75d106ea27d,8c39451313bb3321bd442cadca371f99516664b27dcf4be24fd3c36e6ee4a4f9,"[0, 4, 9, 13, 18, 22, 27]","[8280, 8856, 9576, 10152, 10872, 11448, 12168]"
4-3,85,108,True,c9d8778ec1ec67b51d0e60ed80fdc31f2af933977a5ff0c10654840fdc8d2bba,a308a17661f5e2d83a042df39213cb6c540a5497e9e85f2b8e6ba135764f189f,29d3f4d9afa1128cf6a0ac3ed064515dbb1b90d788a980c5f96dfe4f5f9ff7a8,75b1d0f7c498ce11a5950d5cc96bdaa4444d64c92b607802a37103f692c5021e,6d5cac363a67eaadd003d74d20c213cbbff5e84d7dee60ee1b0c4b5afe3d380e,"[0, 4, 9, 13, 18, 22, 27]","[8316, 8892, 9612, 10188, 10908, 11484, 12204]"
4-3,86,0,True,75c3ea4d45bfcef096af22a55e70012ca31910fa7497a5dfdd4e0b03012235f2,bf281af4c43c43d4c3a6edc07c12e9878fe16409daacc352fd2a3f2a54de3e03,3a1853ca4200bc573ccaa9841402aaedb2b635fdad87f32c2ade05bd20abd473,2c98b417c884287ed25f82d1e2222b85d99966486b83cccca561cf170c8a9db5,e72f395555c6c975d3a56808f86c98b9ec98636c13a8eb4fbdf3c9c704d30cf6,"[0, 4, 9, 13, 18, 22, 27]","[8352, 8928, 9648, 10224, 10944, 11520, 12240]"
4-3,86,36,True,ce2f535fe81b8b4c39347810d9f46a0145fe367eacb407bba449df186bea45c6,21cef8f0f9fddb2493f29437273457b02309c1eda82b9be58d8bf865ffb274cf,9d09852ab6abd9310439ace248ae437252d298252d34b273e63c00222e558e41,497d6cdbb6df3e224401552d1d1e7c201899e5893257840946ddf9ba50b93763,1b08ce37586d7f9253bfc1a1bc71dd6e25c4a64b85d670649ead876bd6783c02,"[0, 4, 9, 13, 18, 22, 27]","[8388, 8964, 9684, 10260, 10980, 11556, 12276]"
4-3,86,72,True,41e55c3c4b838cede593fb78d1dc608477d264f77adebff7c37ad27a34c31b9f,8d3de3d716a3e9a939494eac3bedd790cfa9f59506b06491d670e4f77a0138e9,bee2145f280285045ce971f303489252851c00e4d50b066614735db8e42a79cc,27c150514e5a34d9a0ee7c88e63106a405e27e1202e968052cf0cbe7a4d0bea0,62dfe4494e223c813ee5442b03e094f5f246ee2e893828c1b6124b1f7ebaab35,"[0, 4, 9, 13, 18, 22, 27]","[8424, 9000, 9720, 10296, 11016, 11592, 12312]"
4-3,86,108,True,b98e7e92cb7788c92b73032526b93549492c4537ba58ad1f6bd02a6ab62f8247,5d8eb7a0bc33c35746a53046161b8cdebebad2379a5b949bd7cad6b4ace6a64d,19545821d00184e1d5892ca0772a900bb09329008e8f3fe77838be4dc88022e9,439c225e9e888d8ee55e1ec070579e4a20e061fc91df3b6381e75504e5d1d584,e6beca9bfcf1883c5be3f9efc330c5e5181465affee50c1fcdbbe4643f97ea3b,"[0, 4, 9, 13, 18, 22, 27]","[8460, 9036, 9756, 10332, 11052, 11628, 12348]"
4-3,87,0,True,f04d457ad3030f7db2871bb1703f9b13f1354bc853c1e0d3472e39da77e6ddd9,9b0f3a7c8283cbc7f564114c0621914b0a67547648cf9245aa17704384caa43d,3f50166ebbc7f44fe5e80542d532095a3d44211e2d3574ff4027b398b9aec321,dc3e9676bc521201eec84adba0eb5e40e9cdfae305c62089f5318460e167f751,db6e26cd5b7a66fedf04325e280405f8dd0f6196573ef2b777265e412c47bc69,"[0, 4, 9, 13, 18, 22, 27]","[8496, 9072, 9792, 10368, 11088, 11664, 12384]"
4-3,87,36,True,b7d9d907f3b5ad41433bdf3c0e789755c8feccce62eb2f75e7f77b12030e20d3,0c0214c456ac8d3a23ac2d776e86220c432c8d83ea7464072f91583566de805e,b6a89d8517689b469d153fef8e55fd45d4a164b7c8f705b98c30e7ad7a66f710,2207a713846d053a81a4e46d17296209807530fbf7c2563f5b3a7317dbf33a4e,60f8d73de8ad8e7425f590abde3d6e3568dded5067a2337c8bdecb03be094b0a,"[0, 4, 9, 13, 18, 22, 27]","[8532, 9108, 9828, 10404, 11124, 11700, 12420]"
4-3,87,72,True,6879cbb40c946d34e0aee676cff486f35b93f959bde740313c380d24460a2028,12956766e25e7f5df35e80e60aa570f0a677841214402ff6999a4950c4711997,49271a470a7bb9f79386fbadf138b7448a2d7925b24a5389172071d202b2bc8a,b60763ba779d73c7e6fcc155a477588a2f3ead524abadbcb8617e782e0ba2c3d,81c2c457e9643eb53a9d2d822939394fb8fa3b26223ec60c0b8f8052bb3cf61e,"[0, 4, 9, 13, 18, 22, 27]","[8568, 9144, 9864, 10440, 11160, 11736, 12456]"
4-3,87,108,True,a6ce974e6d019ad7e5e4f94fc573966150dbbe2d63c589d92ab50123a48a18cb,8458e001d2e47b9b8b31f7544aa90e094f833e46a3a35dbae4cb899ab5727dab,a2b63f8d38032bd2833e650ada764d253b1e0d57afc499300d6495461f0d158a,f1ecb3a0ce717f1c1eeba6a1e0e975ef3a75e06ee374e7e4b47df7b1cecb6de9,1defb73667c6c28cd5804dbc782555420016c6b1b017cbd964d77c407db8edd7,"[0, 4, 9, 13, 18, 22, 27]","[8604, 9180, 9900, 10476, 11196, 11772, 12492]"
4-3,88,0,True,aebe58663480d68ad65cd31b83ab72245e9d8972da2c97c3ed0746a7ac7f8b6b,2cc6911d6a5fac838ecac6e9b3b90f1d12fdce0df45fcc912006c300c4a41cc0,0227fbb62d19a32afb10292b4f10b9bb2ec18b7c90ed3e2a672703d24013d7dc,1bdfc86931647c2e6de4f34d33c46256fe6e548d5579fffeb7c76b253d10fbe4,d8e9bd18c50b865ec1a0bde7c3a703955aa14762d5262a203ace68c657259acf,"[0, 4, 9, 13, 18, 22, 27]","[8640, 9216, 9936, 10512, 11232, 11808, 12528]"
4-3,88,36,True,a596f004029c5077a503b88db6f525b264e6e1f205639057cfc439d6368b5df0,83ae173895dae1e14e02331b3a6fa94f1e9fe45d3ca4f1f9a48b3eec61fac723,440479dc499a8b6a6594d3aedfde40658a215463c5a6029599526ac45a14c199,ea38268b3784e7301af63f7fbb57bb5f54f3c3a0c3ab35e1c20693424d9003ad,c2f6fe28291cd38a27893857c25fb99f6426bdf1c55abd2079a843423dc7e5bc,"[0, 4, 9, 13, 18, 22, 27]","[8676, 9252, 9972, 10548, 11268, 11844, 12564]"
4-3,88,72,True,e366e9f02340f11a3fa4972ae122271b11d162a177d6d31dab9d29d3b7aaf6e0,b0fa9bf8af425725896c7ff0dab8b57a9be763f6eb21fd392bd250bc72c300d8,fb06acd45d6c46f21e609b70239bf817872ccdf007429d8aa54fd752222d7e42,5dbe707300656169a396b8554835d7191e11887229f368b1b0ef991caa88c0fd,96644a4039bdb8a0e691c4efaea7b04ca12a186020836162cb2f05361b64d953,"[0, 4, 9, 13, 18, 22, 27]","[8712, 9288, 10008, 10584, 11304, 11880, 12600]"
4-3,88,108,True,81e8f5cc2d1e842f9064f70893e1fc3b2b92b768e5c72d9c604c381fbf949f98,05d50b05071a91c86b00aadc6fb806cf0f0cf7a4df8ea5924b95ad45ac592034,95a25cab2de7d2d610c6efcecfd0703ba11cddf468bf548004dc3d93e6c5e4c2,26348493fd4e9a8789fe9d4cb121b0065c5c304763f909c6958526d49e92e138,d0be8f05183ccb41eb86e4d360caa76e168bf31e4f63df8981e26f5135c6613e,"[0, 4, 9, 13, 18, 22, 27]","[8748, 9324, 10044, 10620, 11340, 11916, 12636]"
4-3,89,0,True,9b7a7743b9520813f455b99dfe9749016452d3e06b0336a20fbabcb295b2034a,58e84d5e5399867fb2ad2e316b45bc4969942907ada48b2d6b80d4c2c992e92a,ab995a2ef7c678f7f475ec7bc2b4db5e64d097b462c6147130e4005a027f7eaa,a539dc52532933e1a3008f7d5272e049cd6d02d4d12e2ad7047739a4c32783e9,3f8bc4c473feca6edec4b7d352b7baa25618894c697f843b4b945372bbb3ed26,"[0, 4, 9, 13, 18, 22, 27]","[8784, 9360, 10080, 10656, 11376, 11952, 12672]"
4-3,89,36,True,853cea940ef39442e1dbc968e78a18844467becaf55eb0a521d769e41edf6843,e998f54817574cd073f180eb98e7fda4a53f7582ba3b095a3c2780fc64170bc8,119f883a54bc8fed38943f01be5f4803763c1a29b6f9e2e02f877560e82e16bc,3af0cef81da8699daa9624baaa10aed49e6d0b9ae87d3b01a83a646d8bd66f39,e9a973a4c5b353b744ebb2018ff13b26464e287e49a13008f6243a9f43b415be,"[0, 4, 9, 13, 18, 22, 27]","[8820, 9396, 10116, 10692, 11412, 11988, 12708]"
4-3,89,72,True,1a271ca0f1a78bf4e3d9592470e3cba59055d1518d005f4df002cba5865c1195,98150c14f9d9e41a0b051ebb24c1bea7123b9f6f63294ba11ade88f451aef093,2c793865f96ee3b346af79930f87e5f29f1c00771d8b8e7ddebc172bf99761f7,40088b4235a3819fbc79a33cc424155a60198e6e4d499340d1e1e77c79a8b09f,66044f4164cd2a50144b8f10166fbfb6606bf16f6ca1b3c39e5daa17c3d9df60,"[0, 4, 9, 13, 18, 22, 27]","[8856, 9432, 10152, 10728, 11448, 12024, 12744]"
4-3,89,108,True,86abe9d4db345a32335408b19747a484e0acc9a780e4fe7ca231fc646a6c8395,15fb465ab7e88a0ab26fa4b32a2e1095fd06321635fd918253badfd268641bcf,5cb7c7ef1555a0e21b4c988284d95e73a11c5893290dc7e8140a01d28050ef62,52d09eebf0d2f93b189e3cf0220e83c1331f0baffed1fbffc52843433d7bc235,495158273246586e2da5c0a89c8c12b64b8d4dd99eac098b178016cc76046a1e,"[0, 4, 9, 13, 18, 22, 27]","[8892, 9468, 10188, 10764, 11484, 12060, 12780]"
4-3,90,0,True,cf85ab43c73c884a4d9e5100942d58389063240f5cd76abd94dea4bf5f127aba,921f7a07bb443f08b80736bedfb74626cf7b9642fad8544f0c6b328aff363c5e,9bf1b6bd69cf29a09d685b4b110774e159ee590fa9a10fb5af8d02a8b4ae3bf7,5762dd3152e0bfdf3c9eaac3e57505ab67040efa47eef578bd8a612ae2acb67f,9a68ce6075e4f670659d09fbbd7a196ada0c5087acc16bd121775ddc1b181ad4,"[0, 4, 9, 13, 18, 22, 27]","[8928, 9504, 10224, 10800, 11520, 12096, 12816]"
4-3,90,36,True,8c5c8aefff5a8891acf021ece64d83f1067d5ae9b7934d6a429d4d7dea423f01,b609ba125d3aaeb055eba8ed124ecd1c38341e801a7af7961add1e73c84e61eb,dc3565fff20e269a2e15db41b3697d5d54e73f84992c35d9f168805a35ae899c,adfedf1d557978218f750f53da9a27d51891cd8247656e6c7994d6d61da67261,0e986ca10d90389df54d6348022842dc0e0a60769ed62c5be19be4984dc0626e,"[0, 4, 9, 13, 18, 22, 27]","[8964, 9540, 10260, 10836, 11556, 12132, 12852]"
4-3,90,72,True,5b68640b3a90bc48a53501d64d7555022278ad7bca52a50a39a11e146aae873d,5925bb24b165270e8b51aacf99fa1654cb4f8a11a2b5b0139b60c2a79dfd8391,88aabdc96b890e83056f332068dd96cdb802b54747268aa8d9de71ccc0547770,def14a9c4a18e6c145bd6640d3c121cd9178f7530d7223492e87ccbba7b72675,c602921271e03f55f038ab2ef913936bfa0d2b9152f2c2c69080de8c0c749ef6,"[0, 4, 9, 13, 18, 22, 27]","[9000, 9576, 10296, 10872, 11592, 12168, 12888]"
4-3,90,108,True,2d8ce6db376b5db78b99406523ac0a38c08bc32a55b305baae46aeea566e03f9,e65b66604158e7b2da554e34dc978d1cd1fa6e297f35ad46fd0061910cdc9f00,31810d9513487b664402024da600af285bfca74b2f2f86743a51dc8371ad8094,609fdda6253bc927d75b846dde3abfc41e438725936fc8db8edd9316262e8221,b085b545f29a2c786730e863cf061220c8e344caaf5c7e0b3052f557c07c9764,"[0, 4, 9, 13, 18, 22, 27]","[9036, 9612, 10332, 10908, 11628, 12204, 12924]"
4-3,91,0,True,514cb8f91e8b2ece48beb90a4578723e0d4c1c0986b0b78dc0193b934f9c1f1c,fdcf351d7fdcfadcfd0dc52384fa98788fd9fe91b6bb2fc06631df66cae8e3a9,51a3afe93e05b4bcfaa61fd71114d4b09e2ace4bb3a3c440dabe008a1969248f,75e84eaa01573437289a4f875dda299525f021cc624f156026feaa7ef6b58224,cee9cd5a19228e53e497c07d5bbc50047e43720c2ce81b54c20b43ced149980e,"[0, 4, 9, 13, 18, 22, 27]","[9072, 9648, 10368, 10944, 11664, 12240, 12960]"
4-3,91,36,True,db0cbd9de601adc778454e6519ca5ee820ff505f68df67f5fc9fbcfad5d3fa72,739af9acd2b490aa35f18826922c139a89ad406fa19ff9354c080a94b62947c2,dff16e8f11395fe359f31117f6eb100cd3531d38d11d62442273bc394a8b9335,a76936af88c0095e60f688f8d2bf8c645e5100e93face3503864c2f34ef89038,71cefbab2c3e201c77bf2e6236f063b62dd8945059b00aa2136d17c2e8a8ec77,"[0, 4, 9, 13, 18, 22, 27]","[9108, 9684, 10404, 10980, 11700, 12276, 12996]"
4-3,91,72,True,eb3ff0775087c40245c5745b0423ddb78c0cfc4ca402ad85f5ebceb63eaa09a9,2f6bf442aa884c165de83c36fe97a58390a9d2e52e5d8a8f0b5e4a870122151c,a888d8802f97cccfc7b289d2dc7c9a61c4e3fb98b56df357e9ae00c156102031,b102d157c42bc640f1a20c262e2307100362d7edbc7b4e71c531452a93a88951,08a6780889b5d8ed5141ed29f086b6deecba5d48dde92325b35d57c06a18a223,"[0, 4, 9, 13, 18, 22, 27]","[9144, 9720, 10440, 11016, 11736, 12312, 13032]"
4-3,91,108,True,ff1f5fea1eb3e2f9b3573a4d885c8ec758b86440950c93542f7e873e67fc9a20,32828e6f0194f6a983c7ef3f120f477458b73432819358076c0c6f7581eb406f,a39287dbecc3387fffbf153821d425f4acdc274ac87a679c116c60bfb2c426de,eb1a96c094dcd4de6e6c3a9c6edf82d91c0957ab47a6ba635a26acfc6907709f,550eb0053dc51f3a543316bbec10c4f16c119c6afd6d96e200243d5496bce941,"[0, 4, 9, 13, 18, 22, 27]","[9180, 9756, 10476, 11052, 11772, 12348, 13068]"
4-3,92,0,True,7c4a556fcf814729e6d5fc880d06b2fe8433a62f7791729f12bc35d4bcd4c866,89126877e8533d1ad3e27d8a4ff288e711ad97f77003fbaca23f8fcede0b7a46,083cf575f89aedef48c104f59f44f60bc004aed522b453cf295e1c2efc828f83,af195f14bf958c26ba3b6ba3dac9c6f888d586dea49bcfb1f1657826dea58cd7,5d8fa22676a16d14cdd69b4fc372d0e29a29da540919308ec8d1bd83281eb1aa,"[0, 4, 9, 13, 18, 22, 27]","[9216, 9792, 10512, 11088, 11808, 12384, 13104]"
4-3,92,36,True,c84b22fedf37546210779d9db448363c890856b4706c7a3ed41e644b6ad989a2,de6278a52e7f170c7f5769e9d216525324a28c6f5e1c53a5de5a3a2d251c1167,c09d4f6a62fba9a3db4495b9751d9e86db48bbb8921d10d7a7bd3a9e586db7b0,f3e5437a61ca073d47c41d297773ae51d0c3583e982c9d57eded03033da3c9ef,393c4696f322d095e4166139e991d72fbe85e6e43011e170275ba63a8333ed5d,"[0, 4, 9, 13, 18, 22, 27]","[9252, 9828, 10548, 11124, 11844, 12420, 13140]"
4-3,92,72,True,d21476676adaf62899fbeae454fee6794f9e4e434e122c0ed3355d60422ee064,5910c009541a24a45e0308c52d054a4d352d1949fa9691e090c1eb0d31fe82c3,38757cf17e7f8e3597cc231c7832559d0ffa4b349c05182ef86a8bf6b7185f31,26ad2771c133496b49578ce91ab8408e10a3809cc1e931ecc1f54795f8b3d192,010fe9ae33c3b202c55581d211845ec14e7f560627a92b0cf0c33d2878f58c0e,"[0, 4, 9, 13, 18, 22, 27]","[9288, 9864, 10584, 11160, 11880, 12456, 13176]"
4-3,92,108,True,24be90dd2d6af1def2c06e8649e733812ba96501b2727663769dcbcb2db248db,22d963beeb66ff7287ed98f94855950bc17600629efe614b52a9183043b5791e,6483bbe6a752b7a7bd4b95fde1c09c2755d594277ca4e9c82d46e4b259aceda0,740a8f2a3270bb58d0666fd05c2bd18a997b90f7d4f84567f210c3e076b70fb8,5da82d012ae2fdf1fe735508d179d35cee9579a1f0507a8588ce56ae482ad9db,"[0, 4, 9, 13, 18, 22, 27]","[9324, 9900, 10620, 11196, 11916, 12492, 13212]"
4-3,93,0,True,3c96c83d105e9b638ba4cc8e7d714254f29c9838ae8d6eddd1c50a2ce263380c,62dfa39fd709a16f760e96c19bbd2bfbfc0e2be09ae6366b1ce4418a8d811fa5,cff481a6f7eff2bfda129a9cb0e5dcce665421af826f9308e3769b16b7f86cb9,c87f5be7bfc9fb89101468b2a4a9c6150f64c68a28500f10ae0001b6d29297fb,5d553955e212f23cf0a141e74ce073b30893c1e661105ec16687016be0fda24a,"[0, 4, 9, 13, 18, 22, 27]","[9360, 9936, 10656, 11232, 11952, 12528, 13248]"
4-3,93,36,True,eaa72a68709cb1120ebde811bd832b6f7c0ff8268f2bc0f0ce2904b8c2485407,a0a8873546a356be89142394b12e6954e2273ebd4aac99ccdad52851aa92ad29,a1417fc04273813b8a2e559b250f4083223b1241a7d7bf515499d68509220cff,57bbca835fda8f5080f13cc131ece5e62f20790446deabd857d58cb480adff9c,b977cdf3b038c14f8506e8b4b9df80bb6a35c15444b930c579b8e37d470f246b,"[0, 4, 9, 13, 18, 22, 27]","[9396, 9972, 10692, 11268, 11988, 12564, 13284]"
4-3,93,72,True,76d3165f3c4829a8f1ef26c11efc4ee9f235b3021ef56929dab5e6aae11ad937,b7cbb3eeb4f137aa934e346c6080d585125798d9bfba7421940449cd1a3f11eb,ac5c3de50041b133f24351f0c7d496ed82a5693cb7719b46b65a4a99e293f78a,f4c9d4260ab53ca26ea401c3eacecbfa6298e0c8bb838b01d652b606e6092e03,c397f1808ddccda4de56706062b66bde98014c1f5fe3622aaad2836aee6dcd89,"[0, 4, 9, 13, 18, 22, 27]","[9432, 10008, 10728, 11304, 12024, 12600, 13320]"
4-3,93,108,True,faf44556763cf82b269d55952f0b3ea6076c77fd8294e0538b476b91deac61e0,6f6e9684965d73b85f62e4528c59c13ce26ffe0253b6c7fd2e1c58a2e50275e2,c4dd4f064dacac68d789547c7d8a2bbc04ce6c6365fc6152894e98081c1b5c8d,bfb6275f6e6760e5b1cb75b6b63ca4b60005ff67d5146861f9aa18bbffc163ee,434587dc763cad2062796eca14b68d3ec0f454a4ece83758122c388566de335d,"[0, 4, 9, 13, 18, 22, 27]","[9468, 10044, 10764, 11340, 12060, 12636, 13356]"
