beta,date,month,slot,hour,charge_kwh,discharge_kwh,overlap_kwh,overlap_flag,significant_overlap_kwh,grid_kwh,emergency_kwh,end_soc_kwh,net_power_kw,total_cost
0.1,2025-05-12,2025-05,59,9.833333333333334,68.13388559671057,0.0,0.0,0,0.0,0.0,0.0,4188.689966892027,408.8033135802634,0.0
0.1,2025-05-12,2025-05,60,10.0,116.94541081729933,0.0,0.0,0,0.0,0.0,0.0,4299.634124918055,701.672464903796,0.0
0.1,2025-05-12,2025-05,61,10.166666666666666,214.3738441382978,0.0,0.0,0,0.0,0.0,0.0,4503.007010390942,1286.243064829787,0.0
0.1,2025-05-12,2025-05,62,10.333333333333334,245.79754308020998,0.0,0.0,0,0.0,0.0,0.0,4736.191034212989,1474.78525848126,0.0
0.1,2025-05-12,2025-05,63,10.5,245.79754308020998,0.0,0.0,0,0.0,0.0,0.0,4969.375058035035,1474.78525848126,0.0
0.1,2025-05-12,2025-05,64,10.666666666666666,249.5963620219139,0.0,0.0,0,0.0,0.0,0.0,5206.162957939395,1497.5781721314836,0.0
0.1,2025-05-12,2025-05,65,10.833333333333334,266.0624881425034,0.0,0.0,0,0.0,9.600499501402098,0.0,5458.571996677951,1596.3749288550205,4.824250999454554
0.1,2025-05-12,2025-05,66,11.0,271.2432136268189,0.0,0.0,0,0.0,29.82389069061533,0.0,5715.895903155261,1627.4592817609134,13.903897839964866
0.1,2025-05-12,2025-05,67,11.166666666666666,286.91067581383044,0.0,0.0,0,0.0,30.012492480497073,0.0,5988.083269332228,1721.4640548829827,15.027254984984886
0.1,2025-05-12,2025-05,68,11.333333333333334,306.13689220894406,0.0,0.0,0,0.0,45.28355887561061,0.0,6278.510225887944,1836.8213532536645,21.858373869257242
0.1,2025-05-12,2025-05,69,11.5,245.9489807546825,0.0,0.0,0,0.0,66.45869742134914,0.0,6511.837916102459,1475.6938845280952,31.800486716115564
0.1,2025-05-12,2025-05,70,11.666666666666666,330.79708496370387,0.0,0.0,0,0.0,128.57776829703727,0.0,6825.659585651321,1984.7825097822233,59.942955580078774
0.1,2025-05-12,2025-05,71,11.833333333333334,341.4390083449337,0.0,0.0,0,0.0,40.48734167826706,0.0,7149.57707017109,2048.6340500696024,17.943989831807958
0.1,2025-05-12,2025-05,72,12.0,353.32215863438256,0.0,0.0,0,0.0,220.13493306873323,0.0,7484.7679008986825,2119.9329518062955,97.10151897661822
0.1,2025-05-12,2025-05,73,12.166666666666666,353.32215863438256,0.0,0.0,0,0.0,286.3466119249656,0.0,7819.958731626275,2119.9329518062955,130.31634308705185
0.1,2025-05-12,2025-05,74,12.333333333333334,353.32215863438256,0.0,0.0,0,0.0,223.0690537072428,0.0,8155.149562353868,2119.9329518062955,99.55571866954246
0.1,2025-05-12,2025-05,75,12.5,308.31320917677965,0.0,0.0,0,0.0,136.50107584344627,0.0,8447.641154468232,1849.879255060678,56.14289249440945
0.1,2025-05-12,2025-05,76,12.666666666666666,155.67108504576336,0.0,0.0,0,0.0,0.0,14.347968379096613,8595.323712840549,934.0265102745802,40.76257816501348
0.1,2025-05-12,2025-05,77,12.833333333333334,133.9816768267098,0.0,0.0,0,0.0,0.0,8.823760160043237,8722.42989189085,803.8900609602588,36.525955182498976
0.1,2025-05-12,2025-05,78,13.0,176.5677666666667,0.0,0.0,0,0.0,0.0,0.0,8889.936783101597,1059.4066000000003,0.0
0.1,2025-05-12,2025-05,79,13.166666666666666,213.54836666666657,0.0,0.0,0,0.0,0.0,0.0,9092.52655188423,1281.2901999999995,0.0
0.1,2025-05-12,2025-05,80,13.333333333333334,198.7645833333334,0.0,0.0,0,0.0,0.0,0.0,9281.091192336533,1192.5875000000005,0.0
0.1,2025-05-12,2025-05,81,13.5,175.3934166666666,0.0,0.0,0,0.0,0.0,0.0,9447.483997316214,1052.3604999999998,0.0
0.1,2025-05-12,2025-05,82,13.666666666666666,189.9756833333334,0.0,0.0,0,0.0,0.0,0.0,9627.710755130282,1139.8541000000005,0.0
0.1,2025-05-12,2025-05,83,13.833333333333334,230.07791666666662,0.0,0.0,0,0.0,0.0,0.0,9845.981831922207,1380.4674999999997,0.0
0.1,2025-05-12,2025-05,84,14.0,203.3703092401332,0.0,0.0,0,0.0,0.0,0.0,10038.915847617689,1220.2218554407993,0.0
0.1,2025-05-12,2025-05,85,14.166666666666666,158.9813435119551,0.0,0.0,0,0.0,0.0,0.0,10189.738792909113,953.8880610717306,0.0
0.1,2025-05-12,2025-05,86,14.333333333333334,158.9813435119551,0.0,0.0,0,0.0,0.0,0.0,10340.561738200537,953.8880610717306,0.0
0.1,2025-05-12,2025-05,87,14.5,78.20675000000013,0.0,0.0,0,0.0,0.0,0.0,10414.75517572035,469.2405000000008,0.0
0.1,2025-05-12,2025-05,88,14.666666666666666,37.53780000000006,0.0,0.0,0,0.0,0.0,0.0,10450.36665962591,225.22680000000037,0.0
0.1,2025-05-12,2025-05,89,14.833333333333334,37.81963167903355,0.0,0.0,0,0.0,203.90756979839654,0.0,10486.245512538231,226.9177900742013,136.49572722304663
0.1,2025-05-12,2025-05,90,15.0,37.81963167903355,0.0,0.0,0,0.0,212.6667601923941,0.0,10522.124365450552,226.9177900742013,140.36006172698012
0.1,2025-05-12,2025-05,91,15.166666666666666,58.982205641689376,0.0,0.0,0,0.0,141.16523897502262,0.0,10578.079798825003,353.89323385013626,101.87895296827382
0.1,2025-05-12,2025-05,92,15.333333333333334,61.91809563772358,0.0,0.0,0,0.0,199.45309563772358,0.0,10636.820462003607,371.5085738263415,145.7603222920484
0.1,2025-05-12,2025-05,93,15.5,0.0,7.920483061988136,0.0,0,0.0,181.38410027134523,0.0,10628.471539788718,-47.52289837192882,136.6547811444315
0.1,2025-05-12,2025-05,94,15.666666666666666,0.0,51.775472330830496,0.0,0,0.0,176.87602766916945,0.0,10573.895399956567,-310.652833984983,138.37011644559126
0.1,2025-05-12,2025-05,95,15.833333333333334,0.0,45.37987354889643,0.0,0,0.0,230.07179311777023,0.0,10526.06081317492,-272.27924129337856,185.3228293563639
0.1,2025-05-12,2025-05,96,16.0,0.0,60.75434453238836,0.0,0,0.0,298.59065546761167,0.0,10462.020111017271,-364.52606719433015,246.96433113726158
0.1,2025-05-12,2025-05,97,16.166666666666668,0.0,52.788133597576234,0.0,0,0.0,366.58659973575715,0.0,10406.376532484737,-316.7288015854574,312.2951243148915
0.1,2025-05-12,2025-05,98,16.333333333333332,0.0,17.392055937163548,0.0,0,0.0,448.0737773961699,0.0,10388.04369583324,-104.35233562298129,393.90165770897295
0.1,2025-05-12,2025-05,99,16.5,0.0,9.681622186540949,0.0,0,0.0,553.1683944801257,0.0,10377.838369981677,-58.08973311924569,499.1791591788654
0.1,2025-05-12,2025-05,100,16.666666666666668,0.0,40.101378016652575,0.0,0,0.0,587.4444719833474,0.0,10335.567806033667,-240.60826809991545,538.2753696783412
0.1,2025-05-12,2025-05,101,16.833333333333332,0.0,74.93653288287078,0.0,0,0.0,579.5476337837958,0.0,10256.577764745009,-449.6191972972247,536.8929279373085
0.1,2025-05-12,2025-05,102,17.0,0.0,69.4318382762134,0.0,0,0.0,651.71414505712,0.0,10183.39018104991,-416.5910296572804,616.651924053047
0.1,2025-05-12,2025-05,103,17.166666666666668,0.0,42.172819022212366,0.0,0,0.0,728.2974309777876,0.0,10138.936126563154,-253.0369141332742,709.5073572585607
0.1,2025-05-12,2025-05,104,17.333333333333332,0.0,0.05351702518100865,0.0,0,0.0,807.0214829748189,0.0,10138.87971466543,-0.3211021510860519,795.8845865097665
0.1,2025-05-12,2025-05,105,17.5,52.62871853813601,0.0,0.0,0,0.0,925.3630352048027,0.0,10188.807700940362,315.7723112288161,903.1543223598874
0.1,2025-05-12,2025-05,106,17.666666666666668,11.51923677499849,0.0,0.0,0,0.0,796.4241367749985,0.0,10199.735808475092,69.11542064999094,855.5188077237034
0.1,2025-05-12,2025-05,107,17.833333333333332,0.0,56.59177321624941,0.0,0,0.0,553.7511434504172,0.0,10140.08284174474,-339.55063929749645,681.8337829304987
0.1,2025-05-12,2025-05,108,18.0,9.178386248397942,0.0,0.0,0,0.0,634.4480529150646,0.0,10148.79022348165,55.07031749038765,796.9301992666127
0.1,2025-05-12,2025-05,109,18.166666666666668,10.135532541054772,0.0,0.0,0,0.0,731.8887658743879,0.0,10158.405633920196,60.81319524632863,910.9819468838506
0.1,2025-05-12,2025-05,110,18.333333333333332,0.0,102.18093745656377,0.0,0,0.0,577.9793787500853,97.5509337933509,10050.697468648877,-613.0856247393826,1336.9633628607755
0.1,2025-05-12,2025-05,111,18.5,0.0,268.84760412323044,0.0,0,0.0,481.5919677307383,23.48812814603123,9767.307211145982,-1613.0856247393826,750.108632314732
0.1,2025-05-12,2025-05,112,18.666666666666668,0.0,433.47229085213087,0.0,0,0.0,369.92359908032233,0.0,9310.387297258081,-2600.8337451127854,476.4985879753632
0.1,2025-05-12,2025-05,113,18.833333333333332,0.0,600.0872777338155,0.0,0,0.0,192.22550756091175,0.0,8677.839766415114,-3600.5236664028935,258.8508684815238
0.1,2025-05-12,2025-05,114,19.0,0.0,766.7539444004823,0.0,0,0.0,0.0,38.057388932851005,7869.61014334057,-4600.523666402894,257.3250352694721
0.1,2025-05-12,2025-05,115,19.166666666666668,0.0,815.2278937498254,0.0,0,0.0,0.0,4.136639583508126,7010.284491223505,-4891.367362498952,27.80855960013338
0.1,2025-05-12,2025-05,116,19.333333333333332,0.0,807.3933333333332,0.0,0,0.0,0.0,0.0,6159.217190900545,-4844.36,0.0
0.1,2025-05-12,2025-05,117,19.5,0.0,783.4653523480889,0.0,0,0.0,4.57074765191105,0.0,5333.372197151774,-4700.792114088534,6.165938582428007
0.1,2025-05-12,2025-05,118,19.666666666666668,0.0,746.2731833333333,0.0,0,0.0,0.0,0.0,4546.73119180586,-4477.6391,0.0
0.1,2025-05-12,2025-05,119,19.833333333333332,0.0,731.1840565564513,0.0,0,0.0,0.0,0.0,3775.9955226326074,-4387.104339338708,0.0
0.1,2025-05-12,2025-05,120,20.0,0.0,731.2985944518906,0.0,0,0.0,40.64128888144263,0.0,3005.139119916691,-4387.791566711344,54.91857366549342
0.1,2025-05-12,2025-05,121,20.166666666666668,0.0,628.9365880548778,0.0,0,0.0,164.44166194512218,0.0,2342.18174589387,-3773.619528329267,220.35182700646374
0.1,2025-05-12,2025-05,122,20.333333333333332,0.0,476.2994041456323,0.0,0,0.0,284.93892918770104,0.0,1840.118090800122,-2857.796424873794,384.3541215812899
0.1,2025-05-12,2025-05,123,20.5,0.0,327.4641807042204,0.0,0,0.0,430.9579192957796,0.0,1494.940536418023,-1964.7850842253224,601.2724890014717
0.1,2025-05-12,2025-05,124,20.666666666666668,0.0,178.6154204345114,0.0,0,0.0,621.8688628988219,0.0,1306.663351817477,-1071.6925226070684,760.2968717800997
0.1,2025-05-12,2025-05,125,20.833333333333332,0.0,11.94875376784474,0.0,0,0.0,832.6493218443964,0.0,1294.0682594485077,-71.69252260706845,777.0283471451907
0.1,2025-05-12,2025-05,126,21.0,0.0,4.719407448538179,0.0,0,0.0,860.7799100194659,0.0,1289.0935672005928,-28.316444691229076,780.5552224056518
0.1,2025-05-12,2025-05,127,21.166666666666668,0.0,4.719407448538179,0.0,0,0.0,831.9755051046554,0.0,1284.118874952678,-28.316444691229076,779.6442458335727
0.1,2025-05-12,2025-05,128,21.333333333333332,0.0,4.719407448538395,0.0,0,0.0,804.4087391752669,0.0,1279.144182704763,-28.316444691230373,753.8114294811426
0.1,2025-05-12,2025-05,129,21.5,0.0,4.719407448538179,0.0,0,0.0,787.2193458006991,0.0,1274.169490456848,-28.316444691229076,777.0642162398701
0.1,2025-05-12,2025-05,130,21.666666666666668,0.0,4.719407448538179,0.0,0,0.0,733.0975131174339,0.0,1269.1947982089332,-28.316444691229076,569.1769091843756
0.1,2025-05-12,2025-05,131,21.833333333333332,0.0,4.719407448538179,0.0,0,0.0,615.8493710330227,0.0,1264.2201059610184,-28.316444691229076,259.21100026779925
0.1,2025-05-12,2025-05,132,22.0,0.0,4.719407448538179,0.0,0,0.0,644.980111135684,0.0,1259.2454137131035,-28.316444691229076,248.89782488726044
0.1,2025-05-12,2025-05,133,22.166666666666668,0.0,4.719407448538179,0.0,0,0.0,665.4384963437045,0.0,1254.2707214651887,-28.316444691229076,290.6635352029301
0.1,2025-05-12,2025-05,134,22.333333333333332,0.0,4.719407448538179,0.0,0,0.0,630.0944344010576,0.0,1249.2960292172738,-28.316444691229076,264.513643561564
0.1,2025-05-12,2025-05,135,22.5,0.0,4.719407448538179,0.0,0,0.0,643.2389602530453,0.0,1244.321336969359,-28.316444691229076,269.2598287619248
0.1,2025-05-12,2025-05,136,22.666666666666668,0.0,4.719407448538179,0.0,0,0.0,638.0277541435571,0.0,1239.3466447214441,-28.316444691229076,270.58757053228254
0.1,2025-05-12,2025-05,137,22.833333333333332,0.0,4.719407448538179,0.0,0,0.0,601.8198562030459,0.0,1234.3719524735293,-28.316444691229076,254.99107307323055
0.1,2025-05-12,2025-05,138,23.0,0.0,4.719407448538179,0.0,0,0.0,603.5945149155133,0.0,1229.3972602256144,-28.316444691229076,256.40694993611004
0.1,2025-05-12,2025-05,139,23.166666666666668,0.0,4.719407448538179,0.0,0,0.0,641.5805890525154,0.0,1224.4225679776996,-28.316444691229076,272.03016975826654
0.1,2025-05-12,2025-05,140,23.333333333333332,0.0,4.719407448538179,0.0,0,0.0,671.4553355986715,0.0,1219.4478757297848,-28.316444691229076,283.35415162263934
0.1,2025-05-12,2025-05,141,23.5,0.0,4.719407448538179,0.0,0,0.0,646.5097262895302,0.0,1214.47318348187,-28.316444691229076,274.1201239467608
0.1,2025-05-12,2025-05,142,23.666666666666668,0.0,4.719407448538179,0.0,0,0.0,603.9278092132572,0.0,1209.498491233955,-28.316444691229076,257.9375673149821
0.1,2025-05-12,2025-05,143,23.833333333333332,0.0,4.719407448538179,0.0,0,0.0,575.4283035076214,4.6772684752104775e-05,1204.5237989860402,-28.316444691229076,246.0532425798589
0.1,2025-05-13,2025-05,0,0.0,161.9472592181285,0.0,0.0,0,0.0,735.7805135665794,0.0,1358.1604589713359,971.683555308771,312.55956216308294
0.1,2025-05-13,2025-05,1,0.16666666666666666,326.17839448551933,0.0,0.0,0,0.0,887.590761152186,0.0,1667.60045400468,1957.070366913116,376.78227810910295
0.1,2025-05-13,2025-05,2,0.3333333333333333,406.87305061616667,0.0,0.0,0,0.0,985.7258538514716,0.0,2053.5941215510984,2441.238303697,420.8063670091932
0.1,2025-05-13,2025-05,3,0.5,406.87305061616667,0.0,0.0,0,0.0,1034.0549925143048,0.0,2439.587789097517,2441.238303697,441.74829280211105
0.1,2025-05-13,2025-05,4,0.6666666666666666,406.87305061616667,0.0,0.0,0,0.0,1041.0126734572107,0.0,2825.581456643936,2441.238303697,444.61651283357463
0.1,2025-05-13,2025-05,5,0.8333333333333334,390.8387032304365,0.0,0.0,0,0.0,1004.4887032304365,0.0,3196.3636066303725,2345.032219382619,430.423409334242
0.1,2025-05-13,2025-05,6,1.0,389.0618561627359,0.0,0.0,0,0.0,990.1999394960692,0.0,3565.4600914804914,2334.3711369764155,426.8751939167554
0.1,2025-05-13,2025-05,7,1.1666666666666667,406.87305061616667,0.0,0.0,0,0.0,999.675417490207,0.0,3951.45375902691,2441.238303697,430.0603646042871
0.1,2025-05-13,2025-05,8,1.3333333333333333,406.87305061616667,0.0,0.0,0,0.0,1006.2474902048726,0.0,4337.447426573329,2441.238303697,430.573301058665
0.1,2025-05-13,2025-05,9,1.5,406.87305061616667,0.0,0.0,0,0.0,988.4623645744988,0.0,4723.4410941197475,2441.238303697,426.2249716045239
0.1,2025-05-13,2025-05,10,1.6666666666666667,387.6486002512827,0.0,0.0,0,0.0,985.784883584616,0.0,5091.196846690799,2325.891601507696,427.1405900572141
0.1,2025-05-13,2025-05,11,1.8333333333333333,391.0173026181243,0.0,0.0,0,0.0,1000.2023026181242,0.0,5462.148430933377,2346.103815708746,431.18721265867333
0.1,2025-05-13,2025-05,12,2.0,406.87305061616667,0.0,0.0,0,0.0,997.6987938883051,0.0,5848.142098479796,2441.238303697,428.31209221624937
0.1,2025-05-13,2025-05,13,2.1666666666666665,406.8730506161666,0.0,0.0,0,0.0,1004.5162838408316,0.0,6234.135766026215,2441.238303697,434.3528411327756
0.1,2025-05-13,2025-05,14,2.3333333333333335,406.87305061616667,0.0,0.0,0,0.0,1025.0842780383146,0.0,6620.129433572633,2441.238303697,447.65430421933195
0.1,2025-05-13,2025-05,15,2.5,406.87305061616667,0.0,0.0,0,0.0,1027.1427763958725,0.0,7006.123101119052,2441.238303697,446.60167917692536
0.1,2025-05-13,2025-05,16,2.6666666666666665,397.63761874246177,0.0,0.0,0,0.0,992.828852075795,0.0,7383.355268696603,2385.825712454771,430.39130737485715
0.1,2025-05-13,2025-05,17,2.8333333333333335,393.3947277627706,0.0,0.0,0,0.0,965.3597277627705,0.0,7756.562276466272,2360.3683665766234,420.6072333862391
0.1,2025-05-13,2025-05,18,3.0,430.8836908058072,0.0,0.0,0,0.0,1005.9180408058071,0.0,8165.334437336103,2585.302144834843,439.98855104846
0.1,2025-05-13,2025-05,19,3.1666666666666665,444.7526509757488,0.0,0.0,0,0.0,1033.321384309082,0.0,8587.263849080486,2668.5159058544928,451.6647770814998
0.1,2025-05-13,2025-05,20,3.3333333333333335,418.7432518596579,0.0,0.0,0,0.0,1014.1849185263245,0.0,8984.518578291103,2512.4595111579474,441.7789505100669
0.1,2025-05-13,2025-05,21,3.5,403.4762450289078,0.0,0.0,0,0.0,995.4100450289078,0.0,9367.289753110164,2420.857470173447,433.3019926010836
0.1,2025-05-13,2025-05,22,3.6666666666666665,333.3333333333333,0.0,0.0,0,0.0,922.6287681506775,0.0,9683.517519127003,2000.0,402.2661429136954
0.1,2025-05-13,2025-05,23,3.8333333333333335,166.66666666666666,0.0,0.0,0,0.0,775.6870493742907,0.0,9841.631402135421,1000.0,339.5957902160645
0.1,2025-05-13,2025-05,24,4.0,22.979246010235556,0.0,0.0,0,0.0,633.9804126769022,0.0,9863.431429027125,137.87547606141334,279.0147796191047
0.1,2025-05-13,2025-05,25,4.166666666666667,1.3862758408234868,0.0,0.0,0,0.0,645.9296425074901,0.0,9864.746565763806,8.31765504494092,283.49852009653745
0.1,2025-05-13,2025-05,26,4.333333333333333,1.3862758408234868,0.0,0.0,0,0.0,643.5996110426197,0.0,9866.061702500487,8.31765504494092,280.86687025899926
0.1,2025-05-13,2025-05,27,4.5,1.3862758408234868,0.0,0.0,0,0.0,638.7707712940864,0.0,9867.376839237168,8.31765504494092,280.61199982949216
0.1,2025-05-13,2025-05,28,4.666666666666667,1.3862758408234868,0.0,0.0,0,0.0,624.6069915832444,0.0,9868.691975973848,8.31765504494092,276.20121167811067
0.1,2025-05-13,2025-05,29,4.833333333333333,0.0,4.689551103552958,0.0,0,0.0,610.2287822297803,0.0,9863.748755076855,-28.137306621317748,268.19554978998843
0.1,2025-05-13,2025-05,30,5.0,0.0,4.689551103552958,0.0,0,0.0,613.4474632638673,0.0,9858.80553417986,-28.137306621317748,265.80678583223374
0.1,2025-05-13,2025-05,31,5.166666666666667,0.0,4.689551103552958,0.0,0,0.0,611.5671171903251,0.0,9853.862313282867,-28.137306621317748,271.47464332078533
0.1,2025-05-13,2025-05,32,5.333333333333333,0.0,117.58698283001895,0.0,0,0.0,447.9910708240801,0.0,9729.91475030621,-705.5218969801138,192.68095956143685
0.1,2025-05-13,2025-05,33,5.5,0.0,284.2536494966857,0.0,0,0.0,212.7774332824308,0.0,9430.285095097977,-1705.5218969801142,79.00426097776656
0.1,2025-05-13,2025-05,34,5.666666666666667,0.0,450.9203161633524,0.0,0,0.0,74.04117384831994,28.663593321661025,8954.973347658166,-2705.521896980115,124.06859737264159
0.1,2025-05-13,2025-05,35,5.833333333333333,0.0,617.5869828300191,0.0,0,0.0,0.0,55.2821838366475,8303.979507986778,-3705.521896980115,251.5062953648278
0.1,2025-05-13,2025-05,36,6.0,0.0,611.2937333333332,0.0,0,0.0,0.0,0.0,7659.619335746469,-3667.762399999999,0.0
0.1,2025-05-13,2025-05,37,6.166666666666667,0.0,519.4684166666666,0.0,0,0.0,0.0,0.0,7112.051546017123,-3116.8104999999996,0.0
0.1,2025-05-13,2025-05,38,6.333333333333333,0.0,481.8883333333333,0.0,0,0.0,0.0,0.0,6604.096642285198,-2891.33,0.0
0.1,2025-05-13,2025-05,39,6.5,0.0,433.3954833333333,0.0,0,0.0,0.0,0.0,6147.257690630906,-2600.3729,0.0
0.1,2025-05-13,2025-05,40,6.666666666666667,0.0,370.95568333333324,0.0,0,0.0,0.0,0.0,5756.23606719174,-2225.7340999999997,0.0
0.1,2025-05-13,2025-05,41,6.833333333333333,0.0,329.5708333333333,0.0,0,0.0,0.0,0.0,5408.837905960715,-1977.425,0.0
0.1,2025-05-13,2025-05,42,7.0,0.0,334.87613333333326,0.0,0,0.0,0.0,0.0,5055.8474675061925,-2009.2567999999997,0.0
0.1,2025-05-13,2025-05,43,7.166666666666667,0.0,296.4516833333333,0.0,0,0.0,0.0,0.0,4743.359955664756,-1778.7100999999998,0.0
0.1,2025-05-13,2025-05,44,7.333333333333333,0.0,246.19827303064054,0.0,0,0.0,0.0,0.0,4483.844189405812,-1477.1896381838433,0.0
0.1,2025-05-13,2025-05,45,7.5,0.0,246.19827303064054,0.0,0,0.0,0.0,0.0,4224.328423146869,-1477.1896381838433,0.0
0.1,2025-05-13,2025-05,46,7.666666666666667,0.0,246.19827303064054,0.0,0,0.0,0.0,0.0,3964.8126568879256,-1477.1896381838433,0.0
0.1,2025-05-13,2025-05,47,7.833333333333333,0.0,307.01874999999984,0.0,0,0.0,0.0,0.0,3641.1864787619857,-1842.112499999999,0.0
0.1,2025-05-13,2025-05,48,8.0,0.0,336.93061666666665,0.0,0,0.0,0.0,0.0,3286.0304247247336,-2021.5837,0.0
0.1,2025-05-13,2025-05,49,8.166666666666666,0.0,317.5721833333333,0.0,0,0.0,0.0,0.0,2951.2799511094345,-1905.4331,0.0
0.1,2025-05-13,2025-05,50,8.333333333333334,0.0,284.01875,0.0,0,0.0,0.0,0.0,2651.8979017114516,-1704.1125000000002,0.0
0.1,2025-05-13,2025-05,51,8.5,0.0,196.33038333333326,0.0,0,0.0,0.0,0.0,2444.9475066356868,-1177.9822999999997,0.0
0.1,2025-05-13,2025-05,52,8.666666666666666,0.0,122.17914999999994,0.0,0,0.0,0.0,0.0,2316.159374441233,-733.0748999999996,0.0
0.1,2025-05-13,2025-05,53,8.833333333333334,0.0,96.40749999999994,0.0,0,0.0,0.0,0.0,2214.5369466003385,-578.4449999999997,0.0
0.1,2025-05-13,2025-05,54,9.0,0.0,84.60356666666667,0.0,0,0.0,0.0,0.0,2125.3569569868164,-507.6214,0.0
0.1,2025-05-13,2025-05,55,9.166666666666666,0.0,23.466666666666697,0.0,0,0.0,0.0,0.0,2100.62091840061,-140.80000000000018,0.0
0.1,2025-05-13,2025-05,56,9.333333333333334,50.202916666666624,0.0,0.0,0,0.0,0.0,0.0,2148.247586955699,301.21749999999975,0.0
0.1,2025-05-13,2025-05,57,9.5,44.07604999999997,0.0,0.0,0,0.0,0.0,0.0,2190.061799434738,264.4562999999998,0.0
0.1,2025-05-13,2025-05,58,9.666666666666666,64.04133333333326,0.0,0.0,0,0.0,0.0,0.0,2250.816742752957,384.24799999999954,0.0
0.1,2025-05-13,2025-05,59,9.833333333333334,123.73083333333336,0.0,0.0,0,0.0,0.0,0.0,2368.198117790162,742.3850000000002,0.0
0.1,2025-05-13,2025-05,60,10.0,130.18868333333344,0.0,0.0,0,0.0,0.0,0.0,2491.705947263683,781.1321000000007,0.0
0.1,2025-05-13,2025-05,61,10.166666666666666,133.23871666666656,0.0,0.0,0,0.0,0.0,0.0,2618.107292419034,799.4322999999994,0.0
0.1,2025-05-13,2025-05,62,10.333333333333334,156.26249999999996,0.0,0.0,0,0.0,0.0,0.0,2766.350916280652,937.5749999999998,0.0
0.1,2025-05-13,2025-05,63,10.5,176.77563333333333,0.0,0.0,0,0.0,0.0,0.0,2934.0550071262874,1060.6538,0.0
0.1,2025-05-13,2025-05,64,10.666666666666666,239.18388333333328,0.0,0.0,0,0.0,0.0,0.0,3160.9647624074832,1435.1032999999998,0.0
0.1,2025-05-13,2025-05,65,10.833333333333334,303.41499999999996,0.0,0.0,0,0.0,0.0,0.0,3448.8095052854796,1820.4899999999998,0.0
0.1,2025-05-13,2025-05,66,11.0,279.36381666666676,0.0,0.0,0,0.0,0.0,0.0,3713.837292236792,1676.1829000000007,0.0
0.1,2025-05-13,2025-05,67,11.166666666666666,277.6628666666667,0.0,0.0,0,0.0,0.0,0.0,3977.2514163322853,1665.9772,0.0
0.1,2025-05-13,2025-05,68,11.333333333333334,315.83869896890116,0.0,0.0,0,0.0,8.775365635567969,0.0,4276.882314922086,1895.032193813407,4.235868992288658
0.1,2025-05-13,2025-05,69,11.5,303.25245414258393,0.0,0.0,0,0.0,39.268637475917245,0.0,4564.572853259985,1819.5147248555036,18.7900430322264
0.1,2025-05-13,2025-05,70,11.666666666666666,284.6296053043964,0.0,0.0,0,0.0,0.0,77.5799219710631,4834.596205942976,1707.7776318263786,180.83879811454807
0.1,2025-05-13,2025-05,71,11.833333333333334,420.3586324087954,0.0,0.0,0,0.0,0.0,210.6477990754622,5233.383419700555,2522.1517944527727,466.79552275122415
0.1,2025-05-13,2025-05,72,12.0,575.3258564372536,0.0,0.0,0,0.0,0.0,283.897139770587,5779.185450639186,3451.9551386235216,626.1351417640296
0.1,2025-05-13,2025-05,73,12.166666666666666,494.9975133369559,0.0,0.0,0,0.0,0.0,126.62078000362254,6248.781324118492,2969.9850800217355,288.12558489824306
0.1,2025-05-13,2025-05,74,12.333333333333334,484.13861918079004,0.0,0.0,0,0.0,0.0,84.13486918078993,6708.075546076546,2904.8317150847406,187.7469605769327
0.1,2025-05-13,2025-05,75,12.5,369.1852063725551,0.0,0.0,0,0.0,0.0,0.0,7058.315385249521,2215.111238235331,0.0
0.1,2025-05-13,2025-05,76,12.666666666666666,345.6029166666667,0.0,0.0,0,0.0,0.0,0.0,7386.183100048731,2073.6175000000003,0.0
0.1,2025-05-13,2025-05,77,12.833333333333334,258.5249999999999,0.0,0.0,0,0.0,0.0,0.0,7631.44144967724,1551.1499999999996,0.0
0.1,2025-05-13,2025-05,78,13.0,223.5192,0.0,0.0,0,0.0,0.0,0.0,7843.490381510852,1341.1152000000002,0.0
0.1,2025-05-13,2025-05,79,13.166666666666666,242.68879395938632,0.0,0.0,0,0.0,0.0,0.0,8073.725186964144,1456.132763756318,0.0
0.1,2025-05-13,2025-05,80,13.333333333333334,242.68879395938632,0.0,0.0,0,0.0,0.0,0.0,8303.959992417436,1456.132763756318,0.0
0.1,2025-05-13,2025-05,81,13.5,242.68879395938632,0.0,0.0,0,0.0,0.0,0.0,8534.194797870729,1456.132763756318,0.0
0.1,2025-05-13,2025-05,82,13.666666666666666,174.0381666666667,0.0,0.0,0,0.0,0.0,0.0,8699.301899810727,1044.2290000000003,0.0
0.1,2025-05-13,2025-05,83,13.833333333333334,159.04416666666657,0.0,0.0,0,0.0,0.0,0.0,8850.184444379756,954.2649999999994,0.0
0.1,2025-05-13,2025-05,84,14.0,223.76443333333341,0.0,0.0,0,0.0,0.0,0.0,9062.466024980828,1342.5866000000005,0.0
0.1,2025-05-13,2025-05,85,14.166666666666666,175.60706666666675,0.0,0.0,0,0.0,0.0,0.0,9229.061516147138,1053.6424000000006,0.0
0.1,2025-05-13,2025-05,86,14.333333333333334,42.41375000000001,0.0,0.0,0,0.0,0.0,0.0,9269.298732379828,254.48250000000004,0.0
