day,date,month,scenario,planned_kwh,final_kwh,emergency_kwh,emergency_minutes,charge_kwh,discharge_kwh,surplus_kwh,initial_soc,final_soc,planned_cost,up_cost,down_cost,emergency_cost,total_cost,violations,max_balance_error,max_state_error,solve_execute_seconds,updates,variant,seed,model_used,known_price,corrected,update_schedule
199,2025-07-19,7,2,40801.67141236793,40801.67141236793,238.74606819645524,40,13630.758867017506,11012.874050907549,11239.713614454427,1283.4633807128907,1314.6196377980325,24135.995594645417,0.0,0.0,1555.5467061505487,25691.542300795965,0,2.273736754432321e-13,9.094947017729282e-13,0.0031243340345099,0,selected,mean,tcn,False,True,0
200,2025-07-20,7,2,75255.75199376643,75255.75199376643,911.2415635954944,120,20145.099476440584,16312.4299507437,244.3458149983735,1314.6196377980325,1320.2869991015623,47760.525779469375,0.0,0.0,5808.674310549677,53569.200090019054,0,2.273736754432321e-13,9.094947017729282e-13,0.0033705000532791,0,selected,mean,tcn,False,True,0
201,2025-07-21,7,2,77805.29723819341,77805.29723819341,702.2778932110043,20,20945.264309657443,16905.29611342962,477.85758517659553,1320.2869991015623,1387.362529538122,49152.08250689513,0.0,0.0,4897.101566578589,54049.18407347372,0,2.273736754432321e-13,9.094947017729282e-13,0.0033311659935861,0,selected,mean,tcn,False,True,0
202,2025-07-22,7,2,78033.95867961051,78033.95867961051,1064.1322495056334,150,20846.7929286433,17054.528548785383,1510.6819325915694,1387.362529538122,1200.0,49150.7087548772,0.0,0.0,6031.819683851807,55182.52843872901,0,2.273736754432321e-13,9.094947017729282e-13,0.0036882499698549,0,selected,mean,tcn,False,True,0
203,2025-07-23,7,2,78206.04315890354,78206.04315890354,964.6842098366404,100,22228.265471729057,17957.047193955677,682.9619743001307,1200.0,1253.1642646053958,48989.77620572239,0.0,0.0,6279.511581967409,55269.2877876898,0,2.273736754432321e-13,9.094947017729282e-13,0.0036030000774189,0,selected,mean,tcn,False,True,0
204,2025-07-24,7,2,77561.22513183478,77561.22513183478,968.1750869944536,100,20675.62885137844,16572.466635088218,809.7660025390169,1253.1642646053958,1447.3784140813077,48813.68588648556,0.0,0.0,6369.248382817402,55182.934269302976,0,2.273736754432321e-13,9.094947017729282e-13,0.0033656669547781,0,selected,mean,tcn,False,True,0
205,2025-07-25,7,2,39958.60885929608,39958.60885929608,665.0894768152675,100,13311.779065381264,10882.041997549968,11688.641701613387,1447.3784140813077,1336.8217978689236,23655.94232533688,0.0,0.0,3370.5215813522423,27026.46390668912,0,1.1368683772161605e-13,7.958078640513122e-13,0.0031282909912988,0,selected,mean,tcn,False,True,0
206,2025-07-26,7,2,40226.515748851845,40226.515748851845,565.1221673895664,50,13589.946938625011,10756.91643093502,9489.515841884757,1336.8217978689236,1615.6446749258548,23903.954950294537,0.0,0.0,2401.1651901326063,26305.12014042714,0,1.1368683772161605e-13,7.958078640513122e-13,0.0031474999850615,0,selected,mean,tcn,False,True,0
207,2025-07-27,7,2,76317.96490972699,76317.96490972699,2694.5401939147114,120,20729.513824840054,17081.51481061003,1679.316289411674,1615.6446749258548,1292.7462166040943,47839.80600195051,0.0,0.0,16373.115675102776,64212.92167705327,0,2.273736754432321e-13,9.094947017729282e-13,0.0037117910105735,0,selected,mean,tcn,False,True,0
208,2025-07-28,7,2,78348.181135116,78348.181135116,3580.432078452855,220,20016.583065667102,16251.824775112553,208.97768968099035,1292.7462166040943,1250.0878922460938,49196.83282488803,0.0,0.0,22492.900356786373,71689.7331816744,0,2.273736754432321e-13,9.094947017729282e-13,0.0036704579833894,0,selected,mean,tcn,False,True,0
209,2025-07-29,7,2,81070.94719137985,81070.94719137985,187.77201028645845,60,22351.54832569404,17907.973261165367,745.8981871376343,1250.0878922460938,1468.7333174092164,50723.79817045489,0.0,0.0,1273.568649095395,51997.3668195503,0,2.273736754432321e-13,9.094947017729282e-13,0.0033204579958692,0,selected,mean,tcn,False,True,0
210,2025-07-30,7,2,79786.61073115181,79786.61073115181,830.7875855478517,110,21831.983972818613,17744.783429515624,2426.943723396684,1468.7333174092164,1401.092860150825,49837.67904711042,0.0,0.0,4939.526606551681,54777.2056536621,0,2.273736754432321e-13,9.094947017729282e-13,0.0032131249317899,0,selected,mean,tcn,False,True,0
211,2025-07-31,7,2,77639.1111157347,77639.1111157347,1698.349916977497,120,21560.90949952785,17576.29458775883,657.8498542765311,1401.092860150825,1276.6952011049625,48513.2830206863,0.0,0.0,11562.817101573755,60076.100122260046,0,2.273736754432321e-13,9.094947017729282e-13,0.0031603330280631,0,selected,mean,tcn,False,True,0
212,2025-08-01,8,2,42280.311645414266,42280.311645414266,0.0,0,13925.41448595478,10438.676892919922,17542.214385712745,1276.6952011049625,2211.0383574421303,25547.608754187764,0.0,0.0,0.0,25547.608754187764,0,2.273736754432321e-13,9.094947017729282e-13,0.0031958749750629,0,selected,mean,gru,False,True,0
213,2025-08-02,8,2,38528.146935799785,38528.146935799785,70.25028352709928,20,13090.596173176578,10751.023749968996,15331.799862785963,2211.0383574421303,2046.9929688910595,23093.80063770856,0.0,0.0,282.68994415064367,23376.49058185921,0,1.1368683772161605e-13,8.881784197001252e-13,0.0033693750156089,0,selected,mean,gru,False,True,0
214,2025-08-03,8,2,73070.34898061739,73070.34898061739,966.5450340634744,220,18002.657857819733,15222.616225311524,8417.372398839316,2046.9929688910595,1335.3670128049046,46000.31716549896,0.0,0.0,4484.444172478816,50484.761337977776,0,3.410605131648481e-13,9.094947017729282e-13,0.0034606249537318,0,selected,mean,gru,False,True,0
215,2025-08-04,8,2,74586.40160071169,74586.40160071169,36.47076598307285,20,19193.19989757708,15209.481080192058,5223.498465976416,1335.3670128049046,1709.8234981886585,47112.34585849632,0.0,0.0,245.6170732955399,47357.96293179186,0,2.273736754432321e-13,9.094947017729282e-13,0.0033206669613718,0,selected,mean,gru,False,True,0
216,2025-08-05,8,2,75081.53507050408,75081.53507050408,10.92887926432286,10,18945.632939674968,15336.16729449056,6330.688571250666,1709.8234981886585,1720.707261128834,47566.20395061935,0.0,0.0,73.62239516411093,47639.826345783455,0,2.273736754432321e-13,8.348877145181177e-13,0.0033420000690966,0,selected,mean,gru,False,True,0
217,2025-08-06,8,2,74604.32573786973,74604.32573786973,1147.7253307392614,70,18586.86928391444,15524.00065498665,4574.783173014535,1720.707261128834,1200.0,46945.80858242996,0.0,0.0,7785.100021129503,54730.908603559474,0,2.273736754432321e-13,9.094947017729282e-13,0.0035810000263154,0,selected,mean,gru,False,True,0
218,2025-08-07,8,2,74752.78485909215,74752.78485909215,336.16296229719916,100,19683.432055349793,15865.32198503353,7882.852501073089,1200.0,1286.9533108886717,47274.63162693103,0.0,0.0,1150.4094403621707,48425.04106729319,0,2.273736754432321e-13,8.988365607365267e-13,0.0032907499698922,0,selected,mean,gru,False,True,0
219,2025-08-08,8,2,41520.5334145504,41520.5334145504,0.0,0,13978.45190883769,10541.020205826822,22307.930461539538,1286.9533108886717,2155.3153557016817,24941.72486579605,0.0,0.0,0.0,24941.72486579605,0,1.1368683772161605e-13,7.958078640513122e-13,0.0028440830064937,0,selected,mean,gru,False,True,0
220,2025-08-09,8,2,38015.364116659024,38015.364116659024,244.07670477002023,30,13005.029390821312,10985.901534715658,17318.383965323388,2155.3153557016817,1653.2845466456877,22713.67799363075,0.0,0.0,987.3489592433413,23701.02695287409,0,1.1368683772161605e-13,8.810729923425242e-13,0.0030214999569579,0,selected,mean,gru,False,True,0
221,2025-08-10,8,2,69443.125670006,69443.125670006,438.9444990372737,50,19048.790319857377,15778.421618280434,1307.0824174663471,1653.2845466456877,1265.616258650174,44199.40268272611,0.0,0.0,3031.914196035861,47231.31687876198,0,2.273736754432321e-13,9.094947017729282e-13,0.0031635001068934,0,selected,mean,gru,False,True,0
222,2025-08-11,8,2,72326.16651280447,72326.16651280447,122.80499381510424,50,20620.838067648056,16489.432626147463,3756.3127317856497,1265.616258650174,1502.778712702908,45904.45011616026,0.0,0.0,827.9177690104985,46732.36788517076,0,2.273736754432321e-13,9.094947017729282e-13,0.0032951249741017,0,selected,mean,gru,False,True,0
223,2025-08-12,8,2,71177.75653076862,71177.75653076862,990.830889863852,90,19354.001851501424,15539.568080909849,593.6100000408828,1502.778712702908,1655.193622487703,45272.76690436065,0.0,0.0,6829.356490854621,52102.12339521528,0,2.273736754432321e-13,9.094947017729282e-13,0.0031918339664116,0,selected,mean,gru,False,True,0
224,2025-08-13,8,2,73268.31532652078,73268.31532652078,108.94565696614586,40,19030.957532519933,15258.016594205728,3483.340595172721,1655.193622487703,1829.7036304159444,46626.07879142171,0.0,0.0,739.9792601210941,47366.0580515428,0,2.273736754432321e-13,9.094947017729282e-13,0.0031084589427337,0,selected,mean,gru,False,True,0
225,2025-08-14,8,2,68749.9565983547,68749.9565983547,1063.43385854785,150,21080.891076877884,17599.870533192312,406.07892988365495,1829.7036304159444,1247.093896059028,43504.21526112422,0.0,0.0,6860.5550544093085,50364.77031553354,0,2.273736754432321e-13,9.094947017729282e-13,0.0031421669991686,0,selected,mean,gru,False,True,0
226,2025-08-15,8,2,41348.15611865363,41348.15611865363,0.0,0,14432.439700999468,11074.826390511063,20830.81592483189,1247.093896059028,1930.9269708351435,24792.62217544476,0.0,0.0,0.0,24792.62217544475,0,1.1368683772161605e-13,9.094947017729282e-13,0.0027725000400096,0,selected,mean,gru,False,True,0
227,2025-08-16,8,2,38499.557623647306,38499.557623647306,323.9384907954113,40,13402.031853186283,11070.234030558757,19562.41792514852,1930.9269708351435,1692.4956047486255,22809.82800632371,0.0,0.0,1394.8447168351067,24204.672723158816,0,2.273736754432321e-13,7.958078640513122e-13,0.0028597080381587,0,selected,mean,gru,False,True,0
228,2025-08-17,8,2,68176.16296120142,68176.16296120142,639.0428533776039,100,20131.296182281618,16622.31577020638,2140.8317858371215,1692.4956047486255,1341.4224241283273,43453.3673576478,0.0,0.0,4020.910686999563,47474.27804464736,0,2.273736754432321e-13,8.881784197001252e-13,0.0035050840815529,0,selected,mean,gru,False,True,0
229,2025-08-18,8,2,70834.408396818,70834.408396818,158.57524189453136,50,21214.07384577968,16812.34290312907,2197.1370793952665,1341.4224241283273,1753.7078818533037,45103.08017040703,0.0,0.0,1078.4875818488777,46181.56775225591,0,2.273736754432321e-13,9.094947017729282e-13,0.0032946669962257,0,selected,mean,gru,False,True,0
230,2025-08-19,8,2,71765.04050202723,71765.04050202723,167.92096972656236,30,18499.42429428691,15063.489710294598,4179.366837761495,1753.7078818533037,1665.9789574952986,46030.28148267909,0.0,0.0,1132.930128670556,47163.211611349645,0,2.273736754432321e-13,8.846257060213247e-13,0.0032284159678965,0,selected,mean,gru,False,True,0
231,2025-08-20,8,2,71132.18895393098,71132.18895393098,3031.9705421333256,130,19155.655122353488,15843.419439596562,201.232746640708,1665.9789574952986,1302.2691902839267,45214.81143511801,0.0,0.0,19688.95707153582,64903.768506653825,0,2.273736754432321e-13,8.739675649849232e-13,0.0031819579889997,0,selected,mean,gru,False,True,0
232,2025-08-21,8,2,73467.10429710042,73467.10429710042,320.8960385999357,110,19315.26622615791,15681.45582184318,4309.771448052295,1302.2691902839267,1262.168991778067,46206.89110380653,0.0,0.0,1547.348100889022,47754.23920469555,0,2.273736754432321e-13,9.094947017729282e-13,0.0032288749935105,0,selected,mean,gru,False,True,0
233,2025-08-22,8,2,40804.206493129954,40804.206493129954,3.8145818317056417,10,14305.544929505855,11370.39136283789,16642.298108293693,1262.168991778067,1503.3912474023437,24239.34705274065,0.0,0.0,7.983919773759909,24247.330972514406,0,2.273736754432321e-13,9.094947017729282e-13,0.0031882919138297,0,selected,mean,gru,False,True,0
234,2025-08-23,8,2,39231.29808419717,39231.29808419717,190.22827388647323,30,13783.382803736758,10981.99614743514,14090.133551782024,1503.3912474023437,1706.2178291708235,23380.37382413703,0.0,0.0,779.6995758182672,24160.073399955298,0,1.1368683772161605e-13,8.526512829121202e-13,0.0031277079833671,0,selected,mean,gru,False,True,0
235,2025-08-24,8,2,69891.73566465382,69891.73566465382,1290.8883362404329,150,19958.824085199227,16542.66632295457,4032.876755316269,1706.2178291708235,1288.419147011719,44422.99087625665,0.0,0.0,8130.073146201282,52553.06402245793,0,2.273736754432321e-13,9.094947017729282e-13,0.0032071659807115,0,selected,mean,gru,False,True,0
236,2025-08-25,8,2,71040.46907212143,71040.46907212143,3895.850552901461,80,17863.87987062545,14403.925139302317,703.2778770330987,1288.419147011719,1361.5497646831598,45525.7822949946,0.0,0.0,26452.207346100706,71977.98964109531,0,2.273736754432321e-13,8.757439218243236e-13,0.0031486670486629,0,selected,mean,gru,False,True,0
237,2025-08-26,8,2,74318.60901383156,74318.60901383156,9.18542366536451,20,20827.28819446213,16283.43985559896,4255.127715300427,1361.5497646831598,2013.3981890335651,47372.55966302938,0.0,0.0,62.76858582512969,47435.32824885451,0,2.273736754432321e-13,9.094947017729282e-13,0.0031434580450877,0,selected,mean,gru,False,True,0
238,2025-08-27,8,2,72832.57935782109,72832.57935782109,556.3702396729749,30,20604.204179906767,17294.15194892566,2164.748499846286,2013.3981890335651,1341.4575632544852,46307.73086988482,0.0,0.0,3869.293942724461,50177.024812609285,0,2.842170943040401e-13,9.094947017729282e-13,0.0035235419636592,0,selected,mean,gru,False,True,0
239,2025-08-28,8,2,72059.20895382513,72059.20895382513,2717.6962035091037,180,19100.57883759385,15469.7160421574,378.24737856445415,1341.4575632544852,1343.4051369140625,45859.41895790145,0.0,0.0,17734.092446144194,63593.51140404564,0,2.273736754432321e-13,9.094947017729282e-13,0.0032428340055048,0,selected,mean,gru,False,True,0
240,2025-08-29,8,2,41863.02011991393,41863.02011991393,0.0,0,15089.027646492868,11487.206237338254,15705.97836075932,1343.4051369140625,2159.9675328262456,25307.54490421951,0.0,0.0,0.0,25307.54490421951,0,1.1368683772161605e-13,9.094947017729282e-13,0.0027890419587492,0,selected,mean,gru,False,True,0
241,2025-08-30,8,2,39391.38036938569,39391.38036938569,0.0,0,13360.155447558793,11431.348043729657,18949.853132223223,2159.9675328262456,1482.6096092628766,23605.196863262023,0.0,0.0,0.0,23605.19686326202,0,2.273736754432321e-13,8.810729923425242e-13,0.0030124170007184,0,selected,mean,gru,False,True,0
242,2025-08-31,8,2,68932.10872531444,68932.10872531444,2035.7919929632335,90,19742.874068451783,15864.42773543846,442.8313019310248,1482.6096092628766,1624.0543426045283,44262.89873218094,0.0,0.0,13907.57421316636,58170.4729453473,0,2.273736754432321e-13,8.810729923425242e-13,0.0030531249940395,0,selected,mean,gru,False,True,0
243,2025-09-01,9,2,72361.89590837831,72361.89590837831,0.0,0,20158.303128794116,13068.077863704428,11697.536109955296,1624.0543426045283,5246.4406432921,46097.74732911431,0.0,0.0,0.0,46097.74732911431,0,2.273736754432321e-13,9.094947017729282e-13,0.0034467499935999,0,selected,mean,gru,False,True,0
244,2025-09-02,9,2,62827.50104610703,62827.50104610703,0.0,0,18139.23756349666,15854.305628483076,6484.813261093446,5246.4406432921,3955.8593076801208,40828.59111664803,0.0,0.0,0.0,40828.59111664803,0,2.273736754432321e-13,9.094947017729282e-13,0.0033811669563874,0,selected,mean,gru,False,True,0
245,2025-09-03,9,2,64690.27949243535,64690.27949243535,0.0,0,16800.066482044916,13749.017725382488,6091.513485772926,3955.8593076801208,3799.2327799844447,41460.99329525786,0.0,0.0,0.0,41460.99329525787,0,2.273736754432321e-13,9.094947017729282e-13,0.0032745839562267,0,selected,mean,gru,False,True,0
246,2025-09-04,9,2,66509.8065705394,66509.8065705394,0.0,0,18517.443557984912,14781.40843465983,8848.205897214313,3799.2327799844447,4041.144832548828,42913.813731226786,0.0,0.0,0.0,42913.813731226786,0,2.273736754432321e-13,8.455458555545192e-13,0.0032045840052887,0,selected,mean,gru,False,True,0
247,2025-09-05,9,2,36133.818951169655,36133.818951169655,0.0,0,12954.687679381272,9555.9736,25910.843205121717,4041.144832548828,5082.615299547524,22005.07637080414,0.0,0.0,0.0,22005.07637080414,0,2.273736754432321e-13,7.958078640513122e-13,0.0029680000152438,0,selected,mean,gru,False,True,0
248,2025-09-06,9,2,34555.295354552734,34555.295354552734,0.0,0,13380.858564471017,10455.229747062662,23908.582837144382,5082.615299547524,5508.466066390697,21063.810653045068,0.0,0.0,0.0,21063.810653045068,0,2.273736754432321e-13,9.094947017729282e-13,0.0031698748935014,0,selected,mean,gru,False,True,0
249,2025-09-07,9,2,63081.85280707657,63081.85280707657,0.0,0,17140.84517478152,14896.951220516396,5876.975236144779,5508.466066390697,4383.058700898077,41146.34881332415,0.0,0.0,0.0,41146.348813324155,0,2.273736754432321e-13,9.094947017729282e-13,0.0033045409945771,0,selected,mean,gru,False,True,0
250,2025-09-08,9,2,55300.572800865746,55300.572800865746,4321.1247349267915,140,14971.541920140657,14991.7017861222,246.2878684407558,4383.058700898077,1200.0,34887.69376261139,0.0,0.0,28823.68828461627,63711.38204722765,0,2.273736754432321e-13,9.094947017729282e-13,0.0032550831092521,0,selected,mean,gru,False,True,0
251,2025-09-09,9,2,61479.8691682224,61479.8691682224,591.2426999387997,30,20500.53927612841,16514.34151857157,4982.079843937689,1200.0,1301.216994547164,38112.486033092966,0.0,0.0,4093.782455516684,42206.268488609654,0,2.273736754432321e-13,8.846257060213247e-13,0.0032640000572428,0,selected,mean,gru,False,True,0
252,2025-09-10,9,2,58513.88179679346,58513.88179679346,6160.598022453463,180,16393.489935282225,13215.904077656402,180.8953116210944,1301.216994547164,1371.0200722384984,36730.067265814505,0.0,0.0,38593.21798510465,75323.28525091916,0,2.273736754432321e-13,4.547473508864641e-13,0.0031911249971017,0,selected,mean,gru,False,True,0
253,2025-09-11,9,2,60878.927151172786,60878.927151172786,677.981926242833,100,20770.78183750724,16800.26054865951,4090.302005234556,1371.0200722384984,1397.7675608177808,37640.13763579579,0.0,0.0,3680.9294344194304,41321.06707021522,0,2.273736754432321e-13,9.094947017729282e-13,0.0033382499823346,0,selected,mean,gru,False,True,0
254,2025-09-12,9,2,31070.50271688054,31070.50271688054,681.8246998111979,60,14035.870974210116,11201.770918922522,17366.571161404154,1397.7675608177808,1583.6393054707405,17204.426617108897,0.0,0.0,2724.776106778067,19929.202723886963,0,2.273736754432321e-13,8.147926777724024e-13,0.0032554999925196,0,selected,mean,gru,False,True,0
255,2025-09-13,9,2,30711.26923003496,30711.26923003496,482.4352785983078,70,14516.629164736498,11889.11174327771,20559.085603841144,1583.6393054707405,1438.481394536133,16730.954361813394,0.0,0.0,2991.2923353114775,19722.246697124872,0,2.273736754432321e-13,9.094947017729282e-13,0.0031641669338569,0,selected,mean,gru,False,True,0
256,2025-09-14,9,2,57694.0823801342,57694.0823801342,5634.860641012956,240,17152.42318468437,14076.994769982528,154.18985644531313,1438.481394536133,1234.5569607714845,36075.07203586775,0.0,0.0,34560.64703627523,70635.719072143,0,2.273736754432321e-13,9.094947017729282e-13,0.0032377910101786,0,selected,mean,gru,False,True,0
257,2025-09-15,9,2,63650.373990708664,63650.373990708664,120.14955942151369,30,22338.385214513255,17867.19799700345,4232.305699287042,1234.5569607714845,1486.6614349406836,39330.67344558229,0.0,0.0,835.7902518937178,40166.46369747601,0,4.547473508864641e-13,9.094947017729282e-13,0.0032952080946415,0,selected,mean,gru,False,True,0
258,2025-09-16,9,2,59110.68666531253,59110.68666531253,3626.5610718584862,210,18178.715910795938,14982.755179191316,49.51702223307359,1486.6614349406836,1200.0,37301.451868355834,0.0,0.0,22302.983185222423,59604.43505357824,0,2.273736754432321e-13,9.094947017729282e-13,0.0031644580885767,0,selected,mean,gru,False,True,0
259,2025-09-17,9,2,63872.98445051687,63872.98445051687,1050.9574675439412,140,21737.9336518836,17607.726258025723,833.6161242029382,1200.0,1200.0,39182.18192823058,0.0,0.0,5938.095609808708,45120.277538039285,0,2.273736754432321e-13,9.094947017729282e-13,0.0037337921094149,0,selected,mean,gru,False,True,0
260,2025-09-18,9,2,60522.50838013637,60522.50838013637,2502.250174693046,160,20413.704533217628,16489.368719550323,144.3716244954437,1200.0,1250.8132803955075,37530.5036022038,0.0,0.0,15363.592194844185,52894.09579704798,0,2.273736754432321e-13,9.094947017729282e-13,0.0032850420102477,0,selected,mean,gru,False,True,0
261,2025-09-19,9,2,32002.42404891403,32002.42404891403,330.0044538897321,60,15387.598337358037,12134.517182601156,12977.99503138021,1250.8132803955075,1616.854914460901,17585.18031292082,0.0,0.0,1635.8476312943085,19221.02794421513,0,2.273736754432321e-13,9.094947017729282e-13,0.0030090829823166,0,selected,mean,gru,False,True,0
262,2025-09-20,9,2,30927.64196044171,30927.64196044171,1143.2915724738796,90,14748.720668075846,11947.797989617186,13624.577121123591,1616.854914460901,1615.3724161545142,16992.905853460612,0.0,0.0,5369.526596031288,22362.4324494919,0,2.273736754432321e-13,9.094947017729282e-13,0.0028493329882621,0,selected,mean,gru,False,True,0
263,2025-09-21,9,2,63349.866917318795,63349.866917318795,554.9183986331327,70,20474.92690446446,16758.457527408533,1900.828455562672,1615.3724161545142,1422.2982663852722,39277.86712835288,0.0,0.0,3463.990464667875,42741.85759302075,0,2.273736754432321e-13,8.846257060213247e-13,0.003623874974437,0,selected,mean,gru,False,True,0
264,2025-09-22,9,2,60845.43239406835,60845.43239406835,3437.443889375797,190,20026.140457472313,16396.01640758936,38.7323502278648,1422.2982663852722,1228.0286696777343,37929.39276984143,0.0,0.0,21367.97166677913,59297.36443662056,0,2.273736754432321e-13,9.094947017729282e-13,0.0034407089697197,0,selected,mean,gru,False,True,0
265,2025-09-23,9,2,64334.92546479213,64334.92546479213,2812.991376774769,150,20625.344674731972,16451.10193427184,857.0585177734381,1228.0286696777343,1511.836727745588,39939.37010716269,0.0,0.0,18092.86630774351,58032.236414906205,0,2.273736754432321e-13,9.094947017729282e-13,0.003323332988657,0,selected,mean,gru,False,True,0
266,2025-09-24,9,2,64509.07235713441,64509.07235713441,1566.4902592702356,90,21400.282870738894,17436.4271686976,1048.4818143633502,1511.836727745588,1398.2833461910452,39873.24388873145,0.0,0.0,8447.655497195554,48320.89938592701,0,2.273736754432321e-13,8.739675649849232e-13,0.0033302499214187,0,selected,mean,gru,False,True,0
267,2025-09-25,9,2,62785.87982472778,62785.87982472778,1681.151267336185,160,21440.104979948315,17540.44884677311,231.92605888875613,1398.2833461910452,1204.990220618851,39008.33070449458,0.0,0.0,9718.413662644854,48726.74436713944,0,2.273736754432321e-13,9.094947017729282e-13,0.0033189170062541,0,selected,mean,gru,False,True,0
268,2025-09-26,9,2,33040.22634862021,33040.22634862021,0.0,0,15543.697811697646,12100.846582885742,11903.1316198083,1204.990220618851,1748.9331590514707,18242.402049282,0.0,0.0,0.0,18242.402049282,0,2.273736754432321e-13,8.206768598029157e-13,0.0028630000306293,0,selected,mean,gru,False,True,0
269,2025-09-27,9,2,31317.441309226004,31317.441309226004,1541.4894045726696,140,14774.87947862704,12461.692220834231,12744.441206005864,1748.9331590514707,1200.0,17234.207735651504,0.0,0.0,7879.24074452384,25113.448480175342,0,2.273736754432321e-13,9.094947017729282e-13,0.0032684160396456,0,selected,mean,gru,False,True,0
270,2025-09-28,9,2,63892.71518921558,63892.71518921558,3674.9451118318943,230,19992.23165222014,16193.707638298314,281.507120458985,1200.0,1200.0,39796.54432558686,0.0,0.0,21103.572667407894,60900.11699299476,0,2.273736754432321e-13,8.810729923425242e-13,0.0036009580362588,0,selected,mean,gru,False,True,0
271,2025-09-29,9,2,66394.66727695937,66394.66727695937,1406.9364106624105,100,22108.747369889457,17766.18217867068,699.1468964029964,1200.0,1357.6702121553096,41064.492168512625,0.0,0.0,8200.652137453373,49265.144305965994,0,2.273736754432321e-13,9.094947017729282e-13,0.0035947919823229,0,selected,mean,gru,False,True,0
272,2025-09-30,9,2,66034.53736695787,66034.53736695787,3647.73144366223,140,20684.216960252143,16823.10425777006,398.9813414713544,1357.6702121553096,1281.127412193287,41204.06319546624,0.0,0.0,21920.60598172866,63124.6691771949,0,2.273736754432321e-13,9.094947017729282e-13,0.0035746250068768,0,selected,mean,gru,False,True,0
273,2025-10-01,10,2,68117.92061808529,68117.92061808529,0.0,0,20141.399416924272,14714.33227408854,13029.331941916224,1281.127412193287,3059.1288051045294,42215.524917898474,0.0,0.0,0.0,42215.524917898474,0,4.547473508864641e-13,9.094947017729282e-13,0.0037295829970389,0,selected,mean,gru,False,True,0
274,2025-10-02,10,2,56617.996234967795,56617.996234967795,981.805377653805,70,20153.524944410285,16712.716554283863,2428.210105828502,3059.1288051045294,2627.616194758392,35524.82999817223,0.0,0.0,5181.135201620877,40705.96519979311,0,2.273736754432321e-13,9.094947017729282e-13,0.0034855830017477,0,selected,mean,gru,False,True,0
275,2025-10-03,10,2,30290.994806874412,30290.994806874412,0.0,0,14815.923233248936,11236.29253736979,18894.210410995267,2627.616194758392,3477.177618716005,16493.902911200545,0.0,0.0,0.0,16493.902911200545,0,2.273736754432321e-13,7.389644451905042e-13,0.0030997090507298,0,selected,mean,gru,False,True,0
276,2025-10-04,10,2,29508.98662049037,29508.98662049037,632.138840853028,40,13567.751744196685,11203.69407942692,14681.0853632403,3477.177618716005,3239.6052113519972,16370.20902602154,0.0,0.0,2457.798125841351,18828.00715186289,0,2.273736754432321e-13,9.094947017729282e-13,0.0032183750299736,0,selected,mean,gru,False,True,0
277,2025-10-05,10,2,62677.807385177504,62677.807385177504,165.76527216121144,30,19674.16336025451,16441.0329427863,4874.481173203836,3239.6052113519972,2678.537854707392,38913.59816868633,0.0,0.0,845.6228368700752,39759.22100555641,0,2.273736754432321e-13,8.64197602368222e-13,0.0033471669303253,0,selected,mean,gru,False,True,0
278,2025-10-06,10,2,63268.499785206775,63268.499785206775,34.60624476139394,20,21013.12233551473,17015.21612599056,1572.0905704439967,2678.537854707392,2684.55226112558,39491.04052870389,0.0,0.0,168.28789401127534,39659.32842271516,0,2.273736754432321e-13,8.872902412804251e-13,0.0035761670442298,0,selected,mean,gru,False,True,0
279,2025-10-07,10,2,64528.94691190617,64528.94691190617,531.080991361003,50,20545.931686731208,16610.150860738606,3352.6840772745672,2684.55226112558,2720.167600585212,40225.171142963394,0.0,0.0,2677.9625898083286,42903.13373277172,0,2.273736754432321e-13,9.094947017729282e-13,0.0035313749685883,0,selected,mean,gru,False,True,0
280,2025-10-08,10,2,57905.76819081235,57905.76819081235,1280.276384515827,120,19873.08664779651,17345.224002321942,179.686263186931,2720.167600585212,1333.474469911024,35336.969344189434,0.0,0.0,7255.821289989073,42592.790634178506,0,1.7053025658242404e-13,9.094947017729282e-13,0.003341958974488,0,selected,mean,gru,False,True,0
281,2025-10-09,10,2,57508.26546307519,57508.26546307519,2874.733588365558,210,21066.22489422321,17176.709071872072,733.501545756278,1333.474469911024,1207.844572631836,34665.19923025131,0.0,0.0,17250.655892714676,51915.855122965986,0,2.273736754432321e-13,9.094947017729282e-13,0.0032154159853234,0,selected,mean,gru,False,True,0
282,2025-10-10,10,2,30571.06111678041,30571.06111678041,212.53891110770047,70,15910.244529165462,12824.944642634768,18354.689224690756,1207.844572631836,1277.126157064345,15805.005614285674,0.0,0.0,819.715816133096,16624.72143041877,0,2.273736754432321e-13,9.094947017729282e-13,0.0030567919602617,0,selected,mean,gru,False,True,0
283,2025-10-11,10,2,30405.94262072138,30405.94262072138,585.3184849936134,50,16157.68992177729,12889.197138523232,13616.454739127605,1277.126157064345,1497.7169327492045,15647.55072220594,0.0,0.0,2861.098241042404,18508.64896324834,0,2.273736754432321e-13,8.597567102697212e-13,0.0032694999827072,0,selected,mean,gru,False,True,0
284,2025-10-12,10,2,61194.15063785979,61194.15063785979,1326.7968561857524,210,21312.372364691095,17528.02206190532,221.64120792643337,1497.7169327492045,1203.2719921875,37082.8411053506,0.0,0.0,6913.4620778459475,43996.30318319655,0,2.273736754432321e-13,9.094947017729282e-13,0.0034927920205518,0,selected,mean,gru,False,True,0
