day,slot,matched,net_paths_sha256,price_sha256,frozen_source_sha256
131,0,True,19958c0b94ea14d225f06748823db72840835c06efadfc1a840b2d49a40a7f7b,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,c8b6902c29e4854ee48c04568f6c4f237a0edcb59ece94ec1cb1b676e370bc7a
132,0,True,c445b37ff56389d94f90bf8192d697bcd6eecdec331d9edf16b7f5cecce7023b,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,da1d8427dc5fa67fbcdb7aa18e2ea7b9a19770002b880b95462081defb4efa55
133,0,True,5c1b043f47a22e5d677c5aea2bd45b684e4045b244a771666ea3004318628167,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,6691e3523407eaaf66cf6d2ef5bc940d8bb987a9044d3dc4aa1aba60c0cf336c
134,0,True,0876f424e1752329a4b39628345eae78f1a17b2e8d8e5320939b774ab600b2ae,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,00dbd54e2a9702d781a66735295a942394793636a2163d4e97a0892f4f45cd27
135,0,True,18b01abb96228bd9bf44b46706af8863112993e7e4cda5e8d5cdd6e555a91e6f,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,65d9fa5bf2320ad9fbd5cc035c526884e42dd5f389dbb3b2ccfaa19314320052
136,0,True,d9da061ea9ade242c40a5a4631755f753d6d6af5b1b834a6cd67ddc9c0c24aef,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,05e7f88220be1e2e5e96ee6e86dc297da1635581203fcf4c272610fdcb258ab8
137,0,True,6d58905a1ee433e53affd284bc86fc47a4a51c71b9f2ccc5eb53f8aa6338466f,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,4775bced7f10b15dbb3a20a292d14515eac3eb35a22af56848285e3aa5ca4ad2
138,0,True,1007d6f66aa0b0d130131ddbdf6b773712621d3f2d36742693d52a53e400936d,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,6f7403a00616836540d92e4838e5503f33eff1a1bf08498ff45f1a80893e003a
139,0,True,28b91a1fa95db68279aaf623287a50c775b7725ff58ec9ee7397c62c3d30df52,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,4976ca539fcdc86f93263f70b03fa31b9c3c71d1266843ec13e8ed092d7ed02f
140,0,True,b7f29f75acfbadfa2b260df45c195fa10397a1c896fe39ddb260c85ddb0786e0,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,584365103be7d7af895a656b1e657e3e012ca7aa4799e7e85c7ef703be84404c
141,0,True,b44f5ad72842e6b6c5e8652fd722197a7321c7291f0066e9380a1a6f3ba5c4a2,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,9a0ac870fd3df282e3804b608033feb680ee637fb6e4f812fbe2a800f81dee6e
142,0,True,d9f8f6cd9ca16664a87d899264c38fac764566fa0c9ae44ce26022f0b3ecf5d5,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,e5a1bcf4ca0378571ba37560fdf68a5d6773e126e68468d1fad2d78353796427
143,0,True,8773925bae34ed56cfe293e1e3ed5541df4b63872f50fc5d6468dbc2278dfccb,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,050f533c377af3a3958753a6b93691a2f14e2e6325b1a2acd4d56959dc98a7bc
144,0,True,73ba7a6c196fe5db0f8b8f20bb658130666edf2b0d4acfa53831b6680ebd1e7f,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,2cd0a39df5e9c57152e08a20948569179269b67d3f9b1b54bd28b833daf671a9
145,0,True,2777360b3274b2b5d2d3f29977742b12a60c45405686ba19c252a51b3dc1b76f,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,750824068d1afc7bdf00c36dd73fb9f6d8a5b8dd61abba05b8fbd3b4f532f9c0
146,0,True,c239f34397401be2e8ccc332aa99a9766943de04d30f8b86fb356e448df241e2,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,7f6a4d6e2e5d17fd74232f5a049f4601dc45cd0f300e76b6f50ecec1e5558df4
147,0,True,8394237912448c97e3ef4efb97e95fe3ba8aa297c0bcd0f50a671bd4c0b2915e,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,85330c4adb4dde0aa178bbd1989f948e68242808db91b330378c02b908f68505
148,0,True,d200d3f04fa78d6e159311033e8beeeafb4f6a65df3d48bfac41989b13d878c4,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,439afa224407bcc9fb9ec35058552ae059bfc7771f7579f4a0e7a007b36cf547
149,0,True,297d718b61c8541dd7f28f743b2c32b69aaee6864f750ba01359d7b71a0c7c0f,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,54410b645fdc5aa06c834c54916d5909f7f40a856dfb4c9f6ded353ba2ca583d
150,0,True,0292c807a9c493df9797beabb0f6f1b96064f76a39338a4f38fbfb97e1797b91,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,d9b3bf05bf33c382d70dce4930c029faefd7bf3ec16a7c6624c753d9b1c0b6ed
151,0,True,c38bd8dfe6d0706d2f1d88fab474976eaa7768564954173f7756bdd55f9414e9,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,c950529c44f7b99287d35457c9effa3b539ecc4654d372a8a135c3a878c15b64
152,0,True,62ef6848edf039806eff8cff20a967d0a51ec118b050c757f9ad38f45a8f8045,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,1c6a1685258c9ee90730749fa3110bba1e933c2ccaaa222e98385b7817d42284
153,0,True,4e0cadee70526f45995e3c7a6bfe3009364ec13330bdb2e6038886d99329da04,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,57603bf3a4ffd427e31523e2c5d84203dff7b045ecbe6e51fdbb6125ae3b954a
154,0,True,646403ec3c1d19b81414224f617f4cfa82caafcc90715d5c131c8d9dd140a59f,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,12ed98e787c76578d061d569d1b0c785b099831c178c371be521818562f2aedb
155,0,True,b6ac664440e1e9b0d6783c059bbfee3b5b127d13f401d9316be63cde1287b15b,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,911e1fdadd8847b6fc88f9c4bdc935fe59cc8fd401949e00030004b7804a383c
156,0,True,79249b2c57310c43626f4544bf2f4d0238a6f22e8f9b82e98a538615ec78c273,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,c1d1d2c5f99332a7e820990ec2a30022cd3eb331edbc000b6463670db6d7ddee
157,0,True,505ca9877ab665ded7a18044490d9de20eb823abd835c21b9b86e60f8a3670e0,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,4a5f3fbf6dd70edb297c32208231bfb35a13370b56e3d22731056912fd296d2a
158,0,True,04471d8a0a78f64ee4d41e219d2c1a74f6f293fbfa2ef21fc3d978ac94b65fa0,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,ff94ab7bc402dda671bf9d04500cf3e1e38abcda4d8bafdb704ba35a3194926c
159,0,True,b48e101710a94310541f37269c4b2432d329b297b10a756666f3372d2bf7a4a8,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,e7645e3994e658ca7d6e4613c0338f0ab714a83b06d7cb7bde4c2ceba7d459b1
160,0,True,089b2ba179953216158a289e253c4f1434e65b688a0c66e016b6b1c740c6911c,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,69658f73b1f43740035e9e54ada5fa4137f2606970f89f448c4921c0db4835c6
161,0,True,18e3ae6b0efdcd5f7d6b3931933ece94f80bb06e1934b368cdca6c39eeb40227,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,4e3bf75103106fe0890b2dee6f52d6bf276dd8ed0a2935b6045a9744b681e72b
162,0,True,8ae08849060cbb76871db8be231236f6f38f04b4ac28832b716fe5a4dc9421be,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,e9c0e83ce007a37b8d7ebbc102172b827e5aec72da01dc45090a81aa2ad5226d
163,0,True,35cb040e6caf7153e1a8e7241ab464314980a291d2e5b2a9aff5430da2c812c2,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,15d01ffab29a710e68c1d262a0ee2c2a451aed89f654cfef768ba75fc9469e2b
164,0,True,b8cb14b98734a5e97a1a9d67bc488333be63c6c464d90e0aad1917d3beaf5423,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,04b8ce6391b4c4a18d658359902738a211b3828adff073ad30c6c71db2793e6e
165,0,True,35fe55a7865575b71e5b2ae648e1b55fb5493fe868725a8a63dd3de498a55c93,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,9533ad1d403e81e2629b981b49113225d39d873ba4d16aa5a9cc7cc73c2d2acd
166,0,True,13bf7480314b714ff975f1916a02e34ab5b963797b5e14757cd8da1930d98e4c,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,79cbb556eed49de550a9e5bbe474bd49ee7bac690f2e7587bd5f0b4ed1cce9a2
167,0,True,270f5902b3b1ef64b565a9a4f63003191640e8dee22380be2b05c7844b55e9f6,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,1720ee9837e7e918be37e7d65ecccde5790d8fe486408ec496b1968880928758
168,0,True,0bd154ce90fc1f94766ad7e91595bacda01517152d3a2e6adab0c8e4551ea7f7,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,02ecfbfc52345f6e350c99f8ad209c0810e98cae35091df471c03eb74c9ae652
169,0,True,96f97f6d2119ea00f323ba84a6364a4f15d026176d48aed632e952b984141f0b,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,b95363056bb99469ae856609a027e38e6c1b4c863205e0e16d0ab62cc81d6dde
170,0,True,da52bce8203b19095214c433884119d1aa1ed590673292342fb34b2446595067,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,223b6ce1c3b0f8ffb5c84f0b3a453ecb86062c7164d24cfb488256641c4a3613
171,0,True,3faec58e1e91757a50a8ab3bf7eb8e92eb122e3ebbb3a2cc4ad6372ecdc99136,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,27ba592a58f67909f0b96ad2e6cda49d719a999f881669c7c557d6ff41c784e1
172,0,True,e082757aadf567ddd6f7f728752f1e6373b3d74e01424f778d069ebbb2be9b59,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,49a46c1b3cd0a87e10753fca2a4a84d16ad2d7da10e04b3d6e64fc871ed84d5d
173,0,True,020dfc1d171105a70083fff17b98d8ac8b1bbbff09205faf95dd5a6a6724eab3,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,1cf616aab7a8e2a82a44b35b10b186fcbc7804f974632e2c8c9c000fa9e105c5
174,0,True,fbd47e7a11f2fdf1ce91ba67d8a15a21c6bd16fca33c0d7d1c9077edbcedd93b,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,89252ce86fdf3289155da3182a9937b3bb2902c0626e5f312d7bdb60401653fa
175,0,True,0804ef4f1d61f09466e22308f637b42e4804888b24c254d3a5a2949cb11dae18,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,da5fe20e05faf2324c512aaea6ddbbb509b61a848dd9d7e5045566049bad8a25
176,0,True,12536d919650ccd7e79d0dbd88dfa0ac967cd830cad603483f5b0476efdd506d,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,8d29a0e2b19eb71596927a08bb82fe45330dfa1f0706b8ac5a203fbf23515aa3
177,0,True,53c9cc532426aa882445fb617133d267c4c72da14e3b3346aec41220d0e4972e,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,823fc75b1bdf976c5c112cb2c1dd3bb60ae1101461557714cf0c55cab20cf67f
178,0,True,e0c0891e438fc380d31c065692d33e03cf5cb87d0535e268a4810a422a3654f5,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,f856080b0af975375b63ac737ec0e60a9367b56c984185f2b1eec4ecc452cc64
179,0,True,47b316f76c409ec2256d8d5ba94e00c866ff02aa110de05995395bf52b7ce65f,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,68d0dddb61891655b98ef2903923c55d7a4f5cf5ec4edaff3203db56115d48af
180,0,True,a30ffb421302d976cee312412a400b940ec2df4d093714aff10bb79a53171c24,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,c154ef96c6725a6d3fb6832bd0ceca9f7741a5d6cfc8879136335ddd0057f5b4
181,0,True,4ca51f09e1d6204a3fcc218764aa0e0b4c973431f7c690c094167db3a5224f44,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,29130be4f5cc8d9a3d3f07e6d6abcc6249538d0fc01c1fb3ef93cee546a22f8b
182,0,True,992a6a3b45a97e0100bb4572462d1a63e3458be686efc0b8fcba759a79951b3d,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,b5ca7d7953c155225624e95f2327dd56f2c3f34e1f412dac37fd7e53164507bf
183,0,True,ca9190e81369b2b7ae396259fae9a2262c840eb43a5600e5318b4521044bb51b,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,999eaa6b68472d1d2f1eef681bae61aa45d407d072c512f3c223212ec473c37b
184,0,True,09583848655de0bf0dc6d5f022c98d408c56e345257e468b825ed7a3c3cced06,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,4ad2e3d4776a28296b101a4320a6f3dc1e6bcf387a40bb92d31c6760cb58ef41
185,0,True,16be46c0e941b41e3e5cce2c195e07b3ac6aa818283661e0eb635868fc9692a2,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,50d345bf393a76cc1088a0dd2373404c3a7db16602f6a270385f8f22f3ec6f4f
186,0,True,574b3f6656e94460d6c21e2e43d76c01be59d10cebcfa016f6ab048e349d6867,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,4fa7a2f684377331a9a321b7854519893b90577dedaeeccd8e46b1da28ea5497
187,0,True,045d38e6a822a6d3d3a41a6016b11e87f5f408df47245d5d1988980fa05f7957,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,3bd0286b352edbd8db2dd8104053cb791a2188bb89cd1571af719b16777ce41b
188,0,True,dae397cb91813c3119d47a34386b94cf849cc126b405659e4a46c39b30d106a9,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,40672bf007c41469d25eae623a7b739ff5938aa4a3947b65347c2cc5f60c318c
189,0,True,d8d0449719b0a0bd04847441810abe920512fe5eb12ece7c351c738b32b2e8e7,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,c3b2f05e49cb777c30594eecce509211a8a149ba70d28ae53600c23b8eeed044
190,0,True,943844e824f27cafd6b438cb82ecd06345528e90efa93c0ed67c692d665278c2,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,eaeea00e21837d39948cfe1d0adf956ad7b5bdeafde3d7de3d3dc1ed1ec8eacb
191,0,True,35650da5ae4a3d6a178802a039260623ba12306dfa79fbab422b82ff7cbd4975,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,18fb12fedf62f79371462092d423b487d6bc4fdb6d3cd63e96b51a4de0b3d01a
192,0,True,e4c2369dac723d7fa5e04fe208456721e249a31aa91662e4500d108adbe42f07,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,a4329254415e178f4e8b009c631b13496c5ff61e1560c9227c28199994bc617d
193,0,True,77191b5253ff338ac263ec54c7a8303742620f6c69097e3ca5714631c78ed9f8,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,05a39d42cda9a1e93e541532f2ba3c28a4ab6604a005559fa20fe5c2709628ca
194,0,True,22cc22160d59ed4d38719504981ccad5846e513e0c4bb3fe162e6c0ee232a40d,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,82ee187c71f8ec7ffc0f0642a3799e887512b10d3a96d0045769f401b9b3586a
195,0,True,0f44d3d5340546c07d8928cf1492216fc00856125edde37dd27595bf61cb463a,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,3458948eb12acf63edb10328d35c8ecfd8ff08b9547803ab6275a3e77d3462b5
196,0,True,2362e661923064f8c2393c10c7297558f20b1c1bc646723f458122d00e1df34d,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,fbba717a33b46fbe6070625f10ce90ac4fb5cd79a7345e26cf8067ac52b44be0
197,0,True,eeaf4a7f2e82443b19bf042cce8d6654c1acade4130285d26dc54d331a86feb7,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,ce481238ab4a4743306e326ab76da642cc3f5b03c9a4d3964a0989b924b241fd
198,0,True,de7f6664b23d3af6fea18768c9e3a37cc7c87963ee896c67dd6c60ae8220b386,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,55e9843afbab3be1309e25fd23b6b63c6f7f0e774489893bf9cdc344007cef9a
199,0,True,621ec5be47cd9eac29a771d1705eb16ca9b93259861941f6fc2aa0784c513543,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,97eeb242c2eabcff74c87c9a0d86cc3372e0e0548bdf35b4113d619cd6eb2fb6
200,0,True,991aafcd74f67aaccc283b24b98345c3b3e041af1911ceb18fb77769d860a9bf,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,8b34e29b06c134ee91ed9da763629c7b241afb98613f156cbe8cb0411c2890d7
201,0,True,4e0d48fbf9722b1655b3761e523630bdccbd13330d761c4919387fcbad0100f3,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,5dcda07096d9e96c33f98c5607dbd10e0b521ddb0dcc4736e63090bd540cbcc5
202,0,True,cb9685f20a178db22e2235769b2872ef5150c1d5cad3bc1d6cbeb1be1d8ee767,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,0522e3da1cdba3c1ff10c5327c110011dfb084c34decefaa875813095425a732
203,0,True,640dfded2f7ef6f3938d512106023b77af0623ebca3256a7a61b34992d45d512,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,111b05f7b999dde086c75926ed2c25ed53f9f5a01c2a653755fc245f7ffa247d
204,0,True,fb2115cb4e67cfdc83708a6580af0677da9d530061c4e312e089ba1f530f11a9,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,ccf22f895680bb9f38cea20840d14c8686e2083a9fd58e2518dce18e792d2ce1
205,0,True,3cde7d9b98bc6661e04f95f3f74d709602c766944eea491cf1347d1edfc82755,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,cd42b8a32d714edb1ad17202ba4698a4d10946293dfaec05930aaead10453d09
206,0,True,41e4c860417723dcab5493e13fcd5c8bd478bba5601ec990bacddbc0cef6908d,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,bdce51f38f4fc2b38aa3d0b947aac5d2b7d5afaacaef3a9a80d260ca8f972b74
207,0,True,2b5234811fc8af33eda0339da03a709ba09a45de8818141b81cb25fbcb0696e2,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,0f1ab410562a9aa82557e42a88691245e8829574f278d2fab28872164ddb98ab
208,0,True,074d1d8c6da7f5309fe9bc286ff2361116d4234efd60d194d91b0f99297742df,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,c88260713c3c81425fa14a11bdc73afc1b66edd6450ef31bc3ac3835ef229a06
209,0,True,6e98ac40280baed4dcf1a5a0d91e38919b8b9256ea6702cf20d03d2a14b56a4c,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,0cb951951d183c1d22e5327a77f07b1b306c4958dcfb9e4335a17c4a00a0dada
210,0,True,f4106e400fbe9b4bf68dda7ecad1481818186480fa5785e2f7aff61d8e32d79e,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,e3e3672ef5cff8973d85c72de3c5bf1ac75bbe19e37b3911fd8549c2904b8a80
211,0,True,efb65c1211e03ea1f26c7c83fefdeceb6b853ab378d6e735b17023cfa54096c6,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,bdb4bffe087d86590a2ad6b6f6f9299a19ed4890d8ab67c025395a040205aaee
212,0,True,efe5cd5ce3782be877ea7d4ca05fee9b9b0864e831024392b044e6b655e63dc0,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,875a7f5a34e0e28189b07300f7fb22004fb0de9ad4f4913688dd36ba8f311098
213,0,True,2ff62b3b6262cadc8044d3d52f0a54559bb8cbf9f3c2277a05ca27918dbce9a9,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,d112f1099a996aa5b6cbc4b2085005f8a46635c1ae2f44b04b49ff77b360a8f9
214,0,True,4b85671247886a289492a5eadc7121b28f5e36aa9e3321fa1caf22efd66ad93d,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,81d220bcee9c954ddec265f8bce52c680d1ef4a906ecb46efadf340c856909ab
215,0,True,973b8d7fa16f36233b4c09d9950f2bc72adc982c33af7739046e5f0048ac6769,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,c2fcb5b2d1b9410469ed64102233099a2f50b24957f6428563353c0bbca3dc73
216,0,True,57500450de5cf898dd48db460898093ea952f50a0c9a9c8d3582ae30d57fb44c,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,6f79d8dc3c6b211603f256203c3c0b8533ce0a0944a1178b4b7f5425360e74f3
217,0,True,bee3a4111bdcada7ce0e0a2cedf034a43afc807171e914fabe28c2e9dc9c15ed,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,502867285be485f8467e801723a56c371a2328b24bcb7fd78db49c62b262edfa
218,0,True,3acaf0b8519fa0e541c1385557fdd3399991762afec8e5ceacf2f3ab2fc13e27,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,cb2441445fe1d6da6eeff0900e6035a11b35df0098f350f0846b057213359ece
219,0,True,25859d3e1a7a1f3d314758ddaadc901e19df2c45a426ec316b873bb4319548b6,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,a0a57c66ee67cb1c7b3d4f638697aa6bd3a2b7001978075e2b7550dc2ea70517
220,0,True,4dc792de0d85ab989271bce17ee2e15412257412ae0ec4bb353f1633e9e2ce7a,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,0439573440a0dfd834e85ab999663aaa3d5d598a89201a6dd6050290f6e79004
221,0,True,2733b60bcefbf35539535e5dbc1cd5c3f799ef42299c3677c16c32916e8d5b6f,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,d90cf04419ae589ebf3727f5be3574c4683f551fb92a925bc91ae40cf79aadba
222,0,True,f744d4787f79aea049ce93a674ebb22f7d17d349a2aad1f2691cea85446ed251,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,a384258fcc97d8c8fb229271c948e02ee7f9265838338b95bb6eb4c4f784a4f5
223,0,True,a4e7921ced61c0f8f8b1287b33d38745e1073d7bef964a0f7faa129e2a5f88bf,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,dd1da4dc9ec96ad3829c45308cc7d01c43203d7f477a38852da77768aa5dd65a
224,0,True,6b90f684bad241a8501488abde0993f7c228331e916b92250b0ec671cad4263e,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,c4cf1c7a3541e863b10c53e9d0143a4d266331c9588350422bf12de8448e52c7
225,0,True,c7acb866978076b685accc53b960f704e1e544badcd295829d02188cd53aefbf,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,b5895073653e287ae7c9b4fe6aca086bc0d481c81478b0d887bc5cf95026b236
226,0,True,ec195ac3d800575c49a62b24acd104f9c9e63e7db0604eed2ff752b18cc29f11,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,4695aba3508f41859614ea8e0714eec7879e68266a20685d833af9215f17e9a3
227,0,True,caf08d66e60efb81483be8297581bb1c9a05e2c3ace8f26e58e1e53b7340e03d,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,ea6f4b89f63168ae2e4f0599b2536e0f705f9e760dba27ad1bb4cdb9a2efd70f
228,0,True,0b51d86272701a47effc9d23badb8bbffa5e1ae55f6b2c44e11b0c793208a5e7,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,49f3da95095521b5d470dabb1d563f309cc647fef047e3a723a00edcffb3bc8a
229,0,True,dfaed9663588fee3ddff92c4b2313e48254bb8002537ae58d7eb2a83bc9576fc,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,09789f5fce3aeab4c00ba6183666a2e686eb2f225271076f1ac71c07c12a335c
230,0,True,6077d3d62db86b5d8fbdc05f210065b5e17caa3359d33a045e0e781467e4ba27,bc833f72404c9ab5b10d56d7a47c66ab23f2c19d86a15f00ecb53e5dffd678b6,21ac9927270da94bc310cc7b400f76bdd22e6483b9ab1f7f81d310ae4ec25a3c
