day,date,total_cost,planned_cost,emergency_cost,initial_soc,final_soc
317,2025-11-14,15921.622829331209,15921.622829331209,0.0,1487.6116519553048,6275.501863078177
318,2025-11-15,14764.27513809654,14764.27513809654,0.0,6275.501863078177,6376.267424509619
319,2025-11-16,53071.18254900753,52762.98724738601,308.19530162152756,6376.267424509619,2836.3349410217616
320,2025-11-17,54732.728036113636,54732.728036113636,0.0,2836.3349410217616,3011.493238423313
321,2025-11-18,53547.17296370921,53520.80080825131,26.372155457897687,3011.493238423313,2225.7659864195175
322,2025-11-19,55035.922050316374,54805.47857510185,230.44347521452252,2225.7659864195175,2028.0372434334167
323,2025-11-20,54564.646052899225,54563.08240162946,1.563651269766745,2028.0372434334167,2270.0104300870644
324,2025-11-21,16579.396596777184,16520.209993440138,59.18660333704723,2270.0104300870644,6704.860192835947
325,2025-11-22,16129.998813413224,16099.96071118022,30.03810223300346,6704.860192835947,7675.601611608552
326,2025-11-23,54267.73266205211,53362.27441231563,905.4582497364792,7675.601611608552,4271.792449114177
327,2025-11-24,54526.65715431077,54341.103081042296,185.55407326848078,4271.792449114177,1865.028911050185
328,2025-11-25,55349.90694571446,55349.906945714465,0.0,1865.028911050185,2398.012927604888
329,2025-11-26,56548.970387365254,56548.97038736526,0.0,2398.012927604888,2809.0057757235704
330,2025-11-27,55038.64374085798,54998.87139327754,39.772347580447224,2809.0057757235704,2209.4252255184056
331,2025-11-28,16126.21580805949,16126.215808059489,0.0,2209.4252255184056,6303.607953994853
332,2025-11-29,17737.028980464547,15661.120952075766,2075.9080283887815,6303.607953994853,6574.401356061785
333,2025-11-30,62060.822223674484,55153.17197720006,6907.650246474421,6574.401356061785,1883.1790652508632
334,2025-12-01,92159.9932943701,63185.290330566844,28974.70296380326,1883.1790652508632,2414.0729325203
335,2025-12-02,76003.53923845154,69347.02651598024,6656.512722471311,2414.0729325203,2508.536593929309
336,2025-12-03,69440.27983277333,69227.5201526312,212.7596801421471,2508.536593929309,2541.4800437513586
337,2025-12-04,73572.51025436725,69283.84388585275,4288.666368514516,2541.4800437513586,2875.0474824370817
338,2025-12-05,21314.809276744912,21052.199410872192,262.60986587272373,2875.0474824370817,6489.173225373009
339,2025-12-06,25963.075678563357,20253.970394290303,5709.10528427305,6489.173225373009,5768.70384614849
340,2025-12-07,70909.61860776405,70342.11019795887,567.5084098051644,5768.70384614849,3233.7639522158443
341,2025-12-08,73581.21206289198,73581.21206289198,0.0,3233.7639522158443,2707.946881501817
342,2025-12-09,70934.77494889365,70630.91142730272,303.8635215909231,2707.946881501817,2095.5454497838664
343,2025-12-10,70926.40841851122,70886.89722408145,39.51119442975718,2095.5454497838664,1948.8000187102734
344,2025-12-11,69934.42022640092,69907.67756745283,26.742658948090423,1948.8000187102734,2407.6759601144186
345,2025-12-12,24235.129975723215,24235.129975723215,0.0,2407.6759601144186,6154.964094606726
346,2025-12-13,23145.643882402586,23145.643882402583,0.0,6154.964094606726,6324.031536311487
347,2025-12-14,69230.75799776206,69089.95945341774,140.79854434430987,6324.031536311487,2814.802620204495
348,2025-12-15,72902.3682762874,72902.3682762874,0.0,2814.802620204495,2267.4788233797917
349,2025-12-16,72060.54948924185,71985.17022418496,75.37926505690044,2267.4788233797917,2217.7085136510827
350,2025-12-17,72605.73161768923,72603.25833392571,2.4732837635275247,2217.7085136510827,2880.747702931669
351,2025-12-18,70977.38423528742,70821.25504940521,156.12918588220862,2880.747702931669,2907.7797873242685
352,2025-12-19,23599.133588083943,23559.31699627055,39.816591813391554,2907.7797873242685,2478.0098381144117
353,2025-12-20,24062.266235927545,24062.26623592755,0.0,2478.0098381144117,6187.500430847282
354,2025-12-21,69487.14537085069,69441.64089944377,45.504471406938876,6187.500430847282,4149.956058442126
355,2025-12-22,72311.4771823241,72169.33391079202,142.14327153208973,4149.956058442126,2877.416747542833
356,2025-12-23,70730.65664975243,70730.65664975243,0.0,2877.416747542833,2529.084888034022
357,2025-12-24,70301.96387883527,70207.94191123269,94.02196760257299,2529.084888034022,2052.1857278420957
358,2025-12-25,70824.36681446622,70729.0451854557,95.32162901052469,2052.1857278420957,3599.6971022786793
359,2025-12-26,23973.993504940667,23850.792611371446,123.20089356921929,3599.6971022786793,6676.758516294619
360,2025-12-27,22047.28758691418,22047.28758691418,0.0,6676.758516294619,6256.38777899172
361,2025-12-28,67623.55506822694,67402.929499422,220.62556880496086,6256.38777899172,3136.1380557871657
362,2025-12-29,69389.07139032688,69331.1352176228,57.93617270408715,3136.1380557871657,2366.4590770051595
363,2025-12-30,67050.8934419957,67003.29064212152,47.602799874184164,2366.4590770051595,1684.591647052056
364,2025-12-31,71529.06261232634,68174.22668166386,3354.8359306624698,1684.591647052056,1200.0
