model,model_id,role,seed,issue_hour,evaluation_start,evaluation_end,forecast_source,target,date,actual_kwh,predicted_kwh,signed_energy_error_kwh,within_day_cumulative_error_rmse_kwh
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-02-24,52425.95493333333,50554.00793645531,-1871.946996878026,1428.3467578436926
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-02-25,55272.00965,51329.67170484046,-3942.3379451595397,2757.4657384625352
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-02-26,52245.886083333324,51808.632479302374,-437.2536040309604,601.7211865426473
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-02-27,53642.90473333334,52287.35324882925,-1355.551484504088,979.1953299751544
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-02-28,52092.51440000001,51690.06012334205,-402.4542766579519,350.551749954804
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-03-01,48585.39421666666,52460.14910609925,3874.754889432581,2855.895532087159
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-03-02,45502.110016666666,52378.81725981847,6876.707243151806,4456.94603168592
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-03-03,45941.59896666667,50590.98752807613,4649.38856140947,3196.7351343417913
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-03-04,48939.56704999999,49721.319664121256,781.7526141212564,639.8234659813066
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-03-05,51942.971816666664,49549.248777488414,-2393.723039178251,1590.1814676941892
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-03-06,51732.94441666667,52068.774063267105,335.8296466004319,317.34139572905985
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-03-07,50758.07591666666,50707.216009029165,-50.85990763749616,150.4415927889818
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-03-08,53281.572066666675,49467.482836157586,-3814.0892305090797,2484.524648571199
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-03-09,54359.46145,51384.46849584947,-2974.9929541505335,1906.063563326115
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-03-10,49900.99291666667,53094.26264771676,3193.269731050082,2214.6927375315145
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-03-11,53560.63415,51685.72567551744,-1874.9084744825661,1608.5721614609336
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-03-12,55676.70215,53606.20729812305,-2070.494851876947,1533.3215227160267
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-03-13,50691.65903333333,54526.87863882928,3835.219605495948,2791.400166062966
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-03-14,56079.44296666668,52254.61321647834,-3824.829750188324,2663.2215152661142
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-03-15,51800.85663333334,54757.37173738561,2956.51510405228,2305.0135937157934
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-03-16,54632.169050000004,53992.349057465006,-639.8199925349987,696.1230123405467
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-03-17,59835.49036666667,54104.39183402216,-5731.098532644512,3999.86729833815
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-03-18,56127.46521666667,56131.80137105514,4.336154388478008,463.89840598240824
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-03-19,57816.08755,57159.229562378816,-656.8579876211725,508.36086020123406
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-03-20,55439.41991666667,57368.64721796318,1929.22730129652,1189.6117653287592
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-03-21,60560.06770000001,56170.4411552272,-4389.626544772805,2871.9433284907846
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-03-22,56055.729799999994,57291.35247849029,1235.6226784902935,773.2756114764886
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-03-23,58970.25715,57406.59168261583,-1563.6654673841767,942.3935667118759
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-03-24,59426.67353333333,59200.4028520913,-226.27068124203984,403.1241775212999
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-03-25,57103.04310000001,58365.93431577008,1262.8912157700775,900.3065190783377
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-03-26,62112.07293333332,58742.03827983034,-3370.0346535029894,2342.2030317552153
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-03-27,59235.60896666666,58989.078557445784,-246.5304092208925,330.73852806651496
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-03-28,61069.8865,59671.21493113814,-1398.6715688618606,941.115301243219
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-03-29,64411.06828333333,59606.93587608397,-4804.132407249354,3285.370764872098
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-03-30,62649.086149999996,60584.48686754928,-2064.5992824507143,1479.3341064537099
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-03-31,60124.27613333333,61631.0348527841,1506.7587194507644,1023.4641845393905
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-04-01,57758.29478333334,62955.27368086784,5196.978897534515,3537.818915949133
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-04-02,57551.29405,61921.48053515878,4370.18648515878,3523.2223134830097
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-04-03,62020.925833333335,59190.03210464507,-2830.8937286882633,2004.3975923829564
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-04-04,65304.94956666667,61987.167416323675,-3317.7821503429846,2165.437574134726
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-04-05,60558.62758333333,65791.66291509848,5233.035331765146,3297.975207152413
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-04-06,62795.354316666664,62763.27698103228,-32.07733563439111,163.18746469626575
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-04-07,63772.422750000005,62560.99877010531,-1211.4239798946885,1055.6676922846696
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-04-08,63360.09665,62027.178446439975,-1332.9182035600197,1008.9616706092381
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-04-09,58543.21151666667,62445.16865524288,3901.9571385762083,2618.2431778959394
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-04-10,63208.062783333335,62551.820895018485,-656.2418883148545,530.698674197434
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-04-11,66775.34658333333,64513.566534033256,-2261.7800493000827,1442.0826311972532
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-04-12,62932.015216666674,64189.57604238978,1257.5608257231108,847.4086868781446
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-04-13,63006.70371666667,64173.59222180186,1166.8885051351922,892.1296432199999
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-04-14,65373.34088333333,64667.17279916212,-706.1680841712141,462.4185068605851
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-04-15,66917.47633333334,64404.14596652717,-2513.3303668061585,2078.7374435513548
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-04-16,62145.29311666667,63923.05732474321,1777.764208076539,1306.8990513932977
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-04-17,64618.70028333333,64828.080124717846,209.37984138451233,219.29294670721717
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-04-18,65136.05216666667,67143.31364668498,2007.2614800183155,1335.1034663240032
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-04-19,65120.7361,65047.312396756686,-73.42370324331523,454.7540118660441
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-04-20,65240.07146666667,64968.45642118177,-271.6150454848983,352.373274735899
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-04-21,69964.7275,65871.65423446751,-4093.0732655324905,2667.4265413478597
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-04-22,65658.0717,67694.73667188846,2036.66497188847,1417.9413018993519
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-04-23,66630.59805000002,65916.90543384937,-713.6926161506298,572.3391108246796
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-04-24,70407.67296666668,66840.79180583077,-3566.8811608358974,2242.2713922698954
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-04-25,69762.96355,68235.83965342666,-1527.1238965733346,911.0909140103607
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-04-26,72030.73073333333,69027.25685534683,-3003.473877986511,2699.1760439863424
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-04-27,68459.05135000001,69042.98258917658,583.9312391765774,429.16069301224053
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-04-28,60915.33348333333,69528.36275583426,8613.029272500917,5817.184688909324
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-04-29,69819.545,67554.01633414273,-2265.5286658572736,1932.1005009617932
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-04-30,69426.02628333333,67644.49187245681,-1781.5344108765128,1039.411227789429
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-05-01,69353.20511666666,70032.27285122681,679.0677345601368,609.1891761797082
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-05-02,60470.70665000001,71158.66717723577,10687.960527235768,6934.5764455291965
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-05-03,66027.67763333333,67731.7508082348,1704.0731749014785,1199.773404384926
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-05-04,68935.4169,68454.36501440762,-481.05188559237695,508.0281272371777
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-05-05,65536.15706666667,68068.66995062304,2532.5128839563736,2085.824792204354
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-05-06,68147.10773333334,69629.2480101112,1482.1402767778636,1391.7193446508663
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-05-07,66092.36906666667,67041.33527183489,948.9662051682235,531.7881842761122
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-05-08,64618.96498333333,66929.32606428699,2310.361080953657,1661.4545087592537
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-05-09,65754.4396,66708.65176626504,954.212166265047,856.567178225409
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-05-10,62526.94176666666,66793.0382341497,4266.096467483029,2913.1089888619094
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-05-11,65259.01133333333,66254.16818001677,995.1568466834345,715.5105896057794
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-05-12,68517.40838333334,66658.45685706487,-1858.9515262684672,1774.416811294265
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-05-13,67140.41883333334,67798.28543290636,657.8665995730234,689.5995030598415
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-05-14,67577.85648333334,68040.43153921518,462.57505588183926,449.2091448387629
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-05-15,66833.25153333333,67763.88226425655,930.6307309232151,546.4938492692349
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-05-16,71965.83821666667,66600.57395522337,-5365.264261443294,3593.757246885474
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-05-17,64825.731349999995,68367.73527629305,3542.0039262930536,2251.6411797810783
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-05-18,67010.8689,68889.2504339379,1878.381533937906,1496.1443805504784
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-05-19,72557.17143333334,68864.57672983971,-3692.5947034936266,2436.680388833365
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-05-20,65910.1829,69877.41438659419,3967.231486594179,2554.3701279573893
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-05-21,68920.436,67946.54576688111,-973.8902331188862,956.2069968604135
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-05-22,68913.0492,68873.39787834311,-39.65132165688658,196.65143724863674
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-05-23,68562.43549999999,68765.189081214,202.75358121400768,348.4953895325181
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-05-24,70939.31643333334,67896.10942136946,-3043.207011963866,1857.082352785048
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-05-25,71774.86741666666,70004.54854113956,-1770.3188755271042,1204.2899426248318
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-05-26,64828.13641666667,70182.34668683879,5354.21027017212,3890.305169260884
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-05-27,70656.46005,69316.42729082826,-1340.032759171738,912.0046928596832
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,pv,2025-05-28,67648.02311666666,68478.6435489058,830.6204322391326,1010.1343074329563
