day,date,total_cost,planned_cost,emergency_cost,emergency_kwh,initial_soc,final_soc,mip_gap,mip_seconds,refinement_seconds
169,2025-06-19,55812.394402232836,55812.394402232836,0.0,0.0,5474.813631724844,6263.096562206394,0.0023918684912031174,5.019601417006925,1.6527125409338623
170,2025-06-20,19933.846993447023,19933.846993447027,0.0,0.0,6263.096562206394,6115.86751098404,0.001762105258366327,1.2801541670924053,1.6469361659837887
171,2025-06-21,16636.02864930875,16636.028649308755,0.0,0.0,6115.86751098404,2786.283688185844,0.0018280863968025858,3.897171082906425,1.6573417079634964
172,2025-06-22,52624.30785536383,52396.345172703644,227.96268266018737,43.620157165172735,2786.283688185844,5089.555940010889,0.0015694906475426911,1.5231122090481222,1.7806611659470946
173,2025-06-23,51994.77689119597,51994.77689119598,0.0,0.0,5089.555940010889,5137.446534918859,0.003862336272475376,5.011910833069123,1.5810898749623448
174,2025-06-24,71373.6332536618,51989.27059319084,19384.362660470957,3419.511294841356,5137.446534918859,1200.0,0.01784046749416794,5.011583458050154,1.6337644170271233
175,2025-06-25,55213.85006186523,55213.85006186523,0.0,0.0,1200.0,4771.402995223898,0.0017575585640165255,2.150218833005056,2.2751192080322653
176,2025-06-26,52675.22871222525,52675.22871222525,0.0,0.0,4771.402995223898,4004.987213707253,0.0013669859079072004,1.8758403749670833,2.1314351659966633
177,2025-06-27,19182.225873200878,19182.225873200874,0.0,0.0,4004.987213707253,6323.599101053965,0.0013713484499624472,4.477108250022866,1.628420874942094
178,2025-06-28,15554.955929997592,15554.955929997592,0.0,0.0,6323.599101053965,2182.86540398853,0.012339858615976114,5.012708750087768,1.508558625006117
179,2025-06-29,54665.86831283319,54541.118384735455,124.7499280977278,27.563691047711018,2182.86540398853,4986.340397833784,0.001276585146948731,0.8966986669693142,1.6370339159620926
180,2025-06-30,51942.11048128601,51008.90470452675,933.2057767592494,214.5770117255641,4986.340397833784,4196.206316668878,0.0005954381595449095,1.1345532919513062,1.9254404590465128
181,2025-07-01,79334.38601027094,55458.605933335726,23875.78007693521,4577.3479105468305,4196.206316668878,1206.4234487795939,0.0019420869266337083,4.002274250029586,1.4449636249337345
182,2025-07-02,68352.90345880657,67789.53944113723,563.3640176693422,199.2820383469193,1206.4234487795939,3162.33044512258,0.00017001107359378633,0.9715954579878598,1.6106023750035092
183,2025-07-03,66411.15422911804,65417.29690370115,993.8573254168798,244.95014135478687,3162.33044512258,3300.7474513732955,0.0019908457071123853,2.678875584038906,1.827863874961622
184,2025-07-04,25809.576452717945,25808.57598554065,1.00046717729536,0.38472108336679867,3300.7474513732955,3789.5627094795727,0.006855649427459245,5.013871749979444,1.377269250107929
185,2025-07-05,35770.45651715014,19977.361921810018,15793.094595340124,3313.4427894352057,3789.5627094795727,1200.0,0.0018124915279797832,4.860381249920465,1.4785489999921992
186,2025-07-06,73311.01605153456,62070.48105709737,11240.534994437185,1667.2062861326506,1200.0,1709.2760150100148,0.0013212200911723309,1.265779915964231,1.3433127079624683
187,2025-07-07,67234.78299917668,66824.22477609084,410.55822308584686,152.4308714223421,1709.2760150100148,3870.3852494719777,0.0016193764463331192,1.3614341251086444,1.3064692500047386
188,2025-07-08,66915.4698318344,65413.3878517333,1502.0819801011037,290.9045417786059,3870.3852494719777,4960.424225683519,6.349068404980328e-05,4.595261542010121,1.1648389999754727
189,2025-07-09,64027.093865160634,64027.09386516062,0.0,0.0,4960.424225683519,5569.928948584396,0.001150770029598937,1.5979895840864629,1.302001875010319
190,2025-07-10,60765.18232357721,60362.12050806057,403.06181551663764,85.15891816734859,5569.928948584396,3745.2767025489798,0.009285331587711287,5.013087416999042,1.0248027499765158
191,2025-07-11,29235.13868683086,29235.13868683086,0.0,0.0,3745.2767025489798,4849.459863789842,0.01510183293969801,5.021417665993795,1.6372366669820622
192,2025-07-12,24410.56826872789,24410.56826872789,0.0,0.0,4849.459863789842,3199.45708830504,0.01440660246069461,5.014216082985513,1.6768552080029622
193,2025-07-13,58049.7163860944,57756.2967385048,293.4196475895894,53.5545483061544,3199.45708830504,2979.7018855193433,0.003982991275173515,5.012206458020955,1.5305314169963822
194,2025-07-14,60661.042919107545,60557.73474212908,103.308176978463,15.542075669995938,2979.7018855193433,3944.2210013593244,0.0033983571378561504,5.010671042022295,1.6672447079326957
195,2025-07-15,58589.43878287564,58177.91683431443,411.5219485612163,88.06608154852609,3944.2210013593244,4003.6752968173787,0.007600698495513904,5.016574917011894,2.037728957948275
196,2025-07-16,59499.624652159255,58224.0913399605,1275.5333121987533,277.74446182058915,4003.6752968173787,3169.067242293891,0.0029389179091671457,5.013334500021301,1.512004958000034
197,2025-07-17,60890.449019363106,58914.97273254461,1975.4762868184928,379.24687137607873,3169.067242293891,2506.035564705699,0.0019622255265981637,2.0148238750407472,0.8586879170034081
198,2025-07-18,27989.219211577976,27989.219211577976,0.0,0.0,2506.035564705699,4303.114882818014,0.007200312771546459,5.018171792034991,1.4839080419624224
199,2025-07-19,24540.68546768497,24332.860231887258,207.82523579771083,88.948609957479,4303.114882818014,3224.5605167659423,0.009557723809530346,5.01587537501473,1.8978889579884708
200,2025-07-20,56633.6531280664,56163.21174321194,470.4413848544557,87.20291393126871,3224.5605167659423,3592.1649256548762,0.0019975575968852197,4.271202499978244,1.4278254159726202
201,2025-07-21,60772.040703126695,60706.33530360356,65.70539952313773,14.498102277832686,3592.1649256548762,3579.495752062651,0.0016804763885040774,2.9547368340427056,1.624128874973394
202,2025-07-22,60144.06803124315,57951.928721445045,2192.1393097980927,418.93552778848556,3579.495752062651,2465.045699018337,0.0019496291224075618,1.7002742498880252,1.7724504999350756
203,2025-07-23,59419.574337337384,58850.100081451645,569.4742558857423,120.82477591349607,2465.045699018337,2683.699931907161,0.0029274545413459406,5.010520208044909,0.9354794169776142
204,2025-07-24,60090.31523800466,58491.04852667542,1599.2667113292423,301.11500066628696,2683.699931907161,3130.6592214846532,0.0026098880385974875,5.016571625019424,1.8727797910105437
205,2025-07-25,26608.807661074363,26572.59419584773,36.213465226632145,7.326211860536546,3130.6592214846532,4560.68541070884,0.009762346558397753,5.014507625019178,1.4671198329888284
206,2025-07-26,24506.326969962174,24506.326969962174,0.0,0.0,4560.68541070884,4137.412929523375,0.0019227224946417412,4.032859041937627,1.2392615829594433
207,2025-07-27,62724.71160576961,54584.1542104702,8140.5573952994155,1187.3311772408863,4137.412929523375,2077.556485365261,0.005901004628326247,5.010874124942347,1.8188197910785675
208,2025-07-28,61225.19301869996,60554.180756261296,671.0122624386629,114.18765286924125,2077.556485365261,1667.6503086820883,0.001721258189778929,4.359336624969728,1.6472516250796616
209,2025-07-29,60737.063047122,60144.48689703142,592.5761500905808,105.70524707139201,1667.6503086820883,3090.437890452241,0.001746221948268597,1.6478449159767479,1.4761795420199633
210,2025-07-30,58752.92846756513,58740.89181663432,12.03665093080614,4.369813371140367,3090.437890452241,2519.5268624160813,0.001921962833162325,4.64698695903644,1.6758621250046417
211,2025-07-31,58565.98862245622,58532.418899819924,33.569722636294706,9.27741454256261,2519.5268624160813,2477.5805055200035,0.0019141608667535214,2.2530543750617653,1.6967141670174897
212,2025-08-01,23952.489454219987,23924.141011182328,28.34844303765939,10.164375416873213,2477.5805055200035,2810.9642472122273,0.012097036394719951,5.012651750002988,1.5188422499923036
213,2025-08-02,22337.621364172697,22337.621364172697,0.0,0.0,2810.9642472122273,2560.5993618668367,0.001980059181044489,4.4708484999137,1.6757088750600815
214,2025-08-03,55991.957801730096,51717.111716212865,4274.846085517227,931.4701319262285,2560.5993618668367,1200.0,0.0018430749745913587,0.973849874921143,1.001172916032374
215,2025-08-04,54950.78828355062,54950.788283550624,0.0,0.0,1200.0,2582.0908923582183,0.0009984918173682135,1.5725879579549655,1.3288457909366116
216,2025-08-05,51456.85587789462,50287.76949378715,1169.086384107474,265.48913209711895,2582.0908923582183,1558.9702341329685,0.0023571644258169465,5.039180041989312,2.1232439579907805
217,2025-08-06,58773.888114220084,51640.863723531365,7133.024390688724,1471.2842406167251,1558.9702341329685,1616.691388871855,0.005250232999660518,5.019323333981447,1.6338260839693248
218,2025-08-07,52095.93104535473,51281.973220635235,813.9578247194995,197.27741306696308,1616.691388871855,2023.1541375484712,0.004045234185471524,5.014700916945003,1.7674122500466183
219,2025-08-08,22933.01899178564,22933.01899178564,0.0,0.0,2023.1541375484712,2002.841798260479,0.012300213505047291,5.019176292000338,1.6869011250091717
220,2025-08-09,22400.912224530388,20575.188663900397,1825.723560629991,646.8251823044316,2002.841798260479,1396.220231083214,0.0019925388503786823,4.412838999996893,1.7861522909952328
221,2025-08-10,51975.32257371189,51953.40481188254,21.917761829340556,6.5538260586747015,1396.220231083214,2511.1546616757673,0.003620506880851244,5.056861624936573,1.3531203749589622
222,2025-08-11,51325.43889423984,50275.77006266564,1049.6688315741933,214.50614281710122,2511.1546616757673,2229.3070484020504,0.002321321133532939,5.018770874943584,1.8697914580116048
223,2025-08-12,54409.78511659136,52410.81584145241,1998.969275138958,340.2806071528529,2229.3070484020504,2006.038202721206,0.004101012230953823,5.018742791959085,2.021260916022584
224,2025-08-13,51649.97482065617,51649.97482065618,0.0,0.0,2006.038202721206,1787.2454801351678,0.0051909689229392006,5.01508704200387,1.4506475840462372
225,2025-08-14,51924.65797594409,51259.47455316265,665.1834227814406,112.61154172963492,1787.2454801351678,1200.0,0.00864559537876715,5.023277707980014,0.9882626250619069
226,2025-08-15,22472.83115679645,22151.27976226891,321.55139452753946,67.17914762812529,1200.0,2464.9929480260867,0.00930505599935949,5.0133820419432595,1.4952181670814753
227,2025-08-16,21836.86148149539,21044.52254733057,792.3389341648208,211.055841707779,2464.9929480260867,1886.2845205352255,0.007751847914948541,5.012085333000869,1.8724971250630915
228,2025-08-17,50944.29847837424,50940.80440157949,3.49407679474586,0.6045638540956588,1886.2845205352255,2009.7385514952825,0.0056104007659677916,5.012059333967045,0.9007787080481648
229,2025-08-18,53190.57867146593,52931.52033800831,259.0583334576187,62.459207489478544,2009.7385514952825,3179.271259739712,0.0019764214379766974,1.9271614579483867,1.4943707910133526
230,2025-08-19,51121.06431949559,50969.18284538713,151.8814741084586,38.03673171212586,3179.271259739712,1479.5889584504444,0.00199721676815162,4.834562417003326,1.7371970829553902
231,2025-08-20,79839.89806671308,52153.01574805046,27686.882318662625,3677.07366226645,1479.5889584504444,1614.2118371558345,0.0019047161674658594,2.231184917036444,1.5781890830257908
232,2025-08-21,52023.64258824762,51779.544454441726,244.09813380588378,96.13614529290584,1614.2118371558345,1747.2452581985287,0.0035508358757471237,5.011152958963066,1.4339759170543402
233,2025-08-22,24006.541564355393,23159.756874666855,846.7846896885382,184.90568226841546,1747.2452581985287,1200.0,0.005573945975902441,5.013537833001465,1.6444465420208871
234,2025-08-23,21748.940532256267,21304.576287310112,444.3642449461581,194.15111026626656,1200.0,1200.0,0.001327922815640963,3.7432371249888092,1.7802801670040935
235,2025-08-24,53290.98360655179,53239.93360328766,51.05000326412319,19.27624142286345,1200.0,2024.283736475057,0.006561270800559886,5.013287957990542,1.573926500044763
236,2025-08-25,55081.33799838406,55031.30830706564,50.02969131839858,10.714143124188581,2024.283736475057,2506.9014933668486,0.0019695397702458894,4.857770542032085,1.8138986250851303
237,2025-08-26,53113.93130650357,53113.93130650357,0.0,0.0,2506.9014933668486,2902.405179485865,0.0016696583028059015,3.7778201659675688,1.4565172080183402
238,2025-08-27,52705.44385479524,52012.08551312819,693.3583416670438,137.2573415322015,2902.405179485865,1616.0864543990424,0.001987445776782897,4.258035207982175,1.6494702500058338
239,2025-08-28,55885.70928753677,54725.79595118374,1159.9133363530304,205.0526073028285,1616.0864543990424,2560.9168716675676,0.0024217470879501803,5.022709958953783,1.7900249579688534
240,2025-08-29,21478.48610639109,21326.584316351575,151.90179003951482,65.60164512243522,2560.9168716675676,1200.0,0.012631995670814179,5.011137749999762,1.8210764999967068
241,2025-08-30,23020.792910898803,23020.792910898806,0.0,0.0,1200.0,1882.943856124186,0.016334755917738152,5.013415958033875,1.772612000000663
242,2025-08-31,53049.13925176484,53049.139251764835,0.0,0.0,1882.943856124186,2302.7346275482655,0.0019847889372772405,4.311746917082928,1.5921502499841154
243,2025-09-01,46952.62926461184,46952.62926461184,0.0,0.0,2302.7346275482655,3934.3375839684304,0.0019662887370601187,4.467056833091192,1.5187692089239135
244,2025-09-02,40729.0805608674,40601.36072023553,127.71984063187645,27.39334907499945,3934.3375839684304,4798.712892291144,0.0022014463832008098,5.0308242089813575,1.9276470829499885
245,2025-09-03,41140.228370554505,41000.17561875644,140.05275179806256,31.447794273731347,4798.712892291144,3532.954273898521,0.001981742334124367,4.595336041995324,1.7459775831084698
246,2025-09-04,40494.21562652619,40494.21562652619,0.0,0.0,3532.954273898521,3828.6888221421445,0.0019976417763867666,4.820904167019762,1.5998109170468524
247,2025-09-05,16518.826621504937,16518.826621504937,0.0,0.0,3828.6888221421445,8442.890032518644,0.0019588244206962735,4.037751083960757,1.5436473749578
248,2025-09-06,14396.44678766082,14396.446787660818,0.0,0.0,8442.890032518644,6889.408837446026,0.0018295972607435768,4.269985416089185,1.7622800829121843
249,2025-09-07,39427.97710705101,34496.7756627428,4931.201444308215,744.1556945817697,6889.408837446026,2746.423368523475,0.0018553015846615218,4.1333525840891525,1.9723307499662042
250,2025-09-08,75157.68328725251,33376.99945798465,41780.68382926787,7977.620888307067,2746.423368523475,1200.0,0.004617326084536834,5.013723124982789,2.0045664169592783
251,2025-09-09,41635.756987991714,41196.78379396262,438.9731940290881,91.78816082837417,1200.0,3210.8228585293136,0.0019168946218738562,1.6434386669425294,1.8351594590349123
252,2025-09-10,53027.14926859661,39987.51124690575,13039.638021690851,2190.681518264571,3210.8228585293136,2869.4394739981017,0.0035411989932224684,5.024427417083643,1.765568625065498
253,2025-09-11,42433.35048358554,41695.396295952065,737.954187633471,165.6198477219583,2869.4394739981017,5660.9287559483055,0.005040472158242153,5.0252527500269935,1.530160583090037
254,2025-09-12,18969.713817566495,10753.15486377236,8216.558953794134,2445.134086392785,5660.9287559483055,1200.0,0.0019997980644739927,3.7151687919395044,1.9117384589044377
255,2025-09-13,14554.182100223414,13933.139260313961,621.0428399094524,246.64592426588788,1200.0,1200.0,0.0019841812214821753,4.387787709012628,1.8805462500313297
256,2025-09-14,42091.77106800902,41787.561452038804,304.2096159702177,132.82878174888685,1200.0,1200.0,0.0018770248460203772,3.216616875026375,1.8902823339449242
257,2025-09-15,43259.36522198817,43259.36522198817,0.0,0.0,1200.0,4045.606026946219,0.001895869205472082,4.813727208063938,1.5674737080698833
258,2025-09-16,42327.04688951336,42131.67823655809,195.36865295527235,53.3371030596005,4045.606026946219,2990.906575024674,0.0020415470621085938,5.020283165969886,1.9023756249807775
259,2025-09-17,42709.73445886023,42647.59532113385,62.13913772638269,12.288962271607375,2990.906575024674,3143.606682626453,0.001928232344917017,2.1832874580286443,1.6784570829477161
260,2025-09-18,41338.81057430127,41000.01632304843,338.7942512528396,66.40818478172787,3143.606682626453,3454.1732908218564,0.0028822666938818336,5.014035208034329,1.7597639999585226
261,2025-09-19,16846.545836859175,16153.029673701996,693.5161631571785,150.9300972193821,3454.1732908218564,8644.288949581962,0.0015854662352196576,4.969877833966166,1.8671779999276623
262,2025-09-20,13337.148560722333,13337.148560722333,0.0,0.0,8644.288949581962,5725.665210565642,0.006768104388736248,5.012551583000459,1.9450310829561204
263,2025-09-21,42254.77342332054,42248.72369475637,6.049728564160582,2.5092196450272013,5725.665210565642,1520.9459016767014,0.005637115940793445,5.013921167002991,1.5036052919458598
264,2025-09-22,45853.12093846068,45713.71069638265,139.41024207802735,59.355527234741885,1520.9459016767014,3168.345940644587,0.006175560191323315,5.012735625030473,1.5907965420046821
265,2025-09-23,45477.17884746345,45448.00488515121,29.173962312241887,7.702696320063865,3168.345940644587,3122.925804272195,0.0008013743601107536,1.2305820839246735,1.660928833996877
266,2025-09-24,43174.779376220205,43096.98204592423,77.79733029596771,35.61036624367614,3122.925804272195,2822.6452254083483,0.004458425771000835,5.038138624979183,1.7974824579432607
267,2025-09-25,45016.33152323513,45016.33152323513,0.0,0.0,2822.6452254083483,3651.7597001338613,0.0045185252023664186,5.031710915965959,1.6553392079658806
268,2025-09-26,17700.98546567923,17700.98546567923,0.0,0.0,3651.7597001338613,7957.230043616075,0.009439702200047388,5.035290208063088,1.6795221669599414
269,2025-09-27,16577.55871532059,15182.627339853401,1394.9313754671905,296.7333532051351,7957.230043616075,8409.767182076335,0.001986387150313227,3.607671083067544,1.8583628750639036
270,2025-09-28,44185.599409844464,44157.511563820466,28.087846024001,12.093798072766845,8409.767182076335,4391.016669582956,0.001729285918601501,1.386494416045025,1.030438958085142
271,2025-09-29,46248.83015405119,46143.5020702012,105.32808384999998,20.39463333333333,4391.016669582956,4088.6559997443105,0.0014820969442562986,1.9137466249521822,1.6776491249911487
272,2025-09-30,47080.62710393639,46309.695189753125,770.9319141832659,164.5365145846523,4088.6559997443105,3458.305041691127,0.001832598538352677,4.732573833083734,1.8099797090981156
273,2025-10-01,43575.82893914284,43575.82893914285,0.0,0.0,3458.305041691127,5703.163242935315,0.001999442709140813,3.8945435419445857,1.7292742499848828
274,2025-10-02,42013.3402922085,41991.699858523905,21.6404336845957,11.333036755483477,5703.163242935315,6176.975438044342,0.002274608101899426,5.0164223338942975,1.587708333041519
275,2025-10-03,14478.645644475211,14478.64564447521,0.0,0.0,6176.975438044342,10800.0,0.0002867261161822705,4.592513707932085,1.949906124966219
276,2025-10-04,13582.500713426014,13582.500713426012,0.0,0.0,10800.0,9195.1457880053,0.001737197335072673,3.2324542499845847,1.4147978340042755
277,2025-10-05,38530.68034835052,38504.25290820419,26.42744014633606,11.317961518773473,9195.1457880053,4870.974274985593,0.009511285800508912,5.019890042021871,1.6453670830233023
278,2025-10-06,40897.55169071765,40897.55169071765,0.0,0.0,4870.974274985593,4385.935459660795,0.00162435162623284,1.3010052499594167,1.555426208069548
279,2025-10-07,41113.1035679343,41113.1035679343,0.0,0.0,4385.935459660795,5638.1006103373,0.0014698729395945123,4.348269124981016,1.6019790840800852
280,2025-10-08,37730.59158812017,37730.59158812017,0.0,0.0,5638.1006103373,3631.54271261804,0.00363721251457442,5.024017584044486,1.749746499932371
281,2025-10-09,41317.48910361456,41317.48910361456,0.0,0.0,3631.54271261804,8306.243274757308,0.001922001542138701,4.781742167077027,1.4441097499802709
282,2025-10-10,13204.408388185502,13204.408388185502,0.0,0.0,8306.243274757308,9526.187430550974,0.0019984897457269953,4.08495137502905,1.9806102080037817
283,2025-10-11,10224.476117640846,10224.476117640846,0.0,0.0,9526.187430550974,1527.998814638023,0.0019609363449288046,2.5406550420448184,1.881061707972549
284,2025-10-12,39614.233159449985,39598.52161319539,15.711546254595701,3.3439493997224012,1527.998814638023,1547.6373377915988,0.005027489724733193,5.013498332933523,1.873351874994114
285,2025-10-13,40638.585351333095,40638.58535133309,0.0,0.0,1547.6373377915988,1786.5594131611776,0.007102838298367056,5.011091375024989,1.6899270419962704
286,2025-10-14,42582.7265581124,41823.12532241325,759.6012356991525,144.06493427648547,1786.5594131611776,5324.377123845604,0.0031887008924024436,5.010774624999613,1.5430197090609
287,2025-10-15,40543.77051599912,39614.45419553129,929.3163204678262,202.55878509683066,5324.377123845604,1468.223262018628,0.0018767233371614607,4.873959082993679,1.511016875039786
288,2025-10-16,48590.307055477744,44738.74926449528,3851.557790982464,617.8793520894646,1468.223262018628,7525.686025427055,0.002683675636589978,5.013016207958572,1.6198705409187824
289,2025-10-17,12263.309662872633,12263.309662872633,0.0,0.0,7525.686025427055,2279.2010841126803,0.0016271957610593428,4.142802541027777,1.9837847499875352
290,2025-10-18,13263.193027786972,13015.678646385362,247.51438140161144,71.60803733988121,2279.2010841126803,1951.4692753018596,0.011018441461786689,5.01448012504261,1.944142666994594
291,2025-10-19,45223.34886951087,43925.61064828695,1297.738221223914,283.7735313346436,1951.4692753018596,3402.176680464594,0.0027511489617798052,5.015196832944639,1.8880853339796886
292,2025-10-20,45496.0644900926,44001.69089008296,1494.3736000096521,283.29673819183535,3402.176680464594,2097.141491847025,0.0017014638181682533,1.6932376250624657,1.8967585420468822
293,2025-10-21,45428.231985638326,45428.231985638326,0.0,0.0,2097.141491847025,2008.1487398361369,0.0062688997345485865,5.017564917099662,1.7249104579677805
294,2025-10-22,45780.08166287773,45595.564975765476,184.51668711225525,37.00864912668663,2008.1487398361369,1692.1274536514504,0.004018983156581184,5.013380541931838,2.3443236669991165
295,2025-10-23,47155.165519850954,47155.16551985095,0.0,0.0,1692.1274536514504,4219.750547917726,0.0019874711970747443,4.597339167026803,1.981327333021909
296,2025-10-24,13299.2734771972,13299.273477197201,0.0,0.0,4219.750547917726,1996.3649720730948,0.001990608055514603,3.9613039169926196,2.08834450005088
297,2025-10-25,15670.683431406895,15596.177267331592,74.50616407530123,19.345595482178112,1996.3649720730948,7397.239754116182,0.0019930033656583713,4.1262415000237525,1.8687513330951333
298,2025-10-26,43881.27507008212,43881.27507008212,0.0,0.0,7397.239754116182,3137.452855558989,0.004188969132213064,5.015343417064287,1.9446839169831946
299,2025-10-27,46685.53488170685,46628.82349089344,56.711390813410546,14.682560728391081,3137.452855558989,3546.8381066639326,0.00796588032690209,5.017472167033702,1.933125999988988
300,2025-10-28,46461.543665221885,46461.543665221885,0.0,0.0,3546.8381066639326,4322.120335068467,0.0047203588203430505,5.015057499986142,1.8598148750606924
301,2025-10-29,50186.45178065952,47254.18700098625,2932.2647796732763,481.6664774341427,4322.120335068467,3051.9116748767865,0.0019111344125842173,4.965252459049225,1.7088150409981608
302,2025-10-30,49111.49448193677,49045.78802158998,65.70646034678623,28.649652358914636,3051.9116748767865,3531.4929757575783,0.003937956276906588,5.0490417500259355,1.79375229193829
303,2025-10-31,14199.451818055066,14199.451818055068,0.0,0.0,3531.4929757575783,2339.10750099247,0.0012847105830127705,4.284465208998881,1.94902762491256
304,2025-11-01,15523.682947524318,15442.023950408158,81.65899711615789,44.252276080348224,2339.10750099247,6820.69413921441,0.001983133781532122,4.0775179999182,1.9240380419651046
305,2025-11-02,49189.76036108172,49063.258272484025,126.50208859769576,26.4981333468152,6820.69413921441,6359.834766278275,0.008356680381694879,5.0183503340231255,1.985056959092617
306,2025-11-03,48965.669941778775,48965.669941778775,0.0,0.0,6359.834766278275,2621.5889202035373,0.0017455650568673111,3.7971161670284346,1.9606558750383556
307,2025-11-04,51055.8165768779,51025.28498775695,30.53158912094739,13.46010635201958,2621.5889202035373,3687.8425098557896,0.0032443913015051036,5.02066366688814,1.4558970420621336
308,2025-11-05,50238.10634404216,50228.85549851813,9.250845524031067,3.821084479153683,3687.8425098557896,2678.230750024892,0.0019988402805616767,4.486864874954335,1.4383435000199825
309,2025-11-06,53324.062981865645,52360.21384414779,963.8491377178586,184.6784241254795,2678.230750024892,4592.982595943014,0.0034479259419008426,5.011356416973285,1.4404534169007093
310,2025-11-07,13398.7708784427,13395.523209551053,3.247668891646917,1.9930462667363713,4592.982595943014,1970.2947966611232,0.0015015032993539795,3.381763125071302,1.1221319580217823
311,2025-11-08,14921.791120157846,14921.791120157846,0.0,0.0,1970.2947966611232,2245.3960890870835,0.0013553807127045933,2.7592930829850957,1.6848889590473846
312,2025-11-09,52268.50237675902,52210.987334862715,57.51504189628422,12.8812938082811,2245.3960890870835,3650.260048017141,0.0014129736820678615,4.999473999952897,1.826516208006069
313,2025-11-10,52585.7289381396,52466.412575458235,119.3163626813609,24.1610617732249,3650.260048017141,1695.3172309200202,0.0011000211523185114,3.0849172089947388,1.355352040962316
314,2025-11-11,54505.50546296001,54505.3031026936,0.20236026640910182,0.039350562257482125,1695.3172309200202,3760.7315648024323,0.0019572847745758315,2.9619744160445407,1.2744079580297694
315,2025-11-12,52202.64383399286,52178.37044031454,24.27339367831255,5.125783212345198,3760.7315648024323,1942.1639943992463,0.002959634511973897,5.020337208989076,1.1758140000747517
316,2025-11-13,52608.37190292897,52587.26492436549,21.10697856348635,9.101968432328249,1942.1639943992463,1380.0520067455143,0.0019997408849947323,4.737581041059457,1.10313662502449
317,2025-11-14,14573.14374589477,14573.143745894768,0.0,0.0,1380.0520067455143,1600.25936644489,0.0018296816368303691,3.866493499954231,1.199847084004432
318,2025-11-15,16513.457122263026,16503.291096694258,10.166025568767246,5.229437020970806,1600.25936644489,6385.085882136799,0.00881276195799842,5.015229334007017,2.0175115420715883
319,2025-11-16,52465.81700136601,52173.608422852005,292.20857851399967,59.33047813118023,6385.085882136799,1570.171990941527,0.0018951941908281963,4.030171625083312,1.2524726249976084
320,2025-11-17,55300.021003044385,55300.021003044385,0.0,0.0,1570.171990941527,2919.2429138223943,0.0019998156841171196,3.430799040943384,1.3520547919906676
321,2025-11-18,53596.142957284486,53577.02852834512,19.114428939352976,3.7110161958512897,2919.2429138223943,1473.0125478968287,0.004454556227134642,5.011656999937259,1.2574034580029547
322,2025-11-19,56005.76676137207,55715.37774220349,290.3890191685844,71.16485596265917,1473.0125478968287,3087.493599030385,0.0050642441763027604,5.010977416066453,1.3205546659883112
323,2025-11-20,54582.654680505024,54554.01603575061,28.63864475440883,12.648111900454069,3087.493599030385,3505.3666099893208,0.0017842483023315949,3.7354616669472307,1.1715922909788787
324,2025-11-21,14576.313177472637,14541.486314853966,34.826862618670376,18.706597083747965,3505.3666099893208,2024.3495891681864,0.001586611973615442,4.882592416019179,1.3229414579691365
325,2025-11-22,15712.325842828297,15697.195957910408,15.129884917889944,8.799002569287552,2024.3495891681864,1899.1887613001472,0.001380655149635472,2.721862667007372,1.2008632919751108
326,2025-11-23,55894.864671921714,54812.03669714884,1082.8279747728836,233.34174093909783,1899.1887613001472,1611.9535772014253,0.0029984845466550516,5.0109235000563785,1.4799336249707267
327,2025-11-24,55546.36616750972,55364.40445247119,181.9617150385263,36.14048783448645,1611.9535772014253,1382.247681101175,0.001939730141021088,2.996397832990624,1.2099546670215204
328,2025-11-25,55355.66869007726,55355.66869007726,0.0,0.0,1382.247681101175,1887.8888947373052,0.0013934374486101876,2.3390531659824774,1.2193855829536915
329,2025-11-26,56910.50935288951,56810.481822624315,100.02753026518815,19.922099650755463,1887.8888947373052,2305.513604769146,0.001442482597886275,4.515010583912954,1.3291042500641197
330,2025-11-27,55349.3040682774,55021.295291308,328.00877696940245,69.16435750786263,2305.513604769146,1454.914899570687,0.001858649153715744,2.416909834020771,1.283383583999239
331,2025-11-28,14953.53230805953,14953.53230805953,0.0,0.0,1454.914899570687,1633.5813182659083,0.0019928749817196773,4.605328083969653,1.3924921249272302
332,2025-11-29,17492.418533388456,15383.536288913347,2108.8822444751127,617.9687646138538,1633.5813182659083,1200.0,0.0019210557910298908,3.5574926669942215,1.424014125019312
333,2025-11-30,64234.02103289266,57279.61259310828,6954.408439784393,1248.7345026638977,1200.0,1200.0,0.0045406610423113225,5.016643875045702,1.4094977079657838
334,2025-12-01,91970.8351130425,62903.86911959939,29066.96599344311,4729.252601520691,1200.0,1200.0,0.001005521024363338,1.4444815829629079,1.2909142500720918
335,2025-12-02,76935.6965746526,70284.06372345446,6651.632851198144,1187.0497589599163,1200.0,3083.1835537748857,0.0014065957091779033,1.0825196660589427,1.3745773329865187
336,2025-12-03,69610.84479727139,68907.83013904633,703.0146582250586,240.33632698860697,3083.1835537748857,2801.9501433558353,0.0017863206368276586,3.0827877919655293,1.412764749955386
337,2025-12-04,73463.47847103572,69303.68117858682,4159.79729244892,679.5428410274559,2801.9501433558353,2886.244898195464,0.0016116474639007354,2.0219546670559794,1.057423165999353
338,2025-12-05,21336.835577063626,21069.966317956205,266.86925910742184,112.75921928834043,2886.244898195464,6496.932707548401,0.0019907292912545974,3.1126740840263665,1.1991445840103552
