policy_id,label,date,slot,hour,actual_net_kwh,forecast_net_kwh,planned_kwh,emergency_kwh,charge_kwh,discharge_kwh,power_kw,soc_start_kwh,soc_end_kwh
exp004/no_season,exp004 无季节,2025-09-23,23,4,623.128333333333,649.163091944814,649.163091944814,0,26.034758611481,0,156.208551668886,9690.12826185797,9714.82700252146
exp004/no_season,exp004 无季节,2025-09-23,24,4.16666666666667,595.522683333333,670.660369130119,670.660369130119,0,75.1376857967853,0,450.826114780712,9714.82700252146,9786.10887009104
exp004/no_season,exp004 无季节,2025-09-23,25,4.33333333333333,591.470933333333,666.919649100454,666.919649100454,0,75.4487157671209,0,452.692294602725,9786.10887009104,9857.68580659867
exp004/no_season,exp004 无季节,2025-09-23,26,4.5,616.071666666667,648.101102309998,648.101102309998,0,32.029435643331,0,192.176613859986,9857.68580659867,9888.07159723948
exp004/no_season,exp004 无季节,2025-09-23,27,4.66666666666667,604.8963,657.162914813435,657.162914813435,0,52.2666148134351,0,313.599688880611,9888.07159723948,9937.65606175862
exp004/no_season,exp004 无季节,2025-09-23,28,4.83333333333333,600.415816666667,647.997389353704,647.997389353704,0,47.5815726870369,0,285.489436122221,9937.65606175862,9982.79590506179
exp004/no_season,exp004 无季节,2025-09-23,29,5,618.123333333333,616.091187006291,616.091187006291,0,0,2.03214632704248,-12.1928779622549,9982.79590506179,9980.65383475106
exp004/no_season,exp004 无季节,2025-09-23,30,5.16666666666667,625.165266666667,609.994372795291,609.994372795291,0,0,15.1708938713755,-91.0253632282529,9980.65383475106,9964.66230849298
exp004/no_season,exp004 无季节,2025-09-23,31,5.33333333333333,614.908133333333,631.939579922553,631.939579922553,0,17.0314465892194,0,102.188679535316,9964.66230849298,9980.81975741381
exp004/no_season,exp004 无季节,2025-09-23,32,5.5,592.946666666667,644.682495273643,1478.01582860698,0,833.333333333333,0,5000,9980.81975741381,10771.3891724559
exp004/no_season,exp004 无季节,2025-09-23,33,5.66666666666667,583.97805,622.013861565389,1455.34719489872,0,30.1584602605384,0,180.95076156323,10771.3891724559,10800
exp004/no_season,exp004 无季节,2025-09-23,34,5.83333333333333,666.913433333333,682.725599833917,682.725599833917,0,0,0,0,10800,10800
exp004/no_season,exp004 无季节,2025-09-23,35,6,790.623333333333,803.477528286547,0,0,0,790.623333333333,-4743.74,10800,9966.60983179738
exp004/no_season,exp004 无季节,2025-09-23,36,6.16666666666667,793.772083333333,829.897247481796,0,0,0,793.772083333333,-4762.6325,9966.60983179738,9129.90058966728
exp004/no_season,exp004 无季节,2025-09-23,37,6.33333333333333,742.659816666667,777.43521303242,0,0,0,742.659816666667,-4455.9589,9129.90058966728,8347.06840721736
exp004/no_season,exp004 无季节,2025-09-23,38,6.5,690.46875,720.641147267174,0,0,0,690.46875,-4142.8125,8347.06840721736,7619.25043949423
exp004/no_season,exp004 无季节,2025-09-23,39,6.66666666666667,630.584016666667,673.369245490622,0,0,0,630.584016666667,-3783.5041,7619.25043949423,6954.55652323949
exp004/no_season,exp004 无季节,2025-09-23,40,6.83333333333333,584.88215,624.395928108797,0,0,0,584.88215,-3509.2929,6954.55652323949,6338.03660431407
exp004/no_season,exp004 无季节,2025-09-23,41,7,546.2125,566.89017293901,0,0,0,546.2125,-3277.275,6338.03660431407,5762.27807549583
exp004/no_season,exp004 无季节,2025-09-23,42,7.16666666666667,484.722833333333,507.144930996865,0,0,0,484.722833333333,-2908.337,5762.27807549583,5251.33534642132
exp004/no_season,exp004 无季节,2025-09-23,43,7.33333333333333,425.30835,470.485811821551,0,0,0,425.30835,-2551.8501,5251.33534642132,4803.02098179196
exp004/no_season,exp004 无季节,2025-09-23,44,7.5,361.320416666667,429.733276564884,429.733276564884,0,68.4128598982173,0,410.477159389304,4803.02098179196,4867.92311934927
exp004/no_season,exp004 无季节,2025-09-23,45,7.66666666666667,285.468266666667,353.930297594822,637.719199357249,0,352.250932690583,0,2113.5055961435,4867.92311934927,5202.09769591554
exp004/no_season,exp004 无季节,2025-09-23,46,7.83333333333333,357.730216666667,399.993802699662,0,0,0,357.730216666667,-2146.3813,5202.09769591554,4825.01693840481
exp004/no_season,exp004 无季节,2025-09-23,47,8,491.324583333333,532.322660373255,0,0,0,491.324583333333,-2947.9475,4825.01693840481,4307.11535381597
exp004/no_season,exp004 无季节,2025-09-23,48,8.16666666666667,424.227,526.395023704334,0,0,0,424.227,-2545.362,4307.11535381597,3859.94083216922
exp004/no_season,exp004 无季节,2025-09-23,49,8.33333333333333,340.29965,432.301637805678,0,0,0,340.29965,-2041.7979,3859.94083216922,3501.23350518318
exp004/no_season,exp004 无季节,2025-09-23,50,8.5,322.88875,339.397270565066,0,0,0,322.88875,-1937.3325,3501.23350518318,3160.87887823495
exp004/no_season,exp004 无季节,2025-09-23,51,8.66666666666667,267.16475,287.639431200798,0,0,0,267.16475,-1602.9885,3160.87887823495,2879.26250473179
exp004/no_season,exp004 无季节,2025-09-23,52,8.83333333333333,177.016983333333,254.104777955023,0,0,0,177.016983333333,-1062.1019,2879.26250473179,2692.67022077666
exp004/no_season,exp004 无季节,2025-09-23,53,9,103.286666666667,222.261240110781,0,0,0,103.286666666667,-619.719999999999,2692.67022077666,2583.7965145789
exp004/no_season,exp004 无季节,2025-09-23,54,9.16666666666667,88.5305333333334,191.659102987884,0,0,0,88.5305333333334,-531.1832,2583.7965145789,2490.47713864464
exp004/no_season,exp004 无季节,2025-09-23,55,9.33333333333333,75.3937333333333,139.952230773583,0,0,0,75.3937333333333,-452.3624,2490.47713864464,2411.00516576574
exp004/no_season,exp004 无季节,2025-09-23,56,9.5,46.3595833333334,63.0052692702713,0,0,0,46.3595833333334,-278.1575,2411.00516576574,2362.13787419584
exp004/no_season,exp004 无季节,2025-09-23,57,9.66666666666667,34.0806666666666,-14.3721970482158,0,0,0,34.0806666666666,-204.483999999999,2362.13787419584,2326.21369724796
exp004/no_season,exp004 无季节,2025-09-23,58,9.83333333333333,13.9784333333332,-49.9236290970008,0,0,0,13.9784333333332,-83.8705999999993,2326.21369724796,2311.47913476324
exp004/no_season,exp004 无季节,2025-09-23,59,10,-5.30041666666663,-43.4494055292049,0,0,5.30041666666663,0,31.8024999999998,2311.47913476324,2316.50755152761
exp004/no_season,exp004 无季节,2025-09-23,60,10.1666666666667,3.38896666666657,-37.8991449097995,0,0,0,3.38896666666657,-20.3337999999994,2316.50755152761,2312.93526700059
exp004/no_season,exp004 无季节,2025-09-23,61,10.3333333333333,-45.9135666666668,-62.3270977882318,0,0,45.9135666666668,0,275.481400000001,2312.93526700059,2356.49270085119
exp004/no_season,exp004 无季节,2025-09-23,62,10.5,-133.931666666667,-99.210462945915,0,0,133.931666666667,0,803.59,2356.49270085119,2483.55143609793
exp004/no_season,exp004 无季节,2025-09-23,63,10.6666666666667,-146.78905,-108.253987305218,0,0,146.78905,0,880.7343,2483.55143609793,2622.80775616963
exp004/no_season,exp004 无季节,2025-09-23,64,10.8333333333333,-127.813066666667,-126.068708407767,0,0,127.813066666667,0,766.8784,2622.80775616963,2744.06187778891
exp004/no_season,exp004 无季节,2025-09-23,65,11,-148.185833333333,-154.643175595519,0,0,148.185833333333,0,889.115,2744.06187778891,2884.64330287994
exp004/no_season,exp004 无季节,2025-09-23,66,11.1666666666667,-237.941716666667,-155.540104455226,677.793228878107,0,833.333333333333,0,5000,2884.64330287994,3675.21271792204
exp004/no_season,exp004 无季节,2025-09-23,67,11.3333333333333,-316.498516666667,-145.604166366053,601.215125521681,0,833.333333333333,0,5000,3675.21271792204,4465.78213296413
exp004/no_season,exp004 无季节,2025-09-23,68,11.5,-328.03625,-144.388360138308,688.944973195025,0,833.333333333333,0,5000,4465.78213296413,5256.35154800623
exp004/no_season,exp004 无季节,2025-09-23,69,11.6666666666667,-295.94055,-160.529987331792,672.803346001542,0,833.333333333333,0,5000,5256.35154800623,6046.92096304832
exp004/no_season,exp004 无季节,2025-09-23,70,11.8333333333333,-343.97645,-205.553616583162,627.779716750171,0,833.333333333333,0,5000,6046.92096304832,6837.49037809042
exp004/no_season,exp004 无季节,2025-09-23,71,12,-453.312083333333,-264.966979708672,568.366353624662,0,833.333333333333,0,5000,6837.49037809042,7628.05979313251
exp004/no_season,exp004 无季节,2025-09-23,72,12.1666666666667,-479.1387,-299.217726852231,534.115606481102,0,833.333333333333,0,5000,7628.05979313251,8418.62920817461
exp004/no_season,exp004 无季节,2025-09-23,73,12.3333333333333,-441.904033333333,-274.675118871312,558.658214462021,0,833.333333333333,0,5000,8418.62920817461,9209.1986232167
exp004/no_season,exp004 无季节,2025-09-23,74,12.5,-421.009583333333,-223.105303699415,610.228029633918,0,833.333333333333,0,5000,9209.1986232167,9999.7680382588
exp004/no_season,exp004 无季节,2025-09-23,75,12.6666666666667,-460.462516666667,-214.478468136966,618.854865196367,0,833.333333333333,0,5000,9999.7680382588,10790.3374533009
exp004/no_season,exp004 无季节,2025-09-23,76,12.8333333333333,-409.1788,-217.192298630597,0,0,10.1852185223097,0,61.1113111338582,10790.3374533009,10800
exp004/no_season,exp004 无季节,2025-09-23,77,13,-287.767916666667,-197.968692344333,0,0,0,0,0,10800,10800
exp004/no_season,exp004 无季节,2025-09-23,78,13.1666666666667,-271.910916666667,-160.225665931478,0,0,0,0,0,10800,10800
exp004/no_season,exp004 无季节,2025-09-23,79,13.3333333333333,-278.945616666667,-153.392656098488,0,0,0,0,0,10800,10800
exp004/no_season,exp004 无季节,2025-09-23,80,13.5,-248.609583333333,-158.640797892019,0,0,0,0,0,10800,10800
exp004/no_season,exp004 无季节,2025-09-23,81,13.6666666666667,-205.436183333333,-108.842800230597,0,0,0,0,0,10800,10800
exp004/no_season,exp004 无季节,2025-09-23,82,13.8333333333333,-156.054516666667,-55.8234169276758,0,0,0,0,0,10800,10800
exp004/no_season,exp004 无季节,2025-09-23,83,14,-114.23875,-42.6225858068443,0,0,0,0,0,10800,10800
exp004/no_season,exp004 无季节,2025-09-23,84,14.1666666666667,-89.8927166666667,-56.4722131782496,0,0,0,0,0,10800,10800
exp004/no_season,exp004 无季节,2025-09-23,85,14.3333333333333,-30.1064666666668,-25.1402849839237,0,0,0,0,0,10800,10800
exp004/no_season,exp004 无季节,2025-09-23,86,14.5,63.7583333333334,50.7963298292696,0,0,0,63.7583333333334,-382.55,10800,10732.7928156168
exp004/no_season,exp004 无季节,2025-09-23,87,14.6666666666667,137.285466666667,103.503619608627,0,0,0,137.285466666667,-823.7128,10732.7928156168,10588.0812275149
exp004/no_season,exp004 无季节,2025-09-23,88,14.8333333333333,202.581116666667,144.384068716123,0,0,0,202.581116666667,-1215.4867,10588.0812275149,10374.5419809792
exp004/no_season,exp004 无季节,2025-09-23,89,15,250.17375,183.33605288395,183.33605288395,0,0,66.8376971160504,-401.026182696302,10374.5419809792,10304.0888621635
exp004/no_season,exp004 无季节,2025-09-23,90,15.1666666666667,255.88385,222.374961241295,554.246092523541,0,298.362242523541,0,1790.17345514124,10304.0888621635,10587.1401384145
exp004/no_season,exp004 无季节,2025-09-23,91,15.3333333333333,287.7842,314.50179779017,314.50179779017,0,26.7175977901697,0,160.305586741018,10587.1401384145,10612.486677202
exp004/no_season,exp004 无季节,2025-09-23,92,15.5,327.535416666667,427.582485346158,427.582485346158,0,100.047068679491,0,600.282412076948,10612.486677202,10707.3996602772
exp004/no_season,exp004 无季节,2025-09-23,93,15.6666666666667,302.307266666667,466.209766830187,466.209766830187,0,97.6093285431507,0,585.655971258904,10707.3996602772,10800
exp004/no_season,exp004 无季节,2025-09-23,94,15.8333333333333,352.949183333333,480.659093831964,480.659093831964,0,0,0,0,10800,10800
exp004/no_season,exp004 无季节,2025-09-23,95,16,493.5825,525.743103558877,525.743103558877,0,0,0,0,10800,10800
exp004/no_season,exp004 无季节,2025-09-23,96,16.1666666666667,589.43265,607.662717699064,607.662717699064,0,0,0,0,10800,10800
exp004/no_season,exp004 无季节,2025-09-23,97,16.3333333333333,635.81365,669.07782990017,669.07782990017,0,0,0,0,10800,10800
exp004/no_season,exp004 无季节,2025-09-23,98,16.5,668.235416666667,697.961415777397,697.961415777397,0,0,0,0,10800,10800
exp004/no_season,exp004 无季节,2025-09-23,99,16.6666666666667,716.347533333333,738.012403085865,738.012403085865,0,0,0,0,10800,10800
exp004/no_season,exp004 无季节,2025-09-23,100,16.8333333333333,764.822683333333,810.980984069754,810.980984069754,0,0,0,0,10800,10800
exp004/no_season,exp004 无季节,2025-09-23,101,17,814.05375,885.915349448954,885.915349448954,0,0,0,0,10800,10800
exp004/no_season,exp004 无季节,2025-09-23,102,17.1666666666667,877.086983333333,912.272769157972,912.272769157972,0,0,0,0,10800,10800
exp004/no_season,exp004 无季节,2025-09-23,103,17.3333333333333,913.336616666667,944.485768306342,944.485768306342,0,0,0,0,10800,10800
exp004/no_season,exp004 无季节,2025-09-23,104,17.5,956.38375,1015.31427056348,1015.31427056348,0,0,0,0,10800,10800
exp004/no_season,exp004 无季节,2025-09-23,105,17.6666666666667,1051.86266666667,1083.58763470692,1083.58763470692,0,0,0,0,10800,10800
exp004/no_season,exp004 无季节,2025-09-23,106,17.8333333333333,959.165316666667,1007.20410843222,1007.20410843222,0,0,0,0,10800,10800
exp004/no_season,exp004 无季节,2025-09-23,107,18,752.645,826.094215481568,826.094215481568,0,0,0,0,10800,10800
exp004/no_season,exp004 无季节,2025-09-23,108,18.1666666666667,764.32985,784.969597421759,784.969597421759,0,0,0,0,10800,10800
exp004/no_season,exp004 无季节,2025-09-23,109,18.3333333333333,830.227266666667,803.648057665166,803.648057665166,0,0,26.5792090015008,-159.475254009005,10800,10771.9830537165
exp004/no_season,exp004 无季节,2025-09-23,110,18.5,834.416666666667,820.903500580502,820.903500580502,0,0,13.5131660861649,-81.0789965169895,10771.9830537165,10757.7389259724
exp004/no_season,exp004 无季节,2025-09-23,111,18.6666666666667,836.15965,857.174758632944,857.174758632944,0,21.0151086329437,0,126.090651797662,10757.7389259724,10777.6756085392
exp004/no_season,exp004 无季节,2025-09-23,112,18.8333333333333,810.3647,834.152275105221,761.496577465805,0,0,48.8681225341951,-293.208735205171,10777.6756085392,10726.1640844778
exp004/no_season,exp004 无季节,2025-09-23,113,19,777.426666666667,786.934135806379,0,0,0,777.426666666667,-4664.56,10726.1640844778,9906.68442433804
exp004/no_season,exp004 无季节,2025-09-23,114,19.1666666666667,799.098883333333,831.947253322625,0,0,0,799.098883333333,-4794.5933,9906.68442433804,9064.36024199454
exp004/no_season,exp004 无季节,2025-09-23,115,19.3333333333333,825.595866666667,859.690732671354,26.3573993380211,0,0,799.238467328646,-4795.43080397187,9064.36024199454,8221.88892520101
exp004/no_season,exp004 无季节,2025-09-23,116,19.5,817.816666666667,835.309768185909,1.97643485257606,0,0,815.840231814091,-4895.04139088454,8221.88892520101,7361.91781209025
exp004/no_season,exp004 无季节,2025-09-23,117,19.6666666666667,786.83635,833.383278782785,0.0499454494517977,0,0,786.786404550548,-4720.71842730329,7361.91781209025,6532.57212194545
exp004/no_season,exp004 无季节,2025-09-23,118,19.8333333333333,784.2189,835.023202548174,1.68986921484066,0,0,782.529030785159,-4695.17418471096,6532.57212194545,5707.71409778374
exp004/no_season,exp004 无季节,2025-09-23,119,20,811.911666666667,820.928062881791,0,0,0,811.911666666667,-4871.47,5707.71409778374,4851.88405594038
exp004/no_season,exp004 无季节,2025-09-23,120,20.1666666666667,827.178116666667,800.787732623898,0,0,0,827.178116666667,-4963.0687,4851.88405594038,3979.96176283533
exp004/no_season,exp004 无季节,2025-09-23,121,20.3333333333333,843.5677,801.203259999847,0,10.2343666666667,0,833.333333333333,-5000,3979.96176283533,3101.55130167745
exp004/no_season,exp004 无季节,2025-09-23,122,20.5,839.708333333333,826.236852344309,0,6.375,0,833.333333333333,-5000,3101.55130167745,2223.14084051957
exp004/no_season,exp004 无季节,2025-09-23,123,20.6666666666667,784.895283333333,849.932621486365,16.5992881530312,0,0,768.295995180302,-4609.77597108181,2223.14084051957,1413.28575320107
exp004/no_season,exp004 无季节,2025-09-23,124,20.8333333333333,801.6618,837.64066978005,837.64066978005,0,35.9788697800504,0,215.873218680303,1413.28575320107,1447.41830604413
exp004/no_season,exp004 无季节,2025-09-23,125,21,869.216666666667,815.897526354161,815.897526354161,0,0,53.3191403125056,-319.914841875034,1447.41830604413,1391.21499728759
exp004/no_season,exp004 无季节,2025-09-23,126,21.1666666666667,842.524383333333,837.597953709838,837.597953709838,0,0,4.9264296234951,-29.5585777409706,1391.21499728759,1386.02208450667
exp004/no_season,exp004 无季节,2025-09-23,127,21.3333333333333,804.595183333333,816.796723401389,816.796723401389,0,12.2015400680552,0,73.2092404083314,1386.02208450667,1397.59748177973
exp004/no_season,exp004 无季节,2025-09-23,128,21.5,813.381666666667,781.638156265264,781.638156265264,0,0,31.743510401403,-190.461062408418,1397.59748177973,1364.13688384717
exp004/no_season,exp004 无季节,2025-09-23,129,21.6666666666667,829.869133333333,835.308642618299,835.308642618299,0,5.43950928496611,0,32.6370557097966,1364.13688384717,1369.29725545541
exp004/no_season,exp004 无季节,2025-09-23,130,21.8333333333333,768.1865,794.78536484568,794.78536484568,0,26.5988648456803,0,159.593189074082,1369.29725545541,1394.53115428161
exp004/no_season,exp004 无季节,2025-09-23,131,22,639.243333333333,660.098321932991,660.098321932991,0,20.8549885996573,0,125.129931597944,1394.53115428161,1414.31593364714
exp004/no_season,exp004 无季节,2025-09-23,132,22.1666666666667,553.441566666667,622.496515647231,1325.06531327053,0,771.62374660386,0,4629.74247962316,1414.31593364714,2146.34249442938
exp004/no_season,exp004 无季节,2025-09-23,133,22.3333333333333,582.678566666667,632.311917860965,0,0,0,582.678566666667,-3496.0714,2146.34249442938,1532.1453562864
exp004/no_season,exp004 无季节,2025-09-23,134,22.5,647.206666666667,635.625937834302,635.625937834302,0,0,11.580728832365,-69.4843729941902,1532.1453562864,1519.93819626138
exp004/no_season,exp004 无季节,2025-09-23,135,22.6666666666667,596.69985,634.9855592006,634.9855592006,0,38.2857092005999,0,229.714255203599,1519.93819626138,1556.25920913401
exp004/no_season,exp004 无季节,2025-09-23,136,22.8333333333333,555.352283333333,639.142948468695,639.142948468695,0,83.7906651353619,0,502.743990812171,1556.25920913401,1635.75001368047
exp004/no_season,exp004 无季节,2025-09-23,137,23,569.35,640.240369410911,640.240369410911,0,70.8903694109106,0,425.342216465463,1635.75001368047,1703.00252313323
exp004/no_season,exp004 无季节,2025-09-23,138,23.1666666666667,564.655866666667,626.409408872464,626.409408872464,0,61.753542205797,0,370.521253234782,1703.00252313323,1761.58707721933
exp004/no_season,exp004 无季节,2025-09-23,139,23.3333333333333,576.501566666667,636.857081101931,636.857081101931,0,60.3555144352641,0,362.133086611585,1761.58707721933,1818.84534570931
exp004/no_season,exp004 无季节,2025-09-23,140,23.5,610.325,654.509545060737,654.509545060737,0,44.1845450607367,0,265.10727036442,1818.84534570931,1860.76248564039
exp004/no_season,exp004 无季节,2025-09-23,141,23.6666666666667,617.0673,627.928827120637,627.928827120637,0,10.8615271206367,0,65.1691627238199,1860.76248564039,1871.06663501107
exp004/no_season,exp004 无季节,2025-09-23,142,23.8333333333333,568.298083333333,639.475325141159,639.475325141159,0,71.1772418078259,0,427.063450846955,1871.06663501107,1938.59129551545
exp004/no_season,exp004 无季节,2025-09-23,143,24,524.601666666667,675.701069095277,675.701069095277,0,151.09940242861,0,906.596414571661,1938.59129551545,2081.93677494489
exp004/no_season,exp004 无季节,2025-11-10,0,0.166666666666667,566.3049,589.332338296598,1422.66567162993,0,833.333333333333,0,5000,1549.65636111454,2340.22577615663
exp004/no_season,exp004 无季节,2025-11-10,1,0.333333333333333,574.794633333333,606.63554899489,1439.96888232822,0,833.333333333333,0,5000,2340.22577615663,3130.79519119873
exp004/no_season,exp004 无季节,2025-11-10,2,0.5,605.451666666667,602.643403062366,1435.9767363957,0,830.525069729033,0,4983.1504183742,3130.79519119873,3918.7004534629
exp004/no_season,exp004 无季节,2025-11-10,3,0.666666666666667,593.842716666667,591.366734645448,1424.70006797878,0,830.857351312114,0,4985.14410787269,3918.7004534629,4706.92094571519
exp004/no_season,exp004 无季节,2025-11-10,4,0.833333333333333,568.365666666667,598.925836902471,1432.2591702358,0,833.333333333333,0,5000,4706.92094571519,5497.49036075728
exp004/no_season,exp004 无季节,2025-11-10,5,1,555.456666666667,612.693941697745,1446.02727503108,0,833.333333333333,0,5000,5497.49036075728,6288.05977579938
exp004/no_season,exp004 无季节,2025-11-10,6,1.16666666666667,558.94105,596.76473074718,596.76473074718,0,37.8236807471797,0,226.942084483078,6288.05977579938,6323.94246999502
exp004/no_season,exp004 无季节,2025-11-10,7,1.33333333333333,593.989766666667,586.243179696326,1419.57651302966,0,825.586746362993,0,4953.52047817796,6323.94246999502,7107.16282736146
exp004/no_season,exp004 无季节,2025-11-10,8,1.5,619.876666666667,598.079823062887,1431.41315639622,0,811.536489729553,0,4869.21893837732,7107.16282736146,7877.05394092643
exp004/no_season,exp004 无季节,2025-11-10,9,1.66666666666667,577.918183333333,613.146617496998,613.146617496998,0,35.2284341636648,0,211.370604981989,7877.05394092643,7910.47456803397
exp004/no_season,exp004 无季节,2025-11-10,10,1.83333333333333,568.053116666667,614.263027156161,614.263027156161,0,46.2099104894943,0,277.259462936966,7910.47456803397,7954.31313831976
exp004/no_season,exp004 无季节,2025-11-10,11,2,602.456666666667,603.600739146093,1187.65241852215,0,585.195751855485,0,3511.17451113291,7954.31313831976,8509.47857419517
exp004/no_season,exp004 无季节,2025-11-10,12,2.16666666666667,593.746066666667,600.357341389925,1433.69067472326,0,833.333333333333,0,5000,8509.47857419517,9300.04798923727
exp004/no_season,exp004 无季节,2025-11-10,13,2.33333333333333,567.82555,616.690988021355,616.690988021355,0,48.8654380213553,0,293.192628128132,9300.04798923727,9346.40581414005
exp004/no_season,exp004 无季节,2025-11-10,14,2.5,563.211666666667,633.878394714109,633.878394714109,0,70.6667280474419,0,424.000368284651,9346.40581414005,9413.44615876654
exp004/no_season,exp004 无季节,2025-11-10,15,2.66666666666667,589.031266666667,620.028166212376,620.028166212376,0,30.9968995457095,0,185.981397274257,9413.44615876654,9442.8523996569
exp004/no_season,exp004 无季节,2025-11-10,16,2.83333333333333,606.610866666667,609.643835959843,609.643835959843,0,3.03296929317662,0,18.1978157590597,9442.8523996569,9445.72972696884
exp004/no_season,exp004 无季节,2025-11-10,17,3,594.886666666667,619.129995182267,619.129995182267,0,24.2433285156006,0,145.459971093604,9445.72972696884,9468.72896782074
exp004/no_season,exp004 无季节,2025-11-10,18,3.16666666666667,570.093666666667,630.583240817329,630.583240817329,0,60.4895741506623,0,362.937444903974,9468.72896782074,9526.11441652366
exp004/no_season,exp004 无季节,2025-11-10,19,3.33333333333333,577.140883333333,631.560077957019,631.560077957019,0,54.4191946236857,0,326.515167742114,9526.11441652366,9577.74099755651
exp004/no_season,exp004 无季节,2025-11-10,20,3.5,598.756666666667,615.868516231263,615.868516231263,0,17.1118495645964,0,102.671097387578,9577.74099755651,9593.9747234372
exp004/no_season,exp004 无季节,2025-11-10,21,3.66666666666667,581.232483333333,591.777090467188,591.777090467188,0,10.5446071338546,0,63.2676428031275,9593.9747234372,9603.97821610959
exp004/no_season,exp004 无季节,2025-11-10,22,3.83333333333333,596.516,604.291474888339,604.291474888339,0,7.77547488833932,0,46.6528493300359,9603.97821610959,9611.35467927057
exp004/no_season,exp004 无季节,2025-11-10,23,4,641.756666666667,636.286786397692,636.286786397692,0,0,5.46988026897418,-32.8192816138451,9611.35467927057,9605.58891921111
exp004/no_season,exp004 无季节,2025-11-10,24,4.16666666666667,636.770266666667,625.170618146285,625.170618146285,0,0,11.5996485203817,-69.5978911222903,9605.58891921111,9593.36181608384
exp004/no_season,exp004 无季节,2025-11-10,25,4.33333333333333,618.26675,607.416107138669,607.416107138669,0,0,10.8506428613309,-65.1038571679856,9593.36181608384,9581.92423424423
exp004/no_season,exp004 无季节,2025-11-10,26,4.5,615.716666666667,611.54773042137,611.54773042137,0,0,4.16893624529655,-25.0136174717793,9581.92423424423,9577.52978959251
exp004/no_season,exp004 无季节,2025-11-10,27,4.66666666666667,620.4639,627.49156575867,627.49156575867,0,7.02766575866997,0,42.1659945520198,9577.52978959251,9584.19681872204
exp004/no_season,exp004 无季节,2025-11-10,28,4.83333333333333,622.075066666667,626.67210284646,626.67210284646,0,4.59703617979289,0,27.5822170787574,9584.19681872204,9588.55795016634
exp004/no_season,exp004 无季节,2025-11-10,29,5,614.091666666667,621.418236102525,621.418236102525,0,7.32656943585846,0,43.9594166151508,9588.55795016634,9595.50854422215
exp004/no_season,exp004 无季节,2025-11-10,30,5.16666666666667,598.118766666667,645.712591071242,645.712591071242,0,47.5938244045757,0,285.562946427454,9595.50854422215,9640.66001052512
exp004/no_season,exp004 无季节,2025-11-10,31,5.33333333333333,591.085816666667,648.575648948972,648.575648948972,0,57.4898322823049,0,344.938993693829,9640.66001052512,9695.19965421907
exp004/no_season,exp004 无季节,2025-11-10,32,5.5,592.878333333333,613.972599748188,1447.30593308152,0,833.333333333333,0,5000,9695.19965421907,10485.7690692612
exp004/no_season,exp004 无季节,2025-11-10,33,5.66666666666667,602.61195,594.670786642753,1428.00411997609,0,331.228484136449,0,1987.37090481869,10485.7690692612,10800
exp004/no_season,exp004 无季节,2025-11-10,34,5.83333333333333,693.501766666667,679.601982107285,679.601982107285,0,0,13.8997845593818,-83.398707356291,10800,10785.3483406022
exp004/no_season,exp004 无季节,2025-11-10,35,6,815.1,808.282609870632,0,0,0,815.1,-4890.6,10785.3483406022,9926.15750033449
exp004/no_season,exp004 无季节,2025-11-10,36,6.16666666666667,826.685333333333,803.64778920443,0,0,0,826.685333333333,-4960.112,9926.15750033449,9054.75464647154
exp004/no_season,exp004 无季节,2025-11-10,37,6.33333333333333,795.37075,765.26970062713,0,0,0,795.37075,-4772.2245,9054.75464647154,8216.36026171275
exp004/no_season,exp004 无季节,2025-11-10,38,6.5,788.478333333333,774.151174898274,0,0,0,788.478333333333,-4730.87,8216.36026171275,7385.23112203715
exp004/no_season,exp004 无季节,2025-11-10,39,6.66666666666667,804.48005,802.132835438084,0,0,0,804.48005,-4826.8803,7385.23112203715,6537.23469198177
exp004/no_season,exp004 无季节,2025-11-10,40,6.83333333333333,802.98065,790.273603760866,790.273603760866,0,0,12.7070462391337,-76.242277434802,6537.23469198177,6523.84028916552
exp004/no_season,exp004 无季节,2025-11-10,41,7,755.447916666667,728.780806839441,728.780806839441,0,0,26.6671098272259,-160.002658963355,6523.84028916552,6495.73068727622
exp004/no_season,exp004 无季节,2025-11-10,42,7.16666666666667,699.10755,685.497971473917,685.497971473917,0,0,13.6095785260829,-81.6574711564976,6495.73068727622,6481.38493189711
exp004/no_season,exp004 无季节,2025-11-10,43,7.33333333333333,651.475816666667,651.866500714449,651.866500714449,0,0.39068404778277,0,2.34410428669662,6481.38493189711,6481.75556732806
exp004/no_season,exp004 无季节,2025-11-10,44,7.5,603.526666666667,590.288584424396,1169.55657970017,0,566.029913033501,0,3396.17947820101,6481.75556732806,7018.73869201993
exp004/no_season,exp004 无季节,2025-11-10,45,7.66666666666667,554.875233333333,499.552228199546,1332.88556153288,0,778.010328199546,0,4668.06196919727,7018.73869201993,7756.82409609363
exp004/no_season,exp004 无季节,2025-11-10,46,7.83333333333333,619.374516666667,550.793005120603,0,0,0,619.374516666667,-3716.2471,7756.82409609363,7103.9460303161
exp004/no_season,exp004 无季节,2025-11-10,47,8,736.929166666667,700.431978749018,0,0,0,736.929166666667,-4421.575,7103.9460303161,6327.15448335727
exp004/no_season,exp004 无季节,2025-11-10,48,8.16666666666667,717.976416666667,695.76135909479,0,0,0,717.976416666667,-4307.8585,6327.15448335727,5570.34088903969
