policy_id,label,date,month,total_cost,planned_cost,emergency_cost,planned_kwh,emergency_kwh
exp004/no_season,exp004 无季节,2025-09-26,9,18676.8822665867,18676.8822665867,0,33952.5065208567,0
exp004/no_season,exp004 无季节,2025-09-27,9,18382.4642260939,18382.4642260939,0,33164.3290433019,0
exp004/no_season,exp004 无季节,2025-09-28,9,44813.8573882301,44130.8014027904,683.055985439712,71096.6798407778,140.872071252174
exp004/no_season,exp004 无季节,2025-09-29,9,45635.3170602604,45536.580393404,98.7366668564106,73253.7797516997,18.3293655543148
exp004/no_season,exp004 无季节,2025-09-30,9,44881.8982222482,44746.1272272561,135.77099499209,71627.049200792,20.0948708639221
exp004/no_season,exp004 无季节,2025-10-01,10,46655.4119789506,46655.4119789506,0,74694.0966398685,0
exp004/no_season,exp004 无季节,2025-10-02,10,37984.467621367,37984.467621367,0,59645.88165795,0
exp004/no_season,exp004 无季节,2025-10-03,10,16638.2019511137,16638.2019511137,0,30134.7505127796,0
exp004/no_season,exp004 无季节,2025-10-04,10,17825.2867337086,17825.2867337086,0,31604.9529477997,0
exp004/no_season,exp004 无季节,2025-10-05,10,42247.7022867037,42247.7022867037,0,67237.1788200241,0
exp004/no_season,exp004 无季节,2025-10-06,10,41520.5664474906,41520.5664474906,0,65921.6206874307,0
exp004/no_season,exp004 无季节,2025-10-07,10,43093.4564688919,43093.4564688919,0,68621.3500426645,0
exp004/no_season,exp004 无季节,2025-10-08,10,39775.4672149093,39775.4672149093,0,64961.5689004594,0
exp004/no_season,exp004 无季节,2025-10-09,10,39386.1265897769,39386.1265897769,0,65163.5220906071,0
exp004/no_season,exp004 无季节,2025-10-10,10,16252.8663060831,16252.8663060831,0,31417.4240810467,0
exp004/no_season,exp004 无季节,2025-10-11,10,16844.5768285069,16844.5768285069,0,32308.8940729549,0
exp004/no_season,exp004 无季节,2025-10-12,10,41977.5774748431,41892.2105968088,85.3668780343335,68553.4081830824,18.2252088032309
exp004/no_season,exp004 无季节,2025-10-13,10,41753.5404131554,41753.5404131554,0,68763.7278116264,0
exp004/no_season,exp004 无季节,2025-10-14,10,40600.0994955029,40600.0994955029,0,66485.6095412353,0
exp004/no_season,exp004 无季节,2025-10-15,10,42543.7797927194,42543.7797927194,0,69448.1827605806,0
exp004/no_season,exp004 无季节,2025-10-16,10,43449.3993296196,43449.3993296196,0,70979.4149438092,0
exp004/no_season,exp004 无季节,2025-10-17,10,17650.5016922822,17650.5016922822,0,33457.0741150745,0
exp004/no_season,exp004 无季节,2025-10-18,10,17117.3993731239,17117.3993731239,0,32313.6059641907,0
exp004/no_season,exp004 无季节,2025-10-19,10,43022.3903468887,43022.3903468887,0,70294.7594151267,0
exp004/no_season,exp004 无季节,2025-10-20,10,45373.403187244,45373.403187244,0,73391.5291905,0
exp004/no_season,exp004 无季节,2025-10-21,10,46057.6048221858,46057.6048221858,0,74433.7972364817,0
exp004/no_season,exp004 无季节,2025-10-22,10,45757.4646710652,45757.4646710652,0,74518.49563287,0
exp004/no_season,exp004 无季节,2025-10-23,10,45666.7133495981,45666.7133495981,0,73921.5046265058,0
exp004/no_season,exp004 无季节,2025-10-24,10,17357.3944948333,17357.3944948333,0,32976.1392680034,0
exp004/no_season,exp004 无季节,2025-10-25,10,17641.3779736758,17641.3779736758,0,33465.8592969783,0
exp004/no_season,exp004 无季节,2025-10-26,10,46010.9431510652,46010.9431510652,0,74234.5027084339,0
exp004/no_season,exp004 无季节,2025-10-27,10,45684.6645241535,45601.4088942858,83.2556298677122,73969.5069681661,17.7744726446866
exp004/no_season,exp004 无季节,2025-10-28,10,45055.8109699726,45055.8109699726,0,72714.0216755382,0
exp004/no_season,exp004 无季节,2025-10-29,10,46443.6404779959,46443.6404779959,0,74725.875006945,0
exp004/no_season,exp004 无季节,2025-10-30,10,47599.9862001961,47599.9862001961,0,76826.0207302023,0
exp004/no_season,exp004 无季节,2025-10-31,10,18577.4367343901,18577.4367343901,0,34813.6231495312,0
exp004/no_season,exp004 无季节,2025-11-01,11,16897.3601656234,16897.3601656234,0,31687.0332365888,0
exp004/no_season,exp004 无季节,2025-11-02,11,46171.9056771681,45245.2734176383,926.632259529773,73644.7260397517,176.348619458582
exp004/no_season,exp004 无季节,2025-11-03,11,45954.7682436765,45954.7682436765,0,74556.8261098257,0
exp004/no_season,exp004 无季节,2025-11-04,11,46020.8382721609,45855.4447770743,165.393495086617,74408.0846970476,34.9723018711702
exp004/no_season,exp004 无季节,2025-11-05,11,46148.7953539467,46134.9147017717,13.8806521749998,74612.8694020477,3.22768333333329
exp004/no_season,exp004 无季节,2025-11-06,11,51706.8128106337,45558.0343615134,6148.77844912028,73810.8255936224,1273.57990409868
exp004/no_season,exp004 无季节,2025-11-07,11,18175.223894968,17624.6310080642,550.592886903808,33212.5284082564,101.262654791069
exp004/no_season,exp004 无季节,2025-11-08,11,17209.2824681825,17209.2824681825,0,32903.5200636407,0
exp004/no_season,exp004 无季节,2025-11-09,11,48652.4252776416,46793.6638748878,1858.76140275377,75710.6195857773,288.640905776101
exp004/no_season,exp004 无季节,2025-11-10,11,49414.7813316054,47635.2904879203,1779.49084368506,77345.0033220473,363.628605813895
exp004/no_season,exp004 无季节,2025-11-11,11,48408.8330739824,48399.8477998158,8.98527416666696,77699.313194673,2.05166666666673
exp004/no_season,exp004 无季节,2025-11-12,11,47608.0942222907,47556.5329089573,51.5613133333332,76409.9427499093,11.7733333333333
exp004/no_season,exp004 无季节,2025-11-13,11,49331.152727302,47498.8992803169,1832.25344698513,76368.835268404,263.31158104718
exp004/no_season,exp004 无季节,2025-11-14,11,17955.4601300361,17955.4601300361,0,33648.5358828406,0
exp004/no_season,exp004 无季节,2025-11-15,11,19629.4853714064,17649.640815775,1979.84455563136,33256.9882982837,346.924681499473
exp004/no_season,exp004 无季节,2025-11-16,11,49730.4211801286,49267.9331554187,462.488024709904,79376.240423712,112.254317551346
exp004/no_season,exp004 无季节,2025-11-17,11,50269.8025244866,50269.8025244866,0,80225.5921501838,0
exp004/no_season,exp004 无季节,2025-11-18,11,48701.0197691176,48701.0197691176,0,77944.4821670909,0
exp004/no_season,exp004 无季节,2025-11-19,11,52449.593642178,49352.493597295,3097.100044883,79228.5125632331,635.722341343357
exp004/no_season,exp004 无季节,2025-11-20,11,49894.8028568169,49633.9339004581,260.868956358799,79593.9882134068,54.3707029972428
exp004/no_season,exp004 无季节,2025-11-21,11,20949.8352062448,18301.6555378453,2648.17966839956,34131.5244402401,474.34871360455
exp004/no_season,exp004 无季节,2025-11-22,11,19224.4302060893,18236.5579379481,987.872268141151,34313.9579382574,184.805440173631
exp004/no_season,exp004 无季节,2025-11-23,11,51443.2831370882,51001.63747493,441.645662158237,81686.8147205475,89.7745019124377
exp004/no_season,exp004 无季节,2025-11-24,11,50190.7571695536,50102.5121708869,88.244998666666,80138.9664733498,18.8396666666665
exp004/no_season,exp004 无季节,2025-11-25,11,52679.9950594399,49836.6102553046,2843.38480413533,80040.4993274943,585.216916858093
exp004/no_season,exp004 无季节,2025-11-26,11,51317.3765102476,51162.836517581,154.539992666667,81668.9338595329,32.9931666666666
exp004/no_season,exp004 无季节,2025-11-27,11,50393.8930139616,50393.8930139616,0,80739.6986960671,0
exp004/no_season,exp004 无季节,2025-11-28,11,19405.0074697394,18656.7259796204,748.281490118933,34727.5718995759,141.628711019867
exp004/no_season,exp004 无季节,2025-11-29,11,25194.6994060122,18697.6899579643,6497.00944804792,35238.1126699957,1109.37934840556
exp004/no_season,exp004 无季节,2025-11-30,11,53133.094903476,53104.6965921427,28.3983113333337,85134.7849495985,6.0628333333334
exp004/no_season,exp004 无季节,2025-12-01,12,75367.8645406834,53270.7509017918,22097.1136388916,84716.0735302119,4450.46908782593
exp004/no_season,exp004 无季节,2025-12-02,12,69423.936088421,56114.8609827139,13309.0751057071,88910.3510802052,2724.70236013211
exp004/no_season,exp004 无季节,2025-12-03,12,59881.3940976151,56824.3112582928,3057.0828393223,89393.4802522357,630.556118290296
exp004/no_season,exp004 无季节,2025-12-04,12,70103.3649982464,56758.8804556454,13344.484542601,89533.786000931,2741.54208991016
exp004/no_season,exp004 无季节,2025-12-05,12,32177.9946994527,21771.9467496028,10406.0479498499,40462.0444554637,1745.51054875097
exp004/no_season,exp004 无季节,2025-12-06,12,38628.7023463433,23043.2398044662,15585.4625418772,43205.8012270083,2597.38156182365
exp004/no_season,exp004 无季节,2025-12-07,12,68343.4443898689,55514.6779610739,12828.766428795,88222.4027761683,2424.45589908652
exp004/no_season,exp004 无季节,2025-12-08,12,59453.675822166,59453.675822166,0,93801.7773492053,0
exp004/no_season,exp004 无季节,2025-12-09,12,59689.8981942195,59217.5949738642,472.303220355282,93107.695656162,81.1014760624134
exp004/no_season,exp004 无季节,2025-12-10,12,58702.6483371638,58501.3532123909,201.295124772901,92230.0347642468,42.9750479873828
exp004/no_season,exp004 无季节,2025-12-11,12,58575.1080379071,58295.5514949312,279.556542975962,92443.5436942442,52.6415347946129
exp004/no_season,exp004 无季节,2025-12-12,12,24269.321020396,23906.547624719,362.773395677035,45648.237413112,71.6933461521505
exp004/no_season,exp004 无季节,2025-12-13,12,24871.7907429332,24871.7907429332,0,47892.442025659,0
exp004/no_season,exp004 无季节,2025-12-14,12,59837.1342150031,59824.0785196854,13.0556953177004,94024.3049752475,2.78729618225884
exp004/no_season,exp004 无季节,2025-12-15,12,59884.3188496003,59807.9345464888,76.3843031114217,94269.102300415,13.1504352434229
exp004/no_season,exp004 无季节,2025-12-16,12,59770.6252600805,59723.1434746452,47.4817854353111,93637.363720538,10.1370165318768
exp004/no_season,exp004 无季节,2025-12-17,12,59484.3765702919,59484.3765702919,0,93726.5567241556,0
exp004/no_season,exp004 无季节,2025-12-18,12,61422.6322596927,57979.2549837389,3443.37727595386,91803.5257221967,707.244118999766
exp004/no_season,exp004 无季节,2025-12-19,12,24647.1230278011,24647.1230278011,0,46925.1209918474,0
exp004/no_season,exp004 无季节,2025-12-20,12,25381.9831321765,24819.8066207455,562.176511430993,47424.2271757277,117.47828610261
exp004/no_season,exp004 无季节,2025-12-21,12,60391.5653471928,60033.8523087684,357.713038424353,94135.7061850685,69.9526431375477
exp004/no_season,exp004 无季节,2025-12-22,12,60632.0419128124,60484.5327532857,147.509159526765,95031.7359978448,26.7117282464718
exp004/no_season,exp004 无季节,2025-12-23,12,60171.0126669296,60153.1491991566,17.8634677729827,94335.5037986915,3.81372070302791
exp004/no_season,exp004 无季节,2025-12-24,12,58950.7757873332,58398.204911502,552.570875831262,92266.2140173301,83.8830258147852
exp004/no_season,exp004 无季节,2025-12-25,12,59161.2218258664,58277.4538134255,883.768012440872,92069.5467376996,160.782036727084
exp004/no_season,exp004 无季节,2025-12-26,12,24758.3790582232,24758.3790582232,0,47213.2399069037,0
exp004/no_season,exp004 无季节,2025-12-27,12,24380.3229353315,24380.3229353315,0,46553.4450402456,0
exp004/no_season,exp004 无季节,2025-12-28,12,60362.8385006022,59782.6015980254,580.236902576734,94040.3753814668,100.265267053074
exp004/no_season,exp004 无季节,2025-12-29,12,59446.697595246,59446.697595246,0,93433.3776788123,0
exp004/no_season,exp004 无季节,2025-12-30,12,59054.3986493684,58749.9164956632,304.482153705186,92678.7008939812,52.5259423846865
exp004/no_season,exp004 无季节,2025-12-31,12,58577.4314165907,58274.5327170812,302.898699509475,91695.0445213547,86.946632137983
exp006/primary,exp006 正式·树DP,2025-02-01,2,38272.9771687233,38272.9771687233,0,65449.8940661599,0
exp006/primary,exp006 正式·树DP,2025-02-02,2,60979.2564395502,60950.1879517022,29.068487847963,94548.2061488563,13.343349941686
exp006/primary,exp006 正式·树DP,2025-02-03,2,57162.8553457826,52041.0380624431,5121.81728333951,83140.9803544808,1195.18363419236
exp006/primary,exp006 正式·树DP,2025-02-04,2,57535.5705071048,55083.2212918255,2452.34921527924,88147.7653258079,565.460166235837
exp006/primary,exp006 正式·树DP,2025-02-05,2,58100.6771528689,55898.6034873009,2202.07366556806,88792.3172267227,440.268632807031
exp006/primary,exp006 正式·树DP,2025-02-06,2,56547.2116517565,54693.5779141019,1853.63373765459,87284.6128240626,419.040641619268
exp006/primary,exp006 正式·树DP,2025-02-07,2,23626.9540594086,21647.3247007673,1979.62935864125,41435.2375388832,470.536570480896
exp006/primary,exp006 正式·树DP,2025-02-08,2,20948.0508653092,19456.7090582588,1491.3418070504,37144.2479001767,427.488535797251
exp006/primary,exp006 正式·树DP,2025-02-09,2,56681.4272574188,50658.8378459331,6022.58941148575,81680.3754072485,1411.26594554401
exp006/primary,exp006 正式·树DP,2025-02-10,2,54584.3543644592,52774.6126039353,1809.74176052397,84480.5693610572,550.012187856338
exp006/primary,exp006 正式·树DP,2025-02-11,2,53451.2913380168,50645.2359581674,2806.05537984945,82030.0187619381,566.997458809026
exp006/primary,exp006 正式·树DP,2025-02-12,2,53561.2044715486,51328.7842567317,2232.42021481682,82839.0264757151,532.213208004717
exp006/primary,exp006 正式·树DP,2025-02-13,2,52582.3798742334,50938.0953593254,1644.28451490791,82142.6389837962,389.757035352051
exp006/primary,exp006 正式·树DP,2025-02-14,2,20096.6506695998,18292.7733369648,1803.87733263496,35271.6324359024,469.395078954626
exp006/primary,exp006 正式·树DP,2025-02-15,2,21427.1205824362,19745.5856863818,1681.53489605441,37929.6281537571,465.304398875325
exp006/primary,exp006 正式·树DP,2025-02-16,2,53127.4551430559,49276.0808207967,3851.37432225923,79776.7896941507,887.667989860864
exp006/primary,exp006 正式·树DP,2025-02-17,2,51009.214983608,49879.4041850126,1129.81079859537,80863.6350671475,287.232150206856
exp006/primary,exp006 正式·树DP,2025-02-18,2,50201.9036617116,48500.3760017959,1701.52765991568,78904.3412644096,353.173773822936
exp006/primary,exp006 正式·树DP,2025-02-19,2,51760.7875965073,48551.9543990377,3208.83319746962,78885.6663527385,785.653560833303
exp006/primary,exp006 正式·树DP,2025-02-20,2,50619.7335983639,48720.4746478318,1899.25895053213,78777.432051703,441.504619888725
exp006/primary,exp006 正式·树DP,2025-02-21,2,19179.8397537599,18385.210297442,794.629456317878,35543.9547031652,227.412687956998
exp006/primary,exp006 正式·树DP,2025-02-22,2,19230.9494565135,18237.3002414736,993.649215039897,34990.5799532853,292.534810349751
exp006/primary,exp006 正式·树DP,2025-02-23,2,49692.4968689778,48679.9881424158,1012.50872656196,78843.8696773921,324.304104233984
exp006/primary,exp006 正式·树DP,2025-02-24,2,49527.2372948741,47736.8688247408,1790.36847013331,77971.1915217916,386.769010709336
exp006/primary,exp006 正式·树DP,2025-02-25,2,47906.7754444868,46978.9581662431,927.817278243654,76567.493586963,243.267991262433
exp006/primary,exp006 正式·树DP,2025-02-26,2,47334.7621897045,45305.9177760408,2028.84441366369,74082.6945338608,490.99052347123
exp006/primary,exp006 正式·树DP,2025-02-27,2,49925.810837801,46270.6257688411,3655.18506895997,75644.304904761,749.731689430976
exp006/primary,exp006 正式·树DP,2025-02-28,2,18444.080216308,17838.3135925142,605.76662379382,34664.3307997828,156.783673720264
exp006/primary,exp006 正式·树DP,2025-03-01,3,18679.5602299977,17595.4002643346,1084.15996566313,33918.240634308,213.766537914407
exp006/primary,exp006 正式·树DP,2025-03-02,3,55509.5815979928,47351.5961466941,8157.98545129874,76757.8457823922,1745.01002032462
exp006/primary,exp006 正式·树DP,2025-03-03,3,52078.8536709769,48690.6289061798,3388.22476479713,79236.6167197363,741.00963875566
exp006/primary,exp006 正式·树DP,2025-03-04,3,50162.4032127699,49730.0290154176,432.374197352326,80446.3040288678,143.903957865023
exp006/primary,exp006 正式·树DP,2025-03-05,3,48663.4128427692,47738.0856546263,925.327188142872,77723.0449434466,206.793431509332
exp006/primary,exp006 正式·树DP,2025-03-06,3,47411.5707225937,45502.499764857,1909.07095773668,74428.655487655,482.193104241796
exp006/primary,exp006 正式·树DP,2025-03-07,3,17551.2674137671,17371.2052855508,180.062128216276,33441.7548747736,59.8056662331066
exp006/primary,exp006 正式·树DP,2025-03-08,3,17514.1092165927,16634.4950468155,879.614169777164,31492.0879438503,296.896415097862
exp006/primary,exp006 正式·树DP,2025-03-09,3,44593.1648514675,43026.6792995382,1566.4855519293,70604.6347416671,410.773529173771
exp006/primary,exp006 正式·树DP,2025-03-10,3,47031.0046120194,43034.7434106901,3996.26120132928,70962.5077457837,893.604500530282
exp006/primary,exp006 正式·树DP,2025-03-11,3,46348.4000181634,45044.2169798306,1304.18303833284,74195.5976964438,314.192506103559
exp006/primary,exp006 正式·树DP,2025-03-12,3,44657.2626743118,43584.1061802919,1073.15649401983,72079.7942096175,299.002212469828
exp006/primary,exp006 正式·树DP,2025-03-13,3,50760.1212609378,42627.2989791241,8132.8222818137,70917.7312614251,1673.65934541346
exp006/primary,exp006 正式·树DP,2025-03-14,3,16961.1486996766,15988.2000141222,972.948685554348,30810.5002061555,263.224617374835
exp006/primary,exp006 正式·树DP,2025-03-15,3,17236.2359281388,16389.0460203565,847.189907782282,31628.6413195161,182.4582002762
exp006/primary,exp006 正式·树DP,2025-03-16,3,45360.9444879711,43369.5336866502,1991.41080132089,71478.7192658016,474.779188602601
exp006/primary,exp006 正式·树DP,2025-03-17,3,43649.4365157792,42764.1569367781,885.279579001131,71013.6267810162,182.82509577808
exp006/primary,exp006 正式·树DP,2025-03-18,3,47940.9196539544,40664.9279700757,7275.99168387872,67974.0627739646,1535.4336596881
exp006/primary,exp006 正式·树DP,2025-03-19,3,43869.1579068703,43467.2722569926,401.885649877755,71998.6761533905,93.8506140904551
exp006/primary,exp006 正式·树DP,2025-03-20,3,44611.7233818377,42409.6734617631,2202.0499200746,70346.8576328973,516.737303815002
exp006/primary,exp006 正式·树DP,2025-03-21,3,16990.6086787713,15995.3776503978,995.231028373499,30705.4286168357,289.555791146171
exp006/primary,exp006 正式·树DP,2025-03-22,3,16278.4611875811,15754.9679267412,523.493260839962,30661.1130451991,142.781214271551
exp006/primary,exp006 正式·树DP,2025-03-23,3,43454.343011169,42002.6607811965,1451.6822299725,69774.1942948614,342.12017465695
exp006/primary,exp006 正式·树DP,2025-03-24,3,43487.7779250445,40519.557949862,2968.21997518259,68112.2602999705,759.931970898628
exp006/primary,exp006 正式·树DP,2025-03-25,3,43872.9301631266,41102.5148460448,2770.4153170818,68579.6302596132,659.653187787381
exp006/primary,exp006 正式·树DP,2025-03-26,3,42038.0805707054,41661.6923097454,376.388260960005,69657.4609104241,96.8480600495383
exp006/primary,exp006 正式·树DP,2025-03-27,3,42190.8129811453,40088.8261942626,2101.98678688268,67026.5244655117,572.843011165729
exp006/primary,exp006 正式·树DP,2025-03-28,3,16503.1544532808,15708.7335694929,794.420883787942,30449.0108197901,216.820752591992
exp006/primary,exp006 正式·树DP,2025-03-29,3,15529.466577964,15065.7320284621,463.734549501862,29449.7940731611,120.899627434568
exp006/primary,exp006 正式·树DP,2025-03-30,3,40973.0966508238,38964.1017905351,2008.99486028873,64756.0982565486,488.275880126054
exp006/primary,exp006 正式·树DP,2025-03-31,3,40221.4215807505,38927.092061657,1294.32951909351,65186.1778835977,313.125628647125
exp006/primary,exp006 正式·树DP,2025-04-01,4,41623.6171349613,40445.3640879756,1178.25304698572,67671.8513007629,295.878320283507
exp006/primary,exp006 正式·树DP,2025-04-02,4,46047.7685658024,40224.761642846,5823.00692295634,67400.7345368974,1208.48819123203
exp006/primary,exp006 正式·树DP,2025-04-03,4,42156.708336387,40630.429452574,1526.27888381309,67892.8899695581,417.339637525822
exp006/primary,exp006 正式·树DP,2025-04-04,4,15459.0999202161,15077.9952420074,381.104678208675,29701.7209084992,101.599130775931
exp006/primary,exp006 正式·树DP,2025-04-05,4,15493.0117286326,14436.2775837438,1056.73414488877,28591.1912384962,260.164341925912
exp006/primary,exp006 正式·树DP,2025-04-06,4,41093.5628110003,39842.1188291847,1251.44398181563,66758.6383655247,295.578595515365
exp006/primary,exp006 正式·树DP,2025-04-07,4,39501.0526753778,39175.1226741423,325.930001235477,66084.5132742087,132.672770626478
exp006/primary,exp006 正式·树DP,2025-04-08,4,41200.2256963507,38484.7462150858,2715.47948126487,65017.6587912363,582.601430866556
exp006/primary,exp006 正式·树DP,2025-04-09,4,40125.5971241567,39337.3758867456,788.221237411042,65863.8545823522,230.338999818465
exp006/primary,exp006 正式·树DP,2025-04-10,4,41208.6378172754,39793.1594862997,1415.47833097574,66884.8989278335,302.091071468995
exp006/primary,exp006 正式·树DP,2025-04-11,4,15450.0193626045,14830.9338293231,619.085533281439,29135.2814386458,193.606995782981
exp006/primary,exp006 正式·树DP,2025-04-12,4,14497.4029813529,14311.733239545,185.669741807965,28234.0066050081,51.8499094700732
exp006/primary,exp006 正式·树DP,2025-04-13,4,39287.423117928,37329.8969504617,1957.52616746635,62949.690838021,441.68765879869
exp006/primary,exp006 正式·树DP,2025-04-14,4,38064.8613809314,37447.6484762022,617.212904729178,63393.6909065022,130.737676609193
exp006/primary,exp006 正式·树DP,2025-04-15,4,38321.956883699,37252.8912303196,1069.06565337933,63257.6762901383,254.70452136079
exp006/primary,exp006 正式·树DP,2025-04-16,4,37929.3044417796,37213.505697757,715.798744022625,62646.8967940287,170.202474819843
exp006/primary,exp006 正式·树DP,2025-04-17,4,38280.0926897308,37980.1406719321,299.952017798773,63921.7496219222,93.8677583440839
exp006/primary,exp006 正式·树DP,2025-04-18,4,14961.0590235616,14369.0863035673,591.972719994295,28430.913518879,202.522302909741
exp006/primary,exp006 正式·树DP,2025-04-19,4,14169.2467613135,13347.2197637612,822.026997552336,26685.3163634266,242.638485841071
exp006/primary,exp006 正式·树DP,2025-04-20,4,37427.7054980854,36621.3612415662,806.344256519158,62070.9743845159,270.928834079686
exp006/primary,exp006 正式·树DP,2025-04-21,4,37848.7515185564,37331.0485085532,517.703010003245,63288.791686553,161.36634228391
exp006/primary,exp006 正式·树DP,2025-04-22,4,36728.1687716052,34599.9546739623,2128.21409764289,58670.6431534697,608.121450000673
exp006/primary,exp006 正式·树DP,2025-04-23,4,36873.6500157639,36534.2702353307,339.379780433211,62099.3163565377,64.6286826487519
exp006/primary,exp006 正式·树DP,2025-04-24,4,36047.8454836897,35363.6161795936,684.229304096081,60040.4858440276,122.168060132473
exp006/primary,exp006 正式·树DP,2025-04-25,4,13377.624372841,13115.9241161379,261.700256703019,26716.7647114333,109.858495302341
exp006/primary,exp006 正式·树DP,2025-04-26,4,14420.9672853609,12736.7067084607,1684.26057690015,26119.7005681193,429.700610174113
exp006/primary,exp006 正式·树DP,2025-04-27,4,36130.1840844532,34455.1479198523,1675.03616460096,58186.2503285995,381.807380693882
exp006/primary,exp006 正式·树DP,2025-04-28,4,38813.3611950795,36351.0512490618,2462.30994601776,61684.0905711231,524.490175004873
exp006/primary,exp006 正式·树DP,2025-04-29,4,38205.0182492475,37414.3056662233,790.712583024188,63615.1261848523,160.571855917009
exp006/primary,exp006 正式·树DP,2025-04-30,4,37125.5883089856,36062.0889991564,1063.4993098292,61000.0901690611,311.399091919156
exp006/primary,exp006 正式·树DP,2025-05-01,5,47787.0964656452,33634.9066944139,14152.1897712313,57239.0785422415,2928.67227167174
exp006/primary,exp006 正式·树DP,2025-05-02,5,22305.8287893893,13470.6015066909,8835.22728269843,27170.3216805147,1883.85471143305
exp006/primary,exp006 正式·树DP,2025-05-03,5,19834.2134976997,14530.2297836624,5303.98371403729,28546.0098170777,1091.59928018391
exp006/primary,exp006 正式·树DP,2025-05-04,5,43895.0320084253,35359.1833738529,8535.8486345724,59968.4120089504,1661.28670862888
exp006/primary,exp006 正式·树DP,2025-05-05,5,47438.1441448877,34644.3033665928,12793.8407782949,58809.6207148061,2646.8177792079
exp006/primary,exp006 正式·树DP,2025-05-06,5,42423.2733691088,36856.9284547494,5566.34491435939,62515.0677278831,1258.95339470418
exp006/primary,exp006 正式·树DP,2025-05-07,5,45071.9977316356,37153.8441324939,7918.15359914173,63193.7945107497,1579.63434339672
exp006/primary,exp006 正式·树DP,2025-05-08,5,41384.5684142568,39068.4293681888,2316.13904606801,64380.0438729626,420.623475218569
exp006/primary,exp006 正式·树DP,2025-05-09,5,16720.9731252082,15724.0743696773,996.898755530902,29792.3002946549,284.305098859702
exp006/primary,exp006 正式·树DP,2025-05-10,5,16804.0426647446,16435.7824963017,368.26016844291,30146.0409913141,96.7052322695931
exp006/primary,exp006 正式·树DP,2025-05-11,5,40604.590898869,39312.07858616,1292.51231270897,64850.0182156708,277.44884487388
exp006/primary,exp006 正式·树DP,2025-05-12,5,39908.8989888532,38615.3366899169,1293.56229893628,64262.4265797437,273.234082833687
exp006/primary,exp006 正式·树DP,2025-05-13,5,39061.8599887282,37564.4796076361,1497.38038109218,61773.5218791579,305.778215095737
exp006/primary,exp006 正式·树DP,2025-05-14,5,39376.146754844,38793.2560142035,582.890740640511,64144.7354538885,181.680013804519
exp006/primary,exp006 正式·树DP,2025-05-15,5,40873.4896581922,37278.6949442602,3594.79471393207,61789.3436209242,875.613193547315
exp006/primary,exp006 正式·树DP,2025-05-16,5,16479.0213736068,15891.1378389921,587.883534614651,29509.209118666,238.592755879486
exp006/primary,exp006 正式·树DP,2025-05-17,5,16107.4963245615,15524.6070266581,582.889297903401,28923.2577915598,191.439403843131
exp006/primary,exp006 正式·树DP,2025-05-18,5,41369.1798555349,38662.0994486775,2707.08040685735,63385.1040117313,651.156053039941
exp006/primary,exp006 正式·树DP,2025-05-19,5,38887.4855498011,37606.5120544046,1280.97349539645,62502.6037483724,225.075829590506
exp006/primary,exp006 正式·树DP,2025-05-20,5,39354.7765155581,37458.4798216078,1896.29669395028,62073.2102733475,501.381228836443
exp006/primary,exp006 正式·树DP,2025-05-21,5,39555.0602942625,38806.4022072701,748.658086992451,64100.0809534576,205.436664198814
exp006/primary,exp006 正式·树DP,2025-05-22,5,38178.180609937,37737.2199441387,440.960665798373,61969.2240184713,109.544680460791
exp006/primary,exp006 正式·树DP,2025-05-23,5,16440.9732743215,16276.9976799796,163.975594341925,29816.2656263762,54.8852520786511
exp006/primary,exp006 正式·树DP,2025-05-24,5,16392.7325410435,16363.0501588178,29.682382225662,29738.4041412129,13.6527057950663
exp006/primary,exp006 正式·树DP,2025-05-25,5,38158.4585546183,37274.399536798,884.059017820304,61847.6786575674,194.987786689846
exp006/primary,exp006 正式·树DP,2025-05-26,5,39488.4068635651,37037.4112040562,2450.99565950889,61464.3270346875,602.510697968489
exp006/primary,exp006 正式·树DP,2025-05-27,5,38655.768091641,38176.7041170131,479.063974627932,63629.0947853202,137.70590108821
exp006/primary,exp006 正式·树DP,2025-05-28,5,38441.792020106,37566.5929435538,875.199076552186,62422.0207900258,189.619312645429
exp006/primary,exp006 正式·树DP,2025-05-29,5,39002.5902800829,38129.6533271384,872.936952944445,62772.0312193496,236.892335243142
exp006/primary,exp006 正式·树DP,2025-05-30,5,16825.6119255541,16241.7802820377,583.831643516352,29965.3912189946,167.739268167441
exp006/primary,exp006 正式·树DP,2025-05-31,5,16713.9964308352,16201.5101875405,512.486243294651,29285.5804994687,200.132717536918
exp006/primary,exp006 正式·树DP,2025-06-01,6,80885.4093009416,38118.870480359,42766.5388205827,63349.0236415349,8521.88141232381
exp006/primary,exp006 正式·树DP,2025-06-02,6,61467.1787433973,42690.4640083347,18776.7147350626,70464.8720771252,4510.14201553217
exp006/primary,exp006 正式·树DP,2025-06-03,6,54953.0798989198,42771.5706550698,12181.5092438499,70402.4115156367,2695.30109166971
exp006/primary,exp006 正式·树DP,2025-06-04,6,53664.1010598008,42782.5825522648,10881.518507536,70054.3503511267,2783.41420400615
exp006/primary,exp006 正式·树DP,2025-06-05,6,57833.2654390511,43422.1038959263,14411.1615431247,70934.991752879,3447.93114069103
exp006/primary,exp006 正式·树DP,2025-06-06,6,39692.3346668367,16392.6421313683,23299.6925354684,31088.0775405551,5213.91251732383
