day,date,planned_cost,emergency_cost,total_cost,initial_soc,final_soc
319,2025-11-16,52174.45202351806,292.67816781031866,52467.13019132838,6385.879813674154,1574.6214499137707
320,2025-11-17,55090.625013236364,0.0,55090.62501323637,1574.6214499137707,2314.76200568708
321,2025-11-18,53510.479273675606,19.411154074137553,53529.89042774975,2314.76200568708,1444.8123404060725
322,2025-11-19,55646.79392322721,275.86419159824175,55922.65811482545,1444.8123404060725,2932.220051353212
323,2025-11-20,54988.78677874523,8.692257184785179,54997.479035930024,2932.220051353212,4422.242730294394
324,2025-11-21,14243.137380394537,0.0,14243.137380394537,4422.242730294394,2027.8383747927253
325,2025-11-22,15696.157443763825,15.37752278995218,15711.534966553776,2027.8383747927253,1900.4126100034782
326,2025-11-23,56355.878403898445,829.0899652041203,57184.96836910256,1900.4126100034782,5178.06428355517
327,2025-11-24,53757.84103540222,179.08294851819355,53936.92398392041,5178.06428355517,1365.9456306024995
328,2025-11-25,55384.867231748525,0.0,55384.86723174852,1365.9456306024995,1903.9431805880495
329,2025-11-26,56812.6476678398,81.97517532318638,56894.622843162986,1903.9431805880495,2320.34534165601
330,2025-11-27,54969.97242751809,333.582633175682,55303.555060693776,2320.34534165601,1498.8331073554157
331,2025-11-28,14935.109700855006,0.0,14935.109700855006,1498.8331073554157,1633.5444704168278
332,2025-11-29,15385.412729226045,2104.388310675475,17489.801039901522,1633.5444704168278,1200.0
333,2025-11-30,57279.61259310828,6954.408439784393,64234.02103289266,1200.0,1200.0
334,2025-12-01,62903.86911959939,29066.96599344311,91970.8351130425,1200.0,1200.0
335,2025-12-02,70284.06372345446,6651.632851198144,76935.6965746526,1200.0,3083.1835537748857
336,2025-12-03,68907.83013904633,703.0146582250586,69610.84479727139,3083.1835537748857,2801.9501433558353
337,2025-12-04,69303.68117858682,4159.79729244892,73463.47847103572,2801.9501433558353,2886.244898195464
338,2025-12-05,21069.966317956205,266.86925910742184,21336.835577063626,2886.244898195464,6496.932707548401
339,2025-12-06,20247.24053134644,6388.903786457329,26636.14431780377,6496.932707548401,5771.35839559926
340,2025-12-07,70581.93456727338,827.3149300346597,71409.24949730805,5771.35839559926,3924.4240426505394
341,2025-12-08,73252.973963863,0.0,73252.973963863,3924.4240426505394,2184.651457908207
342,2025-12-09,70862.62194490782,248.09196967704207,71110.71391458486,2184.651457908207,2108.8883921823685
343,2025-12-10,71027.1187520881,41.18123470608376,71068.29998679418,2108.8883921823685,1591.213254171173
344,2025-12-11,70005.85693424605,0.0,70005.85693424605,1591.213254171173,1483.2173382202868
345,2025-12-12,24770.52178042454,22.615511782595767,24793.13729220713,1483.2173382202868,6469.165335995522
346,2025-12-13,21359.85658968171,0.0,21359.85658968171,6469.165335995522,1829.8405551657252
347,2025-12-14,71569.71673835794,135.96420088854595,71705.68093924648,1829.8405551657252,3533.696372065017
348,2025-12-15,72402.91885026287,0.0,72402.91885026287,3533.696372065017,1862.0313564768448
349,2025-12-16,72122.32003597802,72.03559657102771,72194.35563254905,1862.0313564768448,2189.033443232793
350,2025-12-17,72191.55779256728,17.580091630500597,72209.13788419779,2189.033443232793,1913.362834150858
351,2025-12-18,72099.01350097147,120.24179801035062,72219.25529898182,1913.362834150858,4736.983343044182
352,2025-12-19,25688.756758387353,42.40265244593074,25731.159410833287,4736.983343044182,10327.493019324273
353,2025-12-20,21277.327890768996,0.0,21277.327890768996,10327.493019324273,6334.579930472627
354,2025-12-21,68018.21473344252,23.801300152281932,68042.01603359482,6334.579930472627,1595.380873834504
355,2025-12-22,72820.25351987053,103.95637926830405,72924.20989913883,1595.380873834504,1528.1751544905542
356,2025-12-23,71646.63193186987,0.0,71646.63193186987,1528.1751544905542,2887.763718460357
357,2025-12-24,69709.97972498575,94.00636420140202,69803.98608918715,2887.763718460357,1640.1335239919595
358,2025-12-25,70233.83779504609,263.90141064099384,70497.73920568707,1640.1335239919595,1669.6445399478782
359,2025-12-26,23035.24492335901,59.66281481330803,23094.90773817232,1669.6445399478782,2053.9631650799565
360,2025-12-27,23694.328991047907,1.574888206515983,23695.90387925442,2053.9631650799565,6526.2563948717
361,2025-12-28,66817.36480837659,186.60488715812744,67003.96969553472,6526.2563948717,1530.9741588662105
362,2025-12-29,70189.91619110928,40.45954306030236,70230.37573416959,1530.9741588662105,2733.182368465617
363,2025-12-30,66606.2811657309,138.0996728369801,66744.38083856789,2733.182368465617,1561.612831280461
364,2025-12-31,68147.53137094085,3537.7975447457393,71685.32891568658,1561.612831280461,1200.0
