scenario,strategy,analysis_label,date,day_index,month,quarter,planned_cost_yuan,up_cost_yuan,down_cost_yuan,emergency_cost_yuan,total_cost_yuan,original_purchase_kwh,final_purchase_kwh,up_adjustment_kwh,down_adjustment_kwh,emergency_kwh,surplus_kwh,charge_kwh,discharge_kwh,throughput_kwh,equivalent_full_cycles,active_slots,emergency_slots,nonidle_reversals,charge_episodes,discharge_episodes,power_tv_kw,soc_start_kwh,soc_end_kwh,soc_min_kwh,soc_max_kwh,load_kwh,pv_kwh,net_load_kwh,load_peak_kw,net_load_peak_kw,mean_settlement_price_yuan_per_kwh,mean_external_dynamic_price_yuan_per_kwh,balance_max_abs_kwh,soc_equation_max_abs_kwh
2,exp008_final,frozen_trajectory_rescoring,2025-06-29,179,6,2,51217.5563302,0,0,122.207890144,51339.7642204,80778.1946574,80778.1946574,0,0,54.3310318615,6084.17936969,20572.7983331,15092.2205469,35665.01888,1.47606947772,117,3,7,6,4,93095.0093038,2226.56772919,5835.04060938,2226.56772919,10800,126384.808717,57117.0401833,69267.7685333,7106.6146,5586.6528,0.766197222222,0.811827083333,2.27373675443e-13,9.09494701773e-13
2,exp008_final,frozen_trajectory_rescoring,2025-06-30,180,6,2,45540.02374,0,0,1259.37217644,46799.3959164,71442.6936104,71442.6936104,0,0,286.255187032,2426.585624,16890.4911882,17465.811998,34356.3031862,1.43476288551,122,11,8,6,7,87582.9999575,5835.04060938,3448.18512945,1902.4749548,10800,125947.320583,56069.6366,69877.6839833,7085.4956,5588.4496,0.766197222222,0.810188194444,2.27373675443e-13,9.09494701773e-13
2,exp008_final,frozen_trajectory_rescoring,2025-07-01,181,7,3,47762.1281832,0,0,18540.1392411,66302.2674243,76129.8822546,76129.8822546,0,0,4183.61739661,1724.84805798,16915.536518,17193.4289582,34108.9654762,1.42378968351,82,58,8,11,8,86426.9359289,3448.18512945,1372.20666966,1200,10800,141546.851067,62680.3070333,78866.5440333,7882.3436,6163.4444,0.766197222222,0.890761805556,2.27373675443e-13,9.09494701773e-13
2,exp008_final,frozen_trajectory_rescoring,2025-07-02,182,7,3,56657.3844388,0,0,407.484179691,57064.8686185,89165.2805928,89165.2805928,0,0,185.076913633,12829.5909729,17408.7895443,13792.7893774,31201.5789217,1.29392935222,94,7,8,8,4,83120.6688626,1372.20666966,3348.75797647,1372.20666966,10800,141198.658217,68293.89185,72904.7663667,7797.58,6278.32,0.766197222222,0.875321527778,4.54747350886e-13,9.09494701773e-13
2,exp008_final,frozen_trajectory_rescoring,2025-07-03,183,7,3,53907.8321871,0,0,550.227918719,54458.0601059,83922.6345644,83922.6345644,0,0,166.987478107,1224.17392903,20451.8848389,17346.8556588,37798.7404978,1.57031470563,130,6,8,6,7,112112.215127,3348.75797647,4465.92816215,2172.35971751,10800,141565.538633,61805.1197,79760.4189333,7892.813,6354.5294,0.766197222222,0.901436111111,2.27373675443e-13,9.09494701773e-13
2,exp008_final,frozen_trajectory_rescoring,2025-07-04,184,7,3,24526.2876727,0,0,86.4095664489,24612.6972391,40497.379193,40497.379193,0,0,40.4633886438,12217.7037559,12207.7840235,12768.5126644,24976.2966879,1.04335478861,93,1,7,3,9,61597.2328614,4465.92816215,2588.05485401,1825.40558585,10800,95795.06575,66914.1982833,28880.8674667,4918.0681,4675.25,0.766197222222,0.690308333333,1.42108547152e-13,9.09494701773e-13
2,exp008_final,frozen_trajectory_rescoring,2025-07-05,185,7,3,22380.4041043,0,0,8786.50130164,31166.9054059,38572.4397042,38572.4397042,0,0,1493.61229282,11274.3148009,12344.3565827,12342.6993532,24687.0559359,1.03005134967,92,10,8,4,10,58563.5183847,2588.05485401,1288.5922922,1200,10800,95872.8349,67082.7549333,28790.0799667,5123.7797,4642.88,0.766197222222,0.68431875,1.13686837722e-13,8.81072992343e-13
2,exp008_final,frozen_trajectory_rescoring,2025-07-06,186,7,3,51671.6869418,0,0,9021.26997744,60692.9569192,80733.7581833,80733.7581833,0,0,1659.62327249,350.555940813,20568.8626356,18320.0186707,38888.8813063,1.61768048754,121,20,8,12,6,122782.629572,1288.5922922,1490.93347578,1200,10393.3542291,141244.57465,61450.5931,79793.98155,7889.8151,6338.9824,0.766197222222,0.898670833333,2.27373675443e-13,9.09494701773e-13
2,exp008_final,frozen_trajectory_rescoring,2025-07-07,187,7,3,55923.9742174,0,0,12.7508929352,55936.7251103,86693.8723109,86693.8723109,0,0,5.89773031228,9209.71193977,18134.2387157,14053.6633809,32187.9020966,1.33406297125,101,1,8,5,8,95415.3679444,1490.93347578,3880.72095056,1490.93347578,10800,141495.39415,68085.9113833,73409.4827667,7622.4699,6239.0595,0.766197222222,0.877390277778,2.41584530158e-13,8.26005930321e-13
2,exp008_final,frozen_trajectory_rescoring,2025-07-08,188,7,3,55182.4376113,0,0,0,55182.4376113,85090.5381149,85090.5381149,0,0,0,6785.48031331,19228.5809634,16494.9101785,35723.4911418,1.48454148305,106,0,8,4,7,86304.021958,3880.72095056,4735.39256775,2178.73137081,10800,141285.227,65713.8399833,75571.3870167,7923.8422,6403.2722,0.766197222222,0.883603472222,2.27373675443e-13,9.09494701773e-13
2,exp008_final,frozen_trajectory_rescoring,2025-07-09,189,7,3,54521.3974948,0,0,0,54521.3974948,84178.5287302,84178.5287302,0,0,0,6123.48581511,19042.7620146,15046.4441161,34089.2061307,1.41357895707,102,0,7,4,6,72546.7948939,4735.39256775,6940.59814196,3064.47368581,10800,140590.704967,66531.97995,74058.7250167,7916.9667,6422.6149,0.766197222222,0.879177083333,2.27373675443e-13,9.09494701773e-13
2,exp008_final,frozen_trajectory_rescoring,2025-07-10,190,7,3,50935.8824144,0,0,137.448004187,51073.3304186,78273.8731851,78273.8731851,0,0,31.7697432038,5112.11601126,16404.2081731,16064.3046394,32468.5128124,1.3539859253,111,3,6,4,6,65532.6760017,6940.59814196,5569.73255773,2545.05389515,10800,140463.54225,67609.9188667,72853.6233833,7846.4899,6257.54,0.766197222222,0.877507638889,2.27373675443e-13,9.09494701773e-13
2,exp008_final,frozen_trajectory_rescoring,2025-07-11,191,7,3,28633.2172053,0,0,0,28633.2172053,45903.594378,45903.594378,0,0,0,12856.4548439,10665.3916895,10137.0293054,20802.420995,0.866810252807,70,0,7,3,11,49618.3416417,5569.73255773,5002.44441645,3267.67252209,10800,94741.0884,62222.31125,32518.77715,5043.0197,4646.46,0.766197222222,0.706946527778,1.13686837722e-13,9.09494701773e-13
2,exp008_final,frozen_trajectory_rescoring,2025-07-12,192,7,3,25260.9783658,0,0,233.09462445,25494.0729903,40693.2079968,40693.2079968,0,0,61.3049258938,9861.26114093,12793.6788206,12984.6703722,25778.3491928,1.07600807355,99,2,8,4,11,61365.1460187,5002.44441645,3452.54948666,1818.93212313,10800,95318.3711,64234.1277667,31084.2433333,4790.1271,4570.87,0.766197222222,0.694281944444,1.13686837722e-13,8.73967564985e-13
2,exp008_final,frozen_trajectory_rescoring,2025-07-13,193,7,3,50283.9302112,0,0,235.412835736,50519.3430469,78425.5018696,78425.5018696,0,0,52.6693855206,7354.13852882,17962.0967587,16105.7844325,34067.8811912,1.41738869291,107,3,8,5,6,79362.134581,3452.54948666,3515.90324287,2384.48676888,10800,139893.366483,70625.6460833,69267.7204,7782.3328,6155.5388,0.766197222222,0.8542875,2.27373675443e-13,9.09494701773e-13
2,exp008_final,frozen_trajectory_rescoring,2025-07-14,194,7,3,51261.3538802,0,0,97.2346722756,51358.5885525,80333.1330256,80333.1330256,0,0,30.6866358401,5256.61391934,18160.7805819,14861.2540565,33022.0346384,1.37058193553,107,2,7,5,4,74887.2524174,3515.90324287,5079.59522552,2430.87888734,10800,141062.423467,69254.74425,71807.6792167,7681.8848,6109.7958,0.766197222222,0.872215277778,3.41060513165e-13,9.09494701773e-13
2,exp008_final,frozen_trajectory_rescoring,2025-07-15,195,7,3,50303.429246,0,0,613.919863497,50917.3491095,77477.8016687,77477.8016687,0,0,149.433979731,2224.97567702,17583.0719676,14929.8625795,32512.9345471,1.35075931968,121,6,6,7,4,71005.9275494,5079.59522552,6022.90496143,3113.17531785,10800,139545.162667,66796.1120833,72749.0505833,7671.6125,6179.0225,0.766197222222,0.872108333333,2.55795384874e-13,9.02389274415e-13
2,exp008_final,frozen_trajectory_rescoring,2025-07-16,196,7,3,49274.2332231,0,0,1263.66924245,50537.9024655,75398.4622772,75398.4622772,0,0,338.798028937,3023.19149168,15859.6179682,15280.1125371,31139.7305054,1.29801698001,119,9,6,5,5,78959.418739,6022.90496143,4962.00680101,2649.86174306,10800,140365.265383,68230.702,72134.5633833,7978.8849,6361.887,0.766197222222,0.875802083333,2.55795384874e-13,9.09494701773e-13
2,exp008_final,frozen_trajectory_rescoring,2025-07-17,197,7,3,49006.3759475,0,0,1480.42449373,50486.8004412,75315.1028838,75315.1028838,0,0,329.219800955,3477.07680218,16824.5897508,17377.7599349,34202.3496857,1.42829060979,119,5,7,5,9,82473.9963516,4962.00680101,2605.44675222,1678.31709782,10800,139569.159283,66848.7432167,72720.4160667,7692.7679,6192.6821,0.766197222222,0.874820833333,2.27373675443e-13,9.09494701773e-13
2,exp008_final,frozen_trajectory_rescoring,2025-07-18,198,7,3,28090.7420454,0,0,0,28090.7420454,45684.6733782,45684.6733782,0,0,0,11345.0479055,12938.7196539,9873.34228119,22812.061935,0.945090158727,99,0,8,4,7,61127.3384144,2605.44675222,4472.77741032,2577.63744348,10800,93698.0732,62423.8251,31274.2481,5020.91,4452.2661,0.766197222222,0.694202777778,1.13686837722e-13,7.95807864051e-13
2,exp008_final,frozen_trajectory_rescoring,2025-07-19,199,7,3,25099.0416549,0,0,0,25099.0416549,40615.4691851,40615.4691851,0,0,0,13184.0848775,13003.8909609,12755.3257034,25759.2166643,1.07424450018,104,0,8,4,9,65344.564954,4472.77741032,3364.05773465,1854.73191922,10800,94564.5224,67381.70335,27182.81905,4868.06,4868.06,0.766197222222,0.680299305556,2.27373675443e-13,7.95807864051e-13
2,exp008_final,frozen_trajectory_rescoring,2025-07-20,200,7,3,48551.4061288,0,0,337.432861569,48888.8389903,75065.5774209,75065.5774209,0,0,88.1737934884,749.447085402,18506.0857825,16191.7598701,34697.8456526,1.44266783331,127,8,8,9,7,99675.1081799,3364.05773465,3852.8587234,2706.65795771,10800,138750.538767,66660.56055,72089.9782167,7896.2098,6258.6483,0.766197222222,0.8676125,2.27373675443e-13,8.881784197e-13
2,exp008_final,frozen_trajectory_rescoring,2025-07-21,201,7,3,50754.8435723,0,0,218.41889523,50973.2624675,78372.598917,78372.598917,0,0,53.7267087151,2519.31787259,18127.8649608,16210.6065577,34338.4715185,1.428545099,123,2,8,4,8,84102.5217974,3852.8587234,3962.98178268,2356.98711426,10800,138442.8198,64453.07045,73989.74935,7769.0612,6393.2512,0.766197222222,0.879179166667,2.27373675443e-13,8.95283847058e-13
2,exp008_final,frozen_trajectory_rescoring,2025-07-22,202,7,3,50713.5300469,0,0,1966.98499752,52680.5150445,79140.8955366,79140.8955366,0,0,464.825099674,2775.67705954,18692.9480664,15658.0491063,34350.9971726,1.42661335773,115,8,7,6,4,80410.2788834,3962.98178268,5191.63644104,2624.96548205,10800,139514.858817,65719.7142,73795.1446167,7664.09,6051.24,0.766197222222,0.875133333333,2.27373675443e-13,7.88702436694e-13
2,exp008_final,frozen_trajectory_rescoring,2025-07-23,203,7,3,49923.149257,0,0,237.717947013,50160.867204,78729.2171103,78729.2171103,0,0,59.5091371902,2369.4581896,19800.8460013,17598.1250601,37398.9710614,1.55561601951,125,5,6,7,5,73156.3691913,5191.63644104,5426.3157503,1562.4757123,10800,139450.03365,65233.4865333,74216.5471167,7631.38,6220.2066,0.766197222222,0.875584027778,2.27373675443e-13,8.81072992343e-13
2,exp008_final,frozen_trajectory_rescoring,2025-07-24,204,7,3,48728.7286406,0,0,1223.04713234,49951.7757729,75122.685726,75122.685726,0,0,285.158044411,2308.07960046,15297.8647596,15814.5725897,31112.4373493,1.2992854998,120,8,7,5,7,81313.5160244,5426.3157503,3269.12134176,2035.30776189,10800,138902.217517,65285.7455167,73616.472,7595.14,5975.9943,0.766197222222,0.877445833333,2.27373675443e-13,9.09494701773e-13
2,exp008_final,frozen_trajectory_rescoring,2025-07-25,205,7,3,27229.4201787,0,0,0,27229.4201787,44664.8014754,44664.8014754,0,0,0,16240.4737314,11649.7863616,9730.77818433,21380.5645459,0.887879107079,63,0,6,3,11,48296.1954082,3269.12134176,4063.93826608,2767.74790758,10800,92354.8396833,65849.5201167,26505.3195667,4713.71,4442.19,0.766197222222,0.67696875,2.27373675443e-13,8.81072992343e-13
2,exp008_final,frozen_trajectory_rescoring,2025-07-26,206,7,3,26068.8092977,0,0,0,26068.8092977,41896.0284169,41896.0284169,0,0,0,12440.521544,12682.0191057,11695.6037995,24377.6229052,1.01497785765,84,0,8,4,12,56597.5887176,4063.93826608,3766.90910478,1687.48074493,10800,93187.6899333,64718.5983667,28469.0915667,4804.31,4651.52,0.766197222222,0.688009027778,1.13686837722e-13,7.95807864051e-13
2,exp008_final,frozen_trajectory_rescoring,2025-07-27,207,7,3,47198.649485,0,0,3715.68146582,50914.3309508,73433.6120028,73433.6120028,0,0,819.712677767,485.157399477,18833.2921336,18750.3146525,37583.6067862,1.56797486431,126,15,8,10,6,93299.7036864,3766.90910478,1869.17175031,1200,10788.7026884,138110.196283,64425.0064833,73685.1898,7550.2155,5946.2345,0.766197222222,0.87713125,2.27373675443e-13,9.09494701773e-13
2,exp008_final,frozen_trajectory_rescoring,2025-07-28,208,7,3,52143.0487595,0,0,5735.21950423,57878.2682637,82029.1813426,82029.1813426,0,0,851.781606877,1279.02582422,20233.5268703,16586.4669784,36819.9938487,1.52828668048,132,9,7,10,5,91426.3764719,1869.17175031,3580.7094239,1200,10800,138228.998433,60274.1212,77954.8772333,7823.2703,6570.0583,0.766197222222,0.886236805556,2.27373675443e-13,8.81072992343e-13
2,exp008_final,frozen_trajectory_rescoring,2025-07-29,209,7,3,51246.6710129,0,0,620.172831912,51866.8438449,80140.323481,80140.323481,0,0,139.004404968,1579.75442676,19541.6747795,16911.3472703,36453.0220497,1.51520773769,126,8,8,6,5,86512.3705325,3580.7094239,4293.44467775,2174.81567663,10800,138314.745117,62245.4991667,76069.24595,7609.3426,6105.38,0.766197222222,0.884627777778,2.55795384874e-13,9.09494701773e-13
2,exp008_final,frozen_trajectory_rescoring,2025-07-30,210,7,3,49911.0854341,0,0,15.8718778441,49926.957312,77967.4217265,77967.4217265,0,0,7.28569100025,2906.22062357,18085.3546335,17120.1218895,35205.476523,1.46681111987,121,1,8,5,7,80820.8990435,4293.44467775,3404.52556097,1945.73392389,10800,138424.364433,64321.1103833,74103.25405,7601.4676,6205.8261,0.766197222222,0.879696527778,2.27373675443e-13,9.02389274415e-13
2,exp008_final,frozen_trajectory_rescoring,2025-07-31,211,7,3,50176.0481998,0,0,7.51340749664,50183.5616073,79038.4826642,79038.4826642,0,0,1.20003314113,2345.33708928,20033.3086792,18033.9593378,38067.268017,1.58394698312,130,1,8,5,6,88333.4266619,3404.52556097,3400.32866348,1478.19767523,10800,137423.313717,62728.31745,74694.9962667,7819.2532,6379.8643,0.766197222222,0.88143125,2.27373675443e-13,9.09494701773e-13
2,exp008_final,frozen_trajectory_rescoring,2025-08-01,212,8,3,25115.1141886,0,0,0,25115.1141886,42061.1658166,42061.1658166,0,0,0,19921.6080461,10816.7822802,9928.58417641,20745.3664566,0.863639472247,69,0,7,3,13,47693.0623444,3400.32866348,3196.38270531,2235.66701844,10800,92719.4241,71468.0644333,21251.3596667,4836.82,4350.5,0.766197222222,0.666397222222,2.27373675443e-13,9.09494701773e-13
2,exp008_final,frozen_trajectory_rescoring,2025-08-02,213,8,3,24130.6960371,0,0,0,24130.6960371,40329.74341,40329.74341,0,0,0,18586.3470474,12269.4150047,11453.0435753,23722.45858,0.988014876591,87,0,8,4,7,51807.5683893,3196.38270531,2763.60385068,1564.25004272,10800,91562.2442167,70635.2192833,20927.0249333,4897.42,4897.42,0.766197222222,0.6621875,1.13686837722e-13,9.09494701773e-13
2,exp008_final,frozen_trajectory_rescoring,2025-08-03,214,8,3,46578.9517388,0,0,749.455296832,47328.4070357,72606.8754348,72606.8754348,0,0,153.798156877,9513.40291907,16373.1043255,15965.3136363,32338.4179617,1.34840870114,104,7,6,5,3,98778.0824181,2763.60385068,1467.576245,1467.576245,10800,138062.48615,75223.0061667,62839.4799833,7599.5088,6168.1927,0.766197222222,0.83336875,2.27373675443e-13,9.02389274415e-13
2,exp008_final,frozen_trajectory_rescoring,2025-08-04,215,8,3,47848.0780328,0,0,0,47848.0780328,74501.7315362,74501.7315362,0,0,0,6210.08914572,18185.5405217,15309.5532146,33495.0937363,1.39125019159,115,0,8,4,8,93103.225269,1467.576245,2582.20876481,1467.576245,10800,138312.10695,72896.4518667,65415.6550833,7873.013,6242.048,0.766197222222,0.844784722222,2.27373675443e-13,7.95807864051e-13
2,exp008_final,frozen_trajectory_rescoring,2025-08-05,216,8,3,45166.6692655,0,0,578.471364594,45745.14063,70592.8857675,70592.8857675,0,0,138.234684374,3328.22685946,17722.0806088,15471.4967497,33193.5773585,1.38004297474,112,6,7,8,3,81469.9157377,2582.20876481,3086.46113144,1900.8547886,10800,136458.497283,71306.18755,65152.3097333,7501.0739,5981.5089,0.766197222222,0.844595833333,2.27373675443e-13,9.09494701773e-13
2,exp008_final,frozen_trajectory_rescoring,2025-08-06,217,8,3,45037.4038675,0,0,7202.02084802,52239.4247156,69982.8070693,69982.8070693,0,0,1205.99998254,2018.05239603,16563.7219127,15507.3665235,32071.0884362,1.33583024613,125,5,6,3,4,84863.453475,3086.46113144,2453.9878884,1200,10800,136716.0878,68601.6885333,68114.3992667,7676.3702,6160.8316,0.766197222222,0.857748611111,2.27373675443e-13,9.09494701773e-13
2,exp008_final,frozen_trajectory_rescoring,2025-08-07,218,8,3,45185.2162133,0,0,55.0184900403,45240.2347034,70194.0320358,70194.0320358,0,0,25.5187801671,4266.94444878,18930.8059029,16366.1847857,35296.9906886,1.4671172037,117,1,8,5,5,84348.7743123,2453.9878884,3161.85375714,1626.11852295,10800,136850.754467,73462.7692167,63387.98525,7598.507,6024.1098,0.766197222222,0.841104861111,2.27373675443e-13,7.95807864051e-13
2,exp008_final,frozen_trajectory_rescoring,2025-08-08,219,8,3,23612.6855371,0,0,96.6135705608,23709.2991076,40151.0383803,40151.0383803,0,0,24.8875761362,23370.9115615,12116.2120805,11086.3689356,23202.5810162,0.965854457317,71,1,7,4,8,53068.7906916,3161.85375714,2970.24285445,1812.21967916,10800,90703.2161167,74928.0448667,15775.17125,4708.43,4321.5931,0.766197222222,0.637952083333,1.13686837722e-13,9.09494701773e-13
2,exp008_final,frozen_trajectory_rescoring,2025-08-09,220,8,3,21863.5328709,0,0,1528.34309078,23391.8759616,37442.875357,37442.875357,0,0,370.044567693,17908.4771077,12617.1824909,11634.6686739,24251.8511648,1.00973866283,96,6,7,4,10,46993.9595579,2970.24285445,2675.93554166,1200,10800,90303.83175,71381.90275,18921.929,4720.45,4587.96,0.766197222222,0.652975,1.20792265079e-13,9.09494701773e-13
2,exp008_final,frozen_trajectory_rescoring,2025-08-10,221,8,3,43767.2773293,0,0,11.0320906646,43778.3094199,67559.4875224,67559.4875224,0,0,5.07455872336,1078.27824536,17206.1546902,16024.4899044,33230.6445945,1.38393696076,124,1,7,4,7,92943.6107276,2675.93554166,2107.83163982,1676.91148786,10800,136535.444717,71230.8256667,65304.61905,7622.53,6111.8435,0.766197222222,0.848690972222,2.27373675443e-13,8.95283847058e-13
2,exp008_final,frozen_trajectory_rescoring,2025-08-11,222,8,3,45222.6273999,0,0,415.42267902,45638.0500789,70216.5279147,70216.5279147,0,0,83.3875645483,3645.94252584,18978.4114118,16885.6917918,35864.1032035,1.4918159961,116,4,8,6,6,89546.4731518,2107.83163982,2313.25159318,1942.158797,10800,136422.263517,71861.0101833,64561.2533333,7463.9667,6019.8129,0.766197222222,0.839629861111,2.27373675443e-13,8.81072992343e-13
2,exp008_final,frozen_trajectory_rescoring,2025-08-12,223,8,3,45053.7519011,0,0,1113.1312119,46166.883113,69697.7994242,69697.7994242,0,0,210.434568261,787.602777784,17407.0568819,16046.9693172,33454.0261991,1.39286562474,135,3,8,4,6,94555.8894238,2313.25159318,1912.04486348,1240.1370753,10800,136637.5967,68877.05305,67760.54365,7648.5157,6274.2163,0.766197222222,0.857370833333,2.27373675443e-13,9.05941988094e-13
2,exp008_final,frozen_trajectory_rescoring,2025-08-13,224,8,3,45669.6940633,0,0,162.887987932,45832.5820513,70867.4438463,70867.4438463,0,0,36.4786038261,2401.83554006,18225.5294393,15844.4219792,34069.9514184,1.41632260826,117,2,8,5,6,100194.112188,1912.04486348,2500.81301963,1811.82838919,10800,136547.997183,70427.0177333,66120.97945,7936.3951,6493.6414,0.766197222222,0.853165277778,2.27373675443e-13,8.95283847058e-13
2,exp008_final,frozen_trajectory_rescoring,2025-08-14,225,8,3,44973.3088568,0,0,422.967425399,45396.2762822,69860.3126885,69860.3126885,0,0,66.9626631924,2303.23801998,19314.3269958,17616.5806475,36930.9076433,1.53719524628,111,5,6,4,3,91204.200543,2500.81301963,2254.48597699,1321.72139586,10800,135936.055367,70009.7643833,65926.2909833,7696.8218,6330.6067,0.766197222222,0.850120138889,2.27373675443e-13,9.09494701773e-13
2,exp008_final,frozen_trajectory_rescoring,2025-08-15,226,8,3,22651.026294,0,0,166.864574354,22817.8908684,39088.1768711,39088.1768711,0,0,34.5582077015,21015.8636309,12987.3207336,12040.1761691,25027.4969027,1.04217976282,83,3,8,5,11,65321.3476448,2254.48597699,1883.8802021,1437.40418062,10800,89968.0577667,72808.3308833,17159.7268833,4772.1,4380.6963,0.766197222222,0.651215277778,1.13686837722e-13,8.24229573482e-13
2,exp008_final,frozen_trajectory_rescoring,2025-08-16,227,8,3,22006.1888999,0,0,1802.17012973,23808.3590296,37980.9579457,37980.9579457,0,0,365.403265743,20031.6053006,13858.7544213,12473.2788772,26332.0332986,1.09564830134,97,7,8,4,7,61820.9995423,1883.8802021,1883.45867261,1200,10800,90183.53035,73254.2499833,16929.2803667,4701.2243,4391.37,0.766197222222,0.647340972222,2.27373675443e-13,7.81597009336e-13
2,exp008_final,frozen_trajectory_rescoring,2025-08-17,228,8,3,44525.2435785,0,0,201.198384769,44726.4419632,68722.9620654,68722.9620654,0,0,49.7746434191,3554.00470313,18539.5687619,16486.2303729,35025.7991348,1.45692466279,114,2,6,4,5,89892.6313904,1883.45867261,2093.62524058,1545.81739473,10800,135369.1165,72203.7228833,63165.3936167,7597.239,6295.7768,0.766197222222,0.8399,2.27373675443e-13,9.09494701773e-13
2,exp008_final,frozen_trajectory_rescoring,2025-08-18,229,8,3,45405.47243,0,0,81.5829058229,45487.0553358,69997.1582466,69997.1582466,0,0,37.8399377657,3117.72665514,18379.3363057,15856.1803931,34235.5166988,1.42291879417,115,1,8,5,9,98365.0509303,2093.62524058,2815.91294546,2093.62524058,10800,135710.174717,71316.0591,64394.1156167,7824.5106,6588.8247,0.766197222222,0.847561111111,2.27373675443e-13,8.95283847058e-13
2,exp008_final,frozen_trajectory_rescoring,2025-08-19,230,8,3,44522.4425531,0,0,110.733592138,44633.1761452,68340.6513638,68340.6513638,0,0,16.4171374556,3628.36684636,15862.2430165,15451.2014117,31313.4444282,1.30563505702,116,1,6,3,8,82390.2839778,2815.91294546,1577.1616159,1577.1616159,10800,135364.482883,71046.8228333,64317.66005,7408.14,6233.9038,0.766197222222,0.842915277778,2.27373675443e-13,8.45545855555e-13
2,exp008_final,frozen_trajectory_rescoring,2025-08-20,231,8,3,44944.3951735,0,0,21497.4607023,66441.8558757,69054.7804909,69054.7804909,0,0,3385.00896396,520.824052434,16260.812614,14992.5382782,31253.3508922,1.30124517896,120,14,8,4,8,88283.6598076,1577.1616159,1200,1200,10496.1729702,135048.053667,64397.3626,70650.6910667,7581.98,6138.0442,0.766197222222,0.866348611111,2.27373675443e-13,8.66862137627e-13
2,exp008_final,frozen_trajectory_rescoring,2025-08-21,232,8,3,45919.0635425,0,0,137.306420095,46056.3699626,71990.9036777,71990.9036777,0,0,58.4701251318,2593.04010767,18563.4289778,14951.513766,33514.9427437,1.39046226451,115,3,7,5,5,83628.0108985,1200,3050.53570317,1200,10800,134971.7989,69127.3804167,65844.4184833,7582.1384,6210.1872,0.766197222222,0.847206944444,2.27373675443e-13,8.43325409505e-13
2,exp008_final,frozen_trajectory_rescoring,2025-08-22,233,8,3,23688.7756106,0,0,2918.37480685,26607.1504175,41215.2864316,41215.2864316,0,0,469.92941823,19009.3796557,12936.8226531,11491.555859,24428.3785121,1.01608795994,90,6,8,4,7,60030.8108401,3050.53570317,3210.31982624,1200,10800,90531.7304,69301.161,21230.5694,4832.09,4507.04,0.766197222222,0.660470833333,2.27373675443e-13,9.09494701773e-13
2,exp008_final,frozen_trajectory_rescoring,2025-08-23,234,8,3,21952.0598851,0,0,242.907139722,22194.9670248,37488.4655685,37488.4655685,0,0,62.1793326992,15258.0100038,12726.4146467,12963.7858993,25690.2005459,1.07243196665,95,2,7,3,7,59764.5431299,3210.31982624,1618.62666542,1200,10800,89697.1462333,67167.1400833,22530.00615,4650.61,4420.4391,0.766197222222,0.659196527778,1.13686837722e-13,5.75539615966e-13
2,exp008_final,frozen_trajectory_rescoring,2025-08-24,235,8,3,45886.7948571,0,0,0,45886.7948571,71111.6165076,71111.6165076,0,0,0,5732.48826138,17973.0219368,16327.4831739,34300.5051108,1.42755767318,109,0,8,4,6,78664.9391099,1618.62666542,1458.65396314,1458.65396314,10800,135068.0714,71334.4819167,63733.5894833,7501.0286,6357.703,0.766197222222,0.841021527778,2.27373675443e-13,8.24229573482e-13
2,exp008_final,frozen_trajectory_rescoring,2025-08-25,236,8,3,47132.0705441,0,0,5723.06696207,52855.1375062,72883.613833,72883.613833,0,0,856.420270678,568.176525701,19391.793403,16993.0228417,36384.8162446,1.5128703899,134,5,8,6,7,91865.853381,1458.65396314,1943.10564681,1200,10800,134511.61375,63738.5267333,70773.0870167,7474.166,6336.6455,0.766197222222,0.860156944444,2.27373675443e-13,9.09494701773e-13
2,exp008_final,frozen_trajectory_rescoring,2025-08-26,237,8,3,46965.2277331,0,0,0,46965.2277331,72771.4864396,72771.4864396,0,0,0,4398.24757623,19403.0719712,16558.6514911,35961.7234623,1.49423839754,118,0,8,4,10,99660.4350457,1943.10564681,2896.12472579,1943.10564681,10800,134368.963933,68840.14555,65528.8183833,7435.3109,6196.8554,0.766197222222,0.844418055556,2.55795384874e-13,9.09494701773e-13
2,exp008_final,frozen_trajectory_rescoring,2025-08-27,238,8,3,45815.6016999,0,0,45.8284694624,45861.4301694,70863.8102758,70863.8102758,0,0,20.6595497114,2096.2411317,19129.0521424,18254.9723152,37384.0244576,1.55791011062,121,2,8,6,7,95959.4092442,2896.12472579,1801.10662102,1469.20074176,10800,133788.3821,65874.2332333,67914.1488667,7416.8085,6430.0529,0.766197222222,0.8533875,2.27373675443e-13,9.09494701773e-13
2,exp008_final,frozen_trajectory_rescoring,2025-08-28,239,8,3,47437.2118678,0,0,2013.40958919,49450.6214569,74090.4121742,74090.4121742,0,0,443.354783957,700.371048795,20298.2034651,17232.602539,37530.8060041,1.55922185915,122,12,7,5,4,91663.5941627,1801.10662102,2892.91521688,1545.81787354,10800,134543.816567,63776.0215833,70767.7949833,7499.0963,6302.8891,0.766197222222,0.863504861111,2.27373675443e-13,9.09494701773e-13
