scenario,strategy,date,stress_group,nominal_tail_fraction
3,exp008_final,2025-11-19,all_days,1
3,exp008_final,2025-11-20,all_days,1
3,exp008_final,2025-11-21,all_days,1
3,exp008_final,2025-11-22,all_days,1
3,exp008_final,2025-11-23,all_days,1
3,exp008_final,2025-11-24,all_days,1
3,exp008_final,2025-11-25,all_days,1
3,exp008_final,2025-11-26,all_days,1
3,exp008_final,2025-11-27,all_days,1
3,exp008_final,2025-11-28,all_days,1
3,exp008_final,2025-11-29,all_days,1
3,exp008_final,2025-11-30,all_days,1
3,exp008_final,2025-12-01,all_days,1
3,exp008_final,2025-12-02,all_days,1
3,exp008_final,2025-12-03,all_days,1
3,exp008_final,2025-12-04,all_days,1
3,exp008_final,2025-12-05,all_days,1
3,exp008_final,2025-12-06,all_days,1
3,exp008_final,2025-12-07,all_days,1
3,exp008_final,2025-12-08,all_days,1
3,exp008_final,2025-12-09,all_days,1
3,exp008_final,2025-12-10,all_days,1
3,exp008_final,2025-12-11,all_days,1
3,exp008_final,2025-12-12,all_days,1
3,exp008_final,2025-12-13,all_days,1
3,exp008_final,2025-12-14,all_days,1
3,exp008_final,2025-12-15,all_days,1
3,exp008_final,2025-12-16,all_days,1
3,exp008_final,2025-12-17,all_days,1
3,exp008_final,2025-12-18,all_days,1
3,exp008_final,2025-12-19,all_days,1
3,exp008_final,2025-12-20,all_days,1
3,exp008_final,2025-12-21,all_days,1
3,exp008_final,2025-12-22,all_days,1
3,exp008_final,2025-12-23,all_days,1
3,exp008_final,2025-12-24,all_days,1
3,exp008_final,2025-12-25,all_days,1
3,exp008_final,2025-12-26,all_days,1
3,exp008_final,2025-12-27,all_days,1
3,exp008_final,2025-12-28,all_days,1
3,exp008_final,2025-12-29,all_days,1
3,exp008_final,2025-12-30,all_days,1
3,exp008_final,2025-12-31,all_days,1
3,exp008_final,2025-07-01,high_load,0.1
3,exp008_final,2025-07-02,high_load,0.1
3,exp008_final,2025-07-03,high_load,0.1
3,exp008_final,2025-07-06,high_load,0.1
3,exp008_final,2025-07-07,high_load,0.1
3,exp008_final,2025-07-08,high_load,0.1
3,exp008_final,2025-07-09,high_load,0.1
3,exp008_final,2025-07-10,high_load,0.1
3,exp008_final,2025-07-13,high_load,0.1
3,exp008_final,2025-07-14,high_load,0.1
3,exp008_final,2025-07-15,high_load,0.1
3,exp008_final,2025-07-16,high_load,0.1
3,exp008_final,2025-07-17,high_load,0.1
3,exp008_final,2025-07-20,high_load,0.1
3,exp008_final,2025-07-21,high_load,0.1
3,exp008_final,2025-07-22,high_load,0.1
3,exp008_final,2025-07-23,high_load,0.1
3,exp008_final,2025-07-24,high_load,0.1
3,exp008_final,2025-07-27,high_load,0.1
3,exp008_final,2025-07-28,high_load,0.1
3,exp008_final,2025-07-29,high_load,0.1
3,exp008_final,2025-07-30,high_load,0.1
3,exp008_final,2025-07-31,high_load,0.1
3,exp008_final,2025-08-03,high_load,0.1
3,exp008_final,2025-08-04,high_load,0.1
3,exp008_final,2025-08-05,high_load,0.1
3,exp008_final,2025-08-06,high_load,0.1
3,exp008_final,2025-08-07,high_load,0.1
3,exp008_final,2025-08-10,high_load,0.1
3,exp008_final,2025-08-11,high_load,0.1
3,exp008_final,2025-08-12,high_load,0.1
3,exp008_final,2025-08-13,high_load,0.1
3,exp008_final,2025-08-14,high_load,0.1
3,exp008_final,2025-08-18,high_load,0.1
3,exp008_final,2025-02-04,low_pv,0.1
3,exp008_final,2025-11-29,low_pv,0.1
3,exp008_final,2025-11-30,low_pv,0.1
3,exp008_final,2025-12-01,low_pv,0.1
3,exp008_final,2025-12-02,low_pv,0.1
3,exp008_final,2025-12-03,low_pv,0.1
3,exp008_final,2025-12-04,low_pv,0.1
3,exp008_final,2025-12-05,low_pv,0.1
3,exp008_final,2025-12-06,low_pv,0.1
3,exp008_final,2025-12-07,low_pv,0.1
3,exp008_final,2025-12-08,low_pv,0.1
3,exp008_final,2025-12-09,low_pv,0.1
3,exp008_final,2025-12-10,low_pv,0.1
3,exp008_final,2025-12-11,low_pv,0.1
3,exp008_final,2025-12-12,low_pv,0.1
3,exp008_final,2025-12-13,low_pv,0.1
3,exp008_final,2025-12-14,low_pv,0.1
3,exp008_final,2025-12-15,low_pv,0.1
3,exp008_final,2025-12-16,low_pv,0.1
3,exp008_final,2025-12-17,low_pv,0.1
3,exp008_final,2025-12-18,low_pv,0.1
3,exp008_final,2025-12-19,low_pv,0.1
3,exp008_final,2025-12-20,low_pv,0.1
3,exp008_final,2025-12-21,low_pv,0.1
3,exp008_final,2025-12-22,low_pv,0.1
3,exp008_final,2025-12-23,low_pv,0.1
3,exp008_final,2025-12-24,low_pv,0.1
3,exp008_final,2025-12-25,low_pv,0.1
3,exp008_final,2025-12-26,low_pv,0.1
3,exp008_final,2025-12-27,low_pv,0.1
3,exp008_final,2025-12-28,low_pv,0.1
3,exp008_final,2025-12-29,low_pv,0.1
3,exp008_final,2025-12-30,low_pv,0.1
3,exp008_final,2025-12-31,low_pv,0.1
3,exp008_final,2025-02-02,high_net_load,0.1
3,exp008_final,2025-02-03,high_net_load,0.1
3,exp008_final,2025-02-04,high_net_load,0.1
3,exp008_final,2025-02-05,high_net_load,0.1
3,exp008_final,2025-02-06,high_net_load,0.1
3,exp008_final,2025-02-09,high_net_load,0.1
3,exp008_final,2025-07-01,high_net_load,0.1
3,exp008_final,2025-07-03,high_net_load,0.1
3,exp008_final,2025-07-06,high_net_load,0.1
3,exp008_final,2025-07-28,high_net_load,0.1
3,exp008_final,2025-11-30,high_net_load,0.1
3,exp008_final,2025-12-01,high_net_load,0.1
3,exp008_final,2025-12-02,high_net_load,0.1
3,exp008_final,2025-12-03,high_net_load,0.1
3,exp008_final,2025-12-04,high_net_load,0.1
3,exp008_final,2025-12-07,high_net_load,0.1
3,exp008_final,2025-12-08,high_net_load,0.1
3,exp008_final,2025-12-09,high_net_load,0.1
3,exp008_final,2025-12-10,high_net_load,0.1
3,exp008_final,2025-12-11,high_net_load,0.1
3,exp008_final,2025-12-14,high_net_load,0.1
3,exp008_final,2025-12-15,high_net_load,0.1
3,exp008_final,2025-12-16,high_net_load,0.1
3,exp008_final,2025-12-17,high_net_load,0.1
3,exp008_final,2025-12-18,high_net_load,0.1
3,exp008_final,2025-12-21,high_net_load,0.1
3,exp008_final,2025-12-22,high_net_load,0.1
3,exp008_final,2025-12-23,high_net_load,0.1
3,exp008_final,2025-12-24,high_net_load,0.1
3,exp008_final,2025-12-25,high_net_load,0.1
3,exp008_final,2025-12-28,high_net_load,0.1
3,exp008_final,2025-12-29,high_net_load,0.1
3,exp008_final,2025-12-30,high_net_load,0.1
3,exp008_final,2025-12-31,high_net_load,0.1
3,exp008_final,2025-06-01,high_load,0.2
3,exp008_final,2025-06-02,high_load,0.2
3,exp008_final,2025-06-03,high_load,0.2
3,exp008_final,2025-06-04,high_load,0.2
3,exp008_final,2025-06-05,high_load,0.2
3,exp008_final,2025-06-08,high_load,0.2
3,exp008_final,2025-06-09,high_load,0.2
3,exp008_final,2025-06-10,high_load,0.2
3,exp008_final,2025-06-11,high_load,0.2
3,exp008_final,2025-06-12,high_load,0.2
3,exp008_final,2025-06-15,high_load,0.2
3,exp008_final,2025-06-16,high_load,0.2
3,exp008_final,2025-06-17,high_load,0.2
3,exp008_final,2025-06-18,high_load,0.2
3,exp008_final,2025-06-19,high_load,0.2
3,exp008_final,2025-06-22,high_load,0.2
3,exp008_final,2025-06-23,high_load,0.2
3,exp008_final,2025-06-24,high_load,0.2
3,exp008_final,2025-06-25,high_load,0.2
3,exp008_final,2025-06-26,high_load,0.2
3,exp008_final,2025-06-29,high_load,0.2
3,exp008_final,2025-06-30,high_load,0.2
3,exp008_final,2025-07-01,high_load,0.2
3,exp008_final,2025-07-02,high_load,0.2
3,exp008_final,2025-07-03,high_load,0.2
3,exp008_final,2025-07-06,high_load,0.2
3,exp008_final,2025-07-07,high_load,0.2
3,exp008_final,2025-07-08,high_load,0.2
3,exp008_final,2025-07-09,high_load,0.2
3,exp008_final,2025-07-10,high_load,0.2
3,exp008_final,2025-07-13,high_load,0.2
3,exp008_final,2025-07-14,high_load,0.2
3,exp008_final,2025-07-15,high_load,0.2
3,exp008_final,2025-07-16,high_load,0.2
3,exp008_final,2025-07-17,high_load,0.2
3,exp008_final,2025-07-20,high_load,0.2
3,exp008_final,2025-07-21,high_load,0.2
3,exp008_final,2025-07-22,high_load,0.2
3,exp008_final,2025-07-23,high_load,0.2
3,exp008_final,2025-07-24,high_load,0.2
3,exp008_final,2025-07-27,high_load,0.2
3,exp008_final,2025-07-28,high_load,0.2
3,exp008_final,2025-07-29,high_load,0.2
3,exp008_final,2025-07-30,high_load,0.2
3,exp008_final,2025-07-31,high_load,0.2
3,exp008_final,2025-08-03,high_load,0.2
3,exp008_final,2025-08-04,high_load,0.2
3,exp008_final,2025-08-05,high_load,0.2
3,exp008_final,2025-08-06,high_load,0.2
3,exp008_final,2025-08-07,high_load,0.2
3,exp008_final,2025-08-10,high_load,0.2
3,exp008_final,2025-08-11,high_load,0.2
3,exp008_final,2025-08-12,high_load,0.2
3,exp008_final,2025-08-13,high_load,0.2
3,exp008_final,2025-08-14,high_load,0.2
3,exp008_final,2025-08-17,high_load,0.2
3,exp008_final,2025-08-18,high_load,0.2
3,exp008_final,2025-08-19,high_load,0.2
3,exp008_final,2025-08-20,high_load,0.2
3,exp008_final,2025-08-21,high_load,0.2
3,exp008_final,2025-08-24,high_load,0.2
3,exp008_final,2025-08-25,high_load,0.2
3,exp008_final,2025-08-26,high_load,0.2
3,exp008_final,2025-08-27,high_load,0.2
3,exp008_final,2025-08-28,high_load,0.2
3,exp008_final,2025-08-31,high_load,0.2
3,exp008_final,2025-12-02,high_load,0.2
3,exp008_final,2025-02-01,low_pv,0.2
3,exp008_final,2025-02-02,low_pv,0.2
3,exp008_final,2025-02-03,low_pv,0.2
3,exp008_final,2025-02-04,low_pv,0.2
3,exp008_final,2025-02-05,low_pv,0.2
3,exp008_final,2025-02-06,low_pv,0.2
3,exp008_final,2025-02-07,low_pv,0.2
3,exp008_final,2025-02-08,low_pv,0.2
3,exp008_final,2025-02-09,low_pv,0.2
3,exp008_final,2025-02-11,low_pv,0.2
3,exp008_final,2025-02-12,low_pv,0.2
3,exp008_final,2025-02-14,low_pv,0.2
3,exp008_final,2025-02-16,low_pv,0.2
3,exp008_final,2025-03-02,low_pv,0.2
3,exp008_final,2025-03-03,low_pv,0.2
3,exp008_final,2025-11-06,low_pv,0.2
3,exp008_final,2025-11-10,low_pv,0.2
3,exp008_final,2025-11-11,low_pv,0.2
3,exp008_final,2025-11-13,low_pv,0.2
3,exp008_final,2025-11-14,low_pv,0.2
3,exp008_final,2025-11-15,low_pv,0.2
3,exp008_final,2025-11-16,low_pv,0.2
3,exp008_final,2025-11-17,low_pv,0.2
3,exp008_final,2025-11-18,low_pv,0.2
3,exp008_final,2025-11-19,low_pv,0.2
3,exp008_final,2025-11-20,low_pv,0.2
3,exp008_final,2025-11-21,low_pv,0.2
3,exp008_final,2025-11-22,low_pv,0.2
3,exp008_final,2025-11-23,low_pv,0.2
3,exp008_final,2025-11-24,low_pv,0.2
3,exp008_final,2025-11-25,low_pv,0.2
3,exp008_final,2025-11-26,low_pv,0.2
3,exp008_final,2025-11-27,low_pv,0.2
3,exp008_final,2025-11-28,low_pv,0.2
3,exp008_final,2025-11-29,low_pv,0.2
3,exp008_final,2025-11-30,low_pv,0.2
3,exp008_final,2025-12-01,low_pv,0.2
3,exp008_final,2025-12-02,low_pv,0.2
3,exp008_final,2025-12-03,low_pv,0.2
3,exp008_final,2025-12-04,low_pv,0.2
3,exp008_final,2025-12-05,low_pv,0.2
3,exp008_final,2025-12-06,low_pv,0.2
3,exp008_final,2025-12-07,low_pv,0.2
3,exp008_final,2025-12-08,low_pv,0.2
3,exp008_final,2025-12-09,low_pv,0.2
3,exp008_final,2025-12-10,low_pv,0.2
3,exp008_final,2025-12-11,low_pv,0.2
3,exp008_final,2025-12-12,low_pv,0.2
3,exp008_final,2025-12-13,low_pv,0.2
3,exp008_final,2025-12-14,low_pv,0.2
3,exp008_final,2025-12-15,low_pv,0.2
3,exp008_final,2025-12-16,low_pv,0.2
3,exp008_final,2025-12-17,low_pv,0.2
3,exp008_final,2025-12-18,low_pv,0.2
3,exp008_final,2025-12-19,low_pv,0.2
3,exp008_final,2025-12-20,low_pv,0.2
3,exp008_final,2025-12-21,low_pv,0.2
3,exp008_final,2025-12-22,low_pv,0.2
3,exp008_final,2025-12-23,low_pv,0.2
3,exp008_final,2025-12-24,low_pv,0.2
3,exp008_final,2025-12-25,low_pv,0.2
3,exp008_final,2025-12-26,low_pv,0.2
3,exp008_final,2025-12-27,low_pv,0.2
3,exp008_final,2025-12-28,low_pv,0.2
3,exp008_final,2025-12-29,low_pv,0.2
3,exp008_final,2025-12-30,low_pv,0.2
3,exp008_final,2025-12-31,low_pv,0.2
3,exp008_final,2025-02-02,high_net_load,0.2
3,exp008_final,2025-02-03,high_net_load,0.2
3,exp008_final,2025-02-04,high_net_load,0.2
3,exp008_final,2025-02-05,high_net_load,0.2
3,exp008_final,2025-02-06,high_net_load,0.2
3,exp008_final,2025-02-09,high_net_load,0.2
3,exp008_final,2025-02-10,high_net_load,0.2
3,exp008_final,2025-02-11,high_net_load,0.2
3,exp008_final,2025-02-12,high_net_load,0.2
3,exp008_final,2025-02-16,high_net_load,0.2
3,exp008_final,2025-02-19,high_net_load,0.2
3,exp008_final,2025-06-11,high_net_load,0.2
3,exp008_final,2025-06-17,high_net_load,0.2
3,exp008_final,2025-06-24,high_net_load,0.2
3,exp008_final,2025-07-01,high_net_load,0.2
3,exp008_final,2025-07-02,high_net_load,0.2
3,exp008_final,2025-07-03,high_net_load,0.2
3,exp008_final,2025-07-06,high_net_load,0.2
3,exp008_final,2025-07-07,high_net_load,0.2
3,exp008_final,2025-07-08,high_net_load,0.2
3,exp008_final,2025-07-09,high_net_load,0.2
3,exp008_final,2025-07-10,high_net_load,0.2
3,exp008_final,2025-07-15,high_net_load,0.2
3,exp008_final,2025-07-17,high_net_load,0.2
3,exp008_final,2025-07-21,high_net_load,0.2
3,exp008_final,2025-07-22,high_net_load,0.2
3,exp008_final,2025-07-23,high_net_load,0.2
3,exp008_final,2025-07-24,high_net_load,0.2
3,exp008_final,2025-07-27,high_net_load,0.2
3,exp008_final,2025-07-28,high_net_load,0.2
3,exp008_final,2025-07-29,high_net_load,0.2
3,exp008_final,2025-07-30,high_net_load,0.2
3,exp008_final,2025-07-31,high_net_load,0.2
3,exp008_final,2025-11-10,high_net_load,0.2
3,exp008_final,2025-11-16,high_net_load,0.2
3,exp008_final,2025-11-18,high_net_load,0.2
3,exp008_final,2025-11-19,high_net_load,0.2
3,exp008_final,2025-11-20,high_net_load,0.2
3,exp008_final,2025-11-23,high_net_load,0.2
3,exp008_final,2025-11-24,high_net_load,0.2
3,exp008_final,2025-11-25,high_net_load,0.2
3,exp008_final,2025-11-26,high_net_load,0.2
3,exp008_final,2025-11-27,high_net_load,0.2
3,exp008_final,2025-11-30,high_net_load,0.2
3,exp008_final,2025-12-01,high_net_load,0.2
3,exp008_final,2025-12-02,high_net_load,0.2
3,exp008_final,2025-12-03,high_net_load,0.2
3,exp008_final,2025-12-04,high_net_load,0.2
3,exp008_final,2025-12-07,high_net_load,0.2
3,exp008_final,2025-12-08,high_net_load,0.2
3,exp008_final,2025-12-09,high_net_load,0.2
3,exp008_final,2025-12-10,high_net_load,0.2
3,exp008_final,2025-12-11,high_net_load,0.2
3,exp008_final,2025-12-14,high_net_load,0.2
3,exp008_final,2025-12-15,high_net_load,0.2
3,exp008_final,2025-12-16,high_net_load,0.2
3,exp008_final,2025-12-17,high_net_load,0.2
3,exp008_final,2025-12-18,high_net_load,0.2
3,exp008_final,2025-12-21,high_net_load,0.2
3,exp008_final,2025-12-22,high_net_load,0.2
3,exp008_final,2025-12-23,high_net_load,0.2
3,exp008_final,2025-12-24,high_net_load,0.2
3,exp008_final,2025-12-25,high_net_load,0.2
3,exp008_final,2025-12-28,high_net_load,0.2
3,exp008_final,2025-12-29,high_net_load,0.2
3,exp008_final,2025-12-30,high_net_load,0.2
3,exp008_final,2025-12-31,high_net_load,0.2
3,exp008_final,2025-02-02,high_load,0.3
3,exp008_final,2025-02-03,high_load,0.3
3,exp008_final,2025-02-04,high_load,0.3
3,exp008_final,2025-02-05,high_load,0.3
3,exp008_final,2025-02-06,high_load,0.3
3,exp008_final,2025-02-09,high_load,0.3
3,exp008_final,2025-02-10,high_load,0.3
3,exp008_final,2025-02-11,high_load,0.3
3,exp008_final,2025-02-19,high_load,0.3
3,exp008_final,2025-06-01,high_load,0.3
3,exp008_final,2025-06-02,high_load,0.3
3,exp008_final,2025-06-03,high_load,0.3
3,exp008_final,2025-06-04,high_load,0.3
3,exp008_final,2025-06-05,high_load,0.3
3,exp008_final,2025-06-08,high_load,0.3
3,exp008_final,2025-06-09,high_load,0.3
3,exp008_final,2025-06-10,high_load,0.3
3,exp008_final,2025-06-11,high_load,0.3
3,exp008_final,2025-06-12,high_load,0.3
3,exp008_final,2025-06-15,high_load,0.3
3,exp008_final,2025-06-16,high_load,0.3
3,exp008_final,2025-06-17,high_load,0.3
3,exp008_final,2025-06-18,high_load,0.3
3,exp008_final,2025-06-19,high_load,0.3
3,exp008_final,2025-06-22,high_load,0.3
3,exp008_final,2025-06-23,high_load,0.3
3,exp008_final,2025-06-24,high_load,0.3
3,exp008_final,2025-06-25,high_load,0.3
3,exp008_final,2025-06-26,high_load,0.3
3,exp008_final,2025-06-29,high_load,0.3
3,exp008_final,2025-06-30,high_load,0.3
3,exp008_final,2025-07-01,high_load,0.3
3,exp008_final,2025-07-02,high_load,0.3
3,exp008_final,2025-07-03,high_load,0.3
3,exp008_final,2025-07-06,high_load,0.3
3,exp008_final,2025-07-07,high_load,0.3
3,exp008_final,2025-07-08,high_load,0.3
3,exp008_final,2025-07-09,high_load,0.3
3,exp008_final,2025-07-10,high_load,0.3
3,exp008_final,2025-07-13,high_load,0.3
3,exp008_final,2025-07-14,high_load,0.3
3,exp008_final,2025-07-15,high_load,0.3
3,exp008_final,2025-07-16,high_load,0.3
3,exp008_final,2025-07-17,high_load,0.3
3,exp008_final,2025-07-20,high_load,0.3
3,exp008_final,2025-07-21,high_load,0.3
3,exp008_final,2025-07-22,high_load,0.3
3,exp008_final,2025-07-23,high_load,0.3
3,exp008_final,2025-07-24,high_load,0.3
3,exp008_final,2025-07-27,high_load,0.3
3,exp008_final,2025-07-28,high_load,0.3
3,exp008_final,2025-07-29,high_load,0.3
3,exp008_final,2025-07-30,high_load,0.3
3,exp008_final,2025-07-31,high_load,0.3
3,exp008_final,2025-08-03,high_load,0.3
3,exp008_final,2025-08-04,high_load,0.3
3,exp008_final,2025-08-05,high_load,0.3
3,exp008_final,2025-08-06,high_load,0.3
3,exp008_final,2025-08-07,high_load,0.3
3,exp008_final,2025-08-10,high_load,0.3
3,exp008_final,2025-08-11,high_load,0.3
3,exp008_final,2025-08-12,high_load,0.3
3,exp008_final,2025-08-13,high_load,0.3
3,exp008_final,2025-08-14,high_load,0.3
3,exp008_final,2025-08-17,high_load,0.3
3,exp008_final,2025-08-18,high_load,0.3
3,exp008_final,2025-08-19,high_load,0.3
3,exp008_final,2025-08-20,high_load,0.3
3,exp008_final,2025-08-21,high_load,0.3
3,exp008_final,2025-08-24,high_load,0.3
3,exp008_final,2025-08-25,high_load,0.3
3,exp008_final,2025-08-26,high_load,0.3
3,exp008_final,2025-08-27,high_load,0.3
3,exp008_final,2025-08-28,high_load,0.3
3,exp008_final,2025-08-31,high_load,0.3
3,exp008_final,2025-09-02,high_load,0.3
3,exp008_final,2025-09-16,high_load,0.3
3,exp008_final,2025-12-01,high_load,0.3
3,exp008_final,2025-12-02,high_load,0.3
3,exp008_final,2025-12-03,high_load,0.3
3,exp008_final,2025-12-04,high_load,0.3
3,exp008_final,2025-12-07,high_load,0.3
3,exp008_final,2025-12-08,high_load,0.3
3,exp008_final,2025-12-09,high_load,0.3
3,exp008_final,2025-12-10,high_load,0.3
3,exp008_final,2025-12-11,high_load,0.3
3,exp008_final,2025-12-14,high_load,0.3
3,exp008_final,2025-12-15,high_load,0.3
3,exp008_final,2025-12-16,high_load,0.3
3,exp008_final,2025-12-17,high_load,0.3
3,exp008_final,2025-12-18,high_load,0.3
3,exp008_final,2025-12-21,high_load,0.3
3,exp008_final,2025-12-22,high_load,0.3
3,exp008_final,2025-12-23,high_load,0.3
3,exp008_final,2025-12-24,high_load,0.3
3,exp008_final,2025-12-25,high_load,0.3
3,exp008_final,2025-12-28,high_load,0.3
3,exp008_final,2025-12-29,high_load,0.3
3,exp008_final,2025-12-30,high_load,0.3
3,exp008_final,2025-12-31,high_load,0.3
3,exp008_final,2025-02-01,low_pv,0.3
3,exp008_final,2025-02-02,low_pv,0.3
3,exp008_final,2025-02-03,low_pv,0.3
3,exp008_final,2025-02-04,low_pv,0.3
3,exp008_final,2025-02-05,low_pv,0.3
3,exp008_final,2025-02-06,low_pv,0.3
3,exp008_final,2025-02-07,low_pv,0.3
3,exp008_final,2025-02-08,low_pv,0.3
3,exp008_final,2025-02-09,low_pv,0.3
3,exp008_final,2025-02-10,low_pv,0.3
3,exp008_final,2025-02-11,low_pv,0.3
3,exp008_final,2025-02-12,low_pv,0.3
3,exp008_final,2025-02-13,low_pv,0.3
3,exp008_final,2025-02-14,low_pv,0.3
3,exp008_final,2025-02-15,low_pv,0.3
3,exp008_final,2025-02-16,low_pv,0.3
3,exp008_final,2025-02-17,low_pv,0.3
3,exp008_final,2025-02-18,low_pv,0.3
3,exp008_final,2025-02-19,low_pv,0.3
3,exp008_final,2025-02-20,low_pv,0.3
3,exp008_final,2025-02-21,low_pv,0.3
3,exp008_final,2025-02-22,low_pv,0.3
3,exp008_final,2025-02-23,low_pv,0.3
3,exp008_final,2025-03-01,low_pv,0.3
3,exp008_final,2025-03-02,low_pv,0.3
3,exp008_final,2025-03-03,low_pv,0.3
3,exp008_final,2025-03-04,low_pv,0.3
3,exp008_final,2025-03-05,low_pv,0.3
3,exp008_final,2025-03-06,low_pv,0.3
3,exp008_final,2025-03-07,low_pv,0.3
3,exp008_final,2025-03-10,low_pv,0.3
3,exp008_final,2025-03-13,low_pv,0.3
3,exp008_final,2025-03-15,low_pv,0.3
3,exp008_final,2025-06-06,low_pv,0.3
3,exp008_final,2025-06-24,low_pv,0.3
3,exp008_final,2025-10-21,low_pv,0.3
3,exp008_final,2025-10-28,low_pv,0.3
3,exp008_final,2025-10-29,low_pv,0.3
3,exp008_final,2025-10-31,low_pv,0.3
3,exp008_final,2025-11-01,low_pv,0.3
3,exp008_final,2025-11-02,low_pv,0.3
3,exp008_final,2025-11-03,low_pv,0.3
3,exp008_final,2025-11-04,low_pv,0.3
3,exp008_final,2025-11-05,low_pv,0.3
3,exp008_final,2025-11-06,low_pv,0.3
3,exp008_final,2025-11-07,low_pv,0.3
3,exp008_final,2025-11-08,low_pv,0.3
3,exp008_final,2025-11-09,low_pv,0.3
3,exp008_final,2025-11-10,low_pv,0.3
3,exp008_final,2025-11-11,low_pv,0.3
3,exp008_final,2025-11-12,low_pv,0.3
3,exp008_final,2025-11-13,low_pv,0.3
3,exp008_final,2025-11-14,low_pv,0.3
3,exp008_final,2025-11-15,low_pv,0.3
3,exp008_final,2025-11-16,low_pv,0.3
3,exp008_final,2025-11-17,low_pv,0.3
3,exp008_final,2025-11-18,low_pv,0.3
3,exp008_final,2025-11-19,low_pv,0.3
3,exp008_final,2025-11-20,low_pv,0.3
3,exp008_final,2025-11-21,low_pv,0.3
3,exp008_final,2025-11-22,low_pv,0.3
3,exp008_final,2025-11-23,low_pv,0.3
3,exp008_final,2025-11-24,low_pv,0.3
3,exp008_final,2025-11-25,low_pv,0.3
3,exp008_final,2025-11-26,low_pv,0.3
3,exp008_final,2025-11-27,low_pv,0.3
3,exp008_final,2025-11-28,low_pv,0.3
3,exp008_final,2025-11-29,low_pv,0.3
3,exp008_final,2025-11-30,low_pv,0.3
3,exp008_final,2025-12-01,low_pv,0.3
3,exp008_final,2025-12-02,low_pv,0.3
3,exp008_final,2025-12-03,low_pv,0.3
3,exp008_final,2025-12-04,low_pv,0.3
3,exp008_final,2025-12-05,low_pv,0.3
3,exp008_final,2025-12-06,low_pv,0.3
3,exp008_final,2025-12-07,low_pv,0.3
3,exp008_final,2025-12-08,low_pv,0.3
3,exp008_final,2025-12-09,low_pv,0.3
3,exp008_final,2025-12-10,low_pv,0.3
3,exp008_final,2025-12-11,low_pv,0.3
3,exp008_final,2025-12-12,low_pv,0.3
3,exp008_final,2025-12-13,low_pv,0.3
3,exp008_final,2025-12-14,low_pv,0.3
3,exp008_final,2025-12-15,low_pv,0.3
3,exp008_final,2025-12-16,low_pv,0.3
3,exp008_final,2025-12-17,low_pv,0.3
3,exp008_final,2025-12-18,low_pv,0.3
3,exp008_final,2025-12-19,low_pv,0.3
3,exp008_final,2025-12-20,low_pv,0.3
3,exp008_final,2025-12-21,low_pv,0.3
3,exp008_final,2025-12-22,low_pv,0.3
3,exp008_final,2025-12-23,low_pv,0.3
3,exp008_final,2025-12-24,low_pv,0.3
3,exp008_final,2025-12-25,low_pv,0.3
3,exp008_final,2025-12-26,low_pv,0.3
3,exp008_final,2025-12-27,low_pv,0.3
3,exp008_final,2025-12-28,low_pv,0.3
3,exp008_final,2025-12-29,low_pv,0.3
3,exp008_final,2025-12-30,low_pv,0.3
3,exp008_final,2025-12-31,low_pv,0.3
3,exp008_final,2025-02-02,high_net_load,0.3
3,exp008_final,2025-02-03,high_net_load,0.3
3,exp008_final,2025-02-04,high_net_load,0.3
3,exp008_final,2025-02-05,high_net_load,0.3
3,exp008_final,2025-02-06,high_net_load,0.3
3,exp008_final,2025-02-09,high_net_load,0.3
3,exp008_final,2025-02-10,high_net_load,0.3
3,exp008_final,2025-02-11,high_net_load,0.3
3,exp008_final,2025-02-12,high_net_load,0.3
3,exp008_final,2025-02-13,high_net_load,0.3
3,exp008_final,2025-02-16,high_net_load,0.3
3,exp008_final,2025-02-17,high_net_load,0.3
3,exp008_final,2025-02-18,high_net_load,0.3
3,exp008_final,2025-02-19,high_net_load,0.3
3,exp008_final,2025-02-20,high_net_load,0.3
3,exp008_final,2025-02-23,high_net_load,0.3
3,exp008_final,2025-03-02,high_net_load,0.3
3,exp008_final,2025-03-03,high_net_load,0.3
3,exp008_final,2025-06-01,high_net_load,0.3
3,exp008_final,2025-06-04,high_net_load,0.3
3,exp008_final,2025-06-05,high_net_load,0.3
3,exp008_final,2025-06-09,high_net_load,0.3
3,exp008_final,2025-06-10,high_net_load,0.3
3,exp008_final,2025-06-11,high_net_load,0.3
3,exp008_final,2025-06-12,high_net_load,0.3
3,exp008_final,2025-06-15,high_net_load,0.3
3,exp008_final,2025-06-16,high_net_load,0.3
3,exp008_final,2025-06-17,high_net_load,0.3
3,exp008_final,2025-06-18,high_net_load,0.3
3,exp008_final,2025-06-24,high_net_load,0.3
3,exp008_final,2025-06-25,high_net_load,0.3
3,exp008_final,2025-06-30,high_net_load,0.3
3,exp008_final,2025-07-01,high_net_load,0.3
3,exp008_final,2025-07-02,high_net_load,0.3
3,exp008_final,2025-07-03,high_net_load,0.3
3,exp008_final,2025-07-06,high_net_load,0.3
3,exp008_final,2025-07-07,high_net_load,0.3
3,exp008_final,2025-07-08,high_net_load,0.3
3,exp008_final,2025-07-09,high_net_load,0.3
3,exp008_final,2025-07-10,high_net_load,0.3
3,exp008_final,2025-07-14,high_net_load,0.3
3,exp008_final,2025-07-15,high_net_load,0.3
3,exp008_final,2025-07-16,high_net_load,0.3
