date,scope,slot,layer,stage,status,message,seconds,variables,nodes,integer_variables,objective,max_constraint_residual,max_overlap_kwh,numerical_attempts,numerical_retry_count,mip_gap,mip_dual_bound,mip_node_count,max_binary_residual,max_exclusivity_residual,absolute_objective_gap,physical_absolute_gap
2025-02-14,execution,141,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.005721417022868991,24,3,3,0.0017228704180874276,0.0,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 0.0}]",0,0.0,0.0017228704180874276,1,0.0,0.0,0.0,0.0
2025-02-14,execution,142,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0015258750645443797,16,2,2,77.24262000114638,0.0,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 0.0}]",0,0.0,77.24262000114638,1,0.0,0.0,0.0,0.0
2025-02-14,execution,142,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.00599358300678432,16,2,2,0.00032424510177682587,8.881784197001252e-16,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 8.881784197001252e-16}]",0,0.0,0.00032424510177682587,1,0.0,0.0,0.0,0.0
2025-02-14,execution,143,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.006310833035968244,8,1,1,98.72721599256349,0.0,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 0.0}]",0,0.0,98.72721599256349,1,0.0,0.0,0.0,0.0
2025-02-14,execution,143,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.008401416009292006,8,1,1,0.0,1.7763568394002505e-15,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 1.7763568394002505e-15}]",0,0.0,0.0,1,0.0,0.0,0.0,0.0
2025-02-15,midnight,-1,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.41775941604282707,3672,504,504,17295.029482881393,2.396728981215028e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 4.2239523058810593e-11}]",0,0.0,17295.029482881393,1,1.067257393572163e-12,4.2239523058810593e-11,0.0,0.0
2025-02-15,midnight,-1,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),12.655428917030804,3672,504,504,0.015134548313550563,1.035386919884892e-11,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 8.606093615526333e-11}]",0,0.0,0.015134548313550563,771,1.0325074129013956e-13,8.606093615526333e-11,0.0,0.0
2025-02-15,execution,0,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.30512470903340727,3672,504,504,86.93627753541307,4.274625098332763e-11,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 2.3546622144885537e-10}]",0,1.7980917322293457e-14,86.9362775354115,1,2.8342228817186385e-13,2.3546622144885537e-10,1.5631940186722204e-12,1.5631940186722204e-12
2025-02-15,execution,0,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.6578690829919651,3672,504,504,0.015131498835884957,3.9108272176235914e-11,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 3.9108272176235914e-11}]",0,0.0,0.015131498835884957,1,2.461364445593972e-13,4.661160346586257e-12,0.0,0.0
2025-02-15,execution,1,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.3743244579527527,3160,431,431,11.924041671527021,3.183231456205249e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 3.183231456205249e-12}]",0,0.0,11.924041671527021,1,2.94883634529734e-15,1.038906681176994e-12,0.0,0.0
2025-02-15,execution,1,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.45064874994568527,3160,431,431,0.014412085009340712,9.208633855450898e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 9.208633855450898e-12}]",0,3.851708562312818e-15,0.014412085009340657,1,1.4765966227514582e-14,9.208633855450898e-12,5.551115123125783e-17,7.938094626069869e-11
2025-02-15,execution,2,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.381146915955469,3152,430,430,9.982625075899458,1.8189894035458565e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 5.439915184979327e-10}]",0,0.0,9.982625075899458,1,2.2178925362936752e-12,5.439915184979327e-10,0.0,0.0
2025-02-15,execution,2,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.6565155000425875,3152,430,430,0.01382336384898076,4.092726157978177e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 4.092726157978177e-12}]",0,2.0957186951965182e-14,0.013823363848980471,1,0.0,0.0,2.896988204881268e-16,4.1137232509314003e-10
2025-02-15,execution,3,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.17015929205808789,3144,429,429,9.982625075898671,1.3415046851150692e-11,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 1.3415046851150692e-11}]",0,0.0,9.982625075898671,1,3.4150460237469815e-13,1.7053025658242404e-12,0.0,0.0
2025-02-15,execution,3,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.5904643749818206,3144,429,429,0.013886012224426692,1.0231815394945443e-11,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 1.0231815394945443e-11}]",0,0.0,0.013886012224426692,1,6.217248937900877e-15,5.229594535194337e-12,0.0,0.0
2025-02-15,execution,4,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.38115295802708715,3136,428,428,65.80997285947362,2.2737367544323206e-12,1.4210854715202004e-14,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 1.0977841639081072e-11}]",0,0.0,65.80997285947362,1,1.3173409966897287e-14,1.0977841639081072e-11,0.0,0.0
2025-02-15,execution,4,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.5139381670160219,3136,428,428,0.014268413116284712,1.0231815394945443e-11,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 1.0231815394945443e-11}]",0,5.349426899888792e-15,0.014268413116284635,1,4.884981308350689e-15,4.092726157978177e-12,7.632783294297951e-17,1.0685896612017132e-10
2025-02-15,execution,5,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.2501299160066992,3128,427,427,133.03853287282618,3.774282385009334e-11,3.5594873644851926e-12,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 2.130678599731033e-09}]",0,0.0,133.03853287282618,1,2.602105708297352e-12,2.130678599731033e-09,0.0,0.0
2025-02-15,execution,5,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),1.1695191250182688,3128,427,427,0.014274187937062371,1.035386919884892e-11,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 1.035386919884892e-11}]",0,0.0,0.014274187937062371,1,8.204548151979907e-14,0.0,0.0,0.0
2025-02-15,execution,6,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.29574750002939254,3120,426,426,174.3070433954244,1.1973930520469485e-11,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 8.189999789465219e-10}]",0,0.0,174.3070433954244,1,9.827694213981886e-13,8.189999789465219e-10,0.0,0.0
2025-02-15,execution,6,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.5160747499903664,3120,426,426,0.014363601064876743,1.7394086171407253e-11,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 1.7394086171407253e-11}]",0,8.45405290566795e-16,0.014363601064876731,1,9.092726571680032e-14,7.389644451905042e-12,1.214306433183765e-17,1.6757428777935957e-11
2025-02-15,execution,7,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.39006899995729327,3112,425,425,113.7921835506297,1.6257217794191092e-11,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 1.6257217794191092e-11}]",0,0.0,113.7921835506297,1,8.215650382226158e-15,6.821210263296962e-12,0.0,0.0
2025-02-15,execution,7,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.9682605830021203,3112,425,425,0.014498623903858926,5.4569682106375694e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 1.695070750429295e-10}]",0,0.0,0.014498623903858926,1,6.488143355909415e-13,1.695070750429295e-10,0.0,0.0
2025-02-15,execution,8,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.32690316706430167,3104,424,424,294.37723451923284,1.8189894035458565e-12,1.099043194317289e-13,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 1.8189894035458565e-12}]",0,1.081344303476455e-14,294.37723451922966,1,8.054351108333408e-16,8.088614455236802e-31,3.183231456205249e-12,3.183231456205249e-12
2025-02-15,execution,8,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.7157467500073835,3104,424,424,0.01487586960735122,6.480149750132114e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 6.480149750132114e-12}]",0,0.0,0.01487586960735122,1,0.0,0.0,0.0,0.0
2025-02-15,execution,9,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.2497476659482345,3096,423,423,345.3379178152434,2.58846729971223e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 8.189999789465219e-10}]",0,0.0,345.3379178152434,1,9.827694213981886e-13,8.189999789465219e-10,0.0,0.0
2025-02-15,execution,9,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.5817539170384407,3096,423,423,0.015008392307432897,4.440892098500626e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 6.866684998385608e-11}]",0,0.0,0.015008392307432897,1,8.237854842718662e-14,6.866684998385608e-11,0.0,0.0
2025-02-15,execution,10,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.20882745902054012,3088,422,422,348.00192577368006,1.8189894035458565e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 5.439915184979327e-10}]",0,1.0780588746664555e-14,348.0019257736763,1,6.52811138479592e-13,5.439915184979327e-10,3.751665644813329e-12,3.751665644813329e-12
2025-02-15,execution,10,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.5568377920426428,3088,422,422,0.015078191597757988,5.4569682106375694e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 1.4779288903810084e-11}]",0,0.0,0.015078191597757988,1,6.639133687258436e-14,1.4779288903810084e-11,0.0,0.0
2025-02-15,execution,11,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.32386120804585516,3080,421,421,337.7687305155894,1.2175860319985077e-10,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 8.189999789465219e-10}]",0,0.0,337.7687305155894,1,9.827694213981886e-13,8.189999789465219e-10,0.0,0.0
2025-02-15,execution,11,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),1.1449640829814598,3080,421,421,0.015099905429140924,5.4569682106375694e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 5.4569682106375694e-12}]",0,0.0,0.015099905429140924,1,6.050715484207103e-14,0.0,0.0,0.0
2025-02-15,execution,12,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.29660462494939566,3072,420,420,397.1245908957399,1.6271610968299655e-11,1.3847180579346465e-12,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 1.336083833416083e-09}]",0,0.0,397.1245908957399,1,1.6156771462082453e-12,1.336083833416083e-09,0.0,0.0
2025-02-15,execution,12,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.7803260830696672,3072,420,420,0.015594835572045168,1.0231815394945443e-11,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 1.8133050616597757e-10}]",0,0.0,0.015594835572045168,1,2.1760371282653068e-13,1.8133050616597757e-10,0.0,0.0
2025-02-15,execution,13,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.21017079206649214,3064,419,419,496.08003390361955,3.887640209754295e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 6.021309673087671e-08}]",0,6.073014420508092e-15,496.08003390361654,1,7.225575693325936e-11,6.021309673087671e-08,3.0127011996228248e-12,3.0127011996228248e-12
2025-02-15,execution,13,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.6573947919532657,3064,419,419,0.015964992792301333,1.1596057447604835e-11,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 1.1596057447604835e-11}]",0,0.0,0.015964992792301333,1,2.4980018054066022e-14,7.389644451905042e-12,0.0,0.0
2025-02-15,execution,14,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.36539687495678663,3056,418,418,590.9638336245557,1.8189894035458565e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 5.439915184979327e-10}]",0,4.039881049084108e-15,590.9638336245533,1,2.2178925362936752e-12,5.439915184979327e-10,2.3874235921539366e-12,2.3874235921539366e-12
2025-02-15,execution,14,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.5666883749654517,3056,418,418,0.016132701695824956,1.1141310096718371e-11,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 1.1141310096718371e-11}]",0,0.0,0.016132701695824956,1,1.176836406102666e-14,9.777068044058979e-12,0.0,0.0
2025-02-15,execution,15,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.29555820801761,3048,417,417,720.7878248245332,1.602140642376071e-11,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 1.2774421520589385e-08}]",0,2.523612831541191e-15,720.7878248245314,1,1.5329293390209386e-11,1.2774421520589385e-08,1.8189894035458565e-12,1.8189894035458565e-12
2025-02-15,execution,15,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.7697758750291541,3048,417,417,0.016377680451767844,3.0468072509393096e-11,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 3.0468072509393096e-11}]",0,0.0,0.016377680451767844,1,1.4832579608992091e-13,9.777068044058979e-12,0.0,0.0
2025-02-15,execution,16,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.3396808340912685,3040,416,416,677.1412907672243,1.8189894035458565e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 8.189999789465219e-10}]",0,1.846815770931432e-15,677.141290767223,1,9.827694213981886e-13,8.189999789465219e-10,1.2505552149377763e-12,1.2505552149377763e-12
2025-02-15,execution,16,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.7449308750219643,3040,416,416,0.016099190734456235,6.288303211476887e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 6.288303211476887e-12}]",0,0.0,0.016099190734456235,1,4.777289674962049e-13,0.0,0.0,0.0
2025-02-15,execution,17,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.28570337500423193,3032,415,415,570.6966971806532,2.1827872842550278e-11,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 6.021309673087671e-08}]",0,5.179384768414638e-15,570.6966971806503,1,7.225575693325936e-11,6.021309673087671e-08,2.9558577807620168e-12,2.9558577807620168e-12
2025-02-15,execution,17,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.987868791911751,3032,415,415,0.016290093089467647,1.0231815394945443e-11,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 1.0231815394945443e-11}]",0,0.0,0.016290093089467647,1,1.0231815394945438e-14,0.0,0.0,0.0
2025-02-15,execution,18,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.3917687500361353,3024,414,414,505.2725001584057,1.864464138634503e-11,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 2.896000581184263e-09}]",0,3.825017669993059e-15,505.2725001584038,1,3.4752006974211158e-12,2.896000581184263e-09,1.9326762412674725e-12,1.9326762412674725e-12
2025-02-15,execution,18,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.7230997500009835,3024,414,414,0.01608208560812917,6.480149750132114e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 6.480149750132114e-12}]",0,0.0,0.01608208560812917,1,9.325873406851315e-15,0.0,0.0,0.0
2025-02-15,execution,19,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.15326125000137836,2764,377,377,628.612632178415,2.2737367544323206e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 2.2737367544323206e-12}]",0,0.0,628.612632178415,1,2.359472946407679e-15,1.909675635068254e-12,0.0,0.0
2025-02-15,execution,19,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.6562999159796163,2764,377,377,0.015318166322204585,7.048583938740194e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 7.048583938740194e-12}]",0,5.888800190139965e-15,0.015318166322204495,1,3.9968028886505635e-15,0.0,9.020562075079397e-17,1.1275702593849246e-10
2025-02-15,execution,20,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.2997830000240356,2756,376,376,640.6729813995591,2.7284841053187847e-11,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 2.7284841053187847e-11}]",0,0.0,640.6729813995591,1,1.0852630611690531e-13,2.2737367544323206e-13,0.0,0.0
2025-02-15,execution,20,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.810611083987169,2756,376,376,0.015535887205000438,3.637978807091713e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 3.637978807091713e-12}]",0,0.0,0.015535887205000438,1,2.220446049250313e-16,2.2737367544323206e-13,0.0,0.0
2025-02-15,execution,21,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.20669179200194776,3252,447,447,696.4434140653871,1.8189894035458565e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 2.5352164811920375e-11}]",0,0.0,696.4434140653871,1,3.042011087472929e-14,2.5352164811920375e-11,0.0,0.0
2025-02-15,execution,21,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),2.012229541083798,3252,447,447,0.016176482970947717,3.637978807091713e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 3.637978807091713e-12}]",0,0.0,0.016176482970947717,1,0.0,0.0,0.0,0.0
2025-02-15,execution,22,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.536977207986638,3244,446,446,772.1779012707144,7.321432349272072e-11,2.05706201368939e-13,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 2.0727384253405035e-09}]",0,1.4722881545111592e-16,772.1779012707143,1,2.4873436643702007e-12,2.0727384253405035e-09,1.1368683772161603e-13,1.1368683772161603e-13
2025-02-15,execution,22,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),1.36479949997738,3244,446,446,0.015985376722525573,6.480149750132114e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 6.480149750132114e-12}]",0,0.0,0.015985376722525573,1,1.1898260154907803e-12,5.686527252770918e-14,0.0,0.0
2025-02-15,execution,23,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.3563360000262037,3236,445,445,804.3012776314745,9.094947017729282e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 8.189999789465219e-10}]",0,1.2721371555042578e-15,804.3012776314735,1,9.827694213981886e-13,8.189999789465219e-10,1.0231815394945443e-12,1.0231815394945443e-12
2025-02-15,execution,23,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),1.620272749918513,3236,445,445,0.016098330716840838,4.581224288813246e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 4.581224288813246e-12}]",0,1.681217814435186e-05,0.016098060068837,1,0.0,0.0,2.7064800383821974e-07,0.3274840846442459
2025-02-15,execution,24,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.121527542010881,2724,372,372,714.8986666023683,1.8189894035458565e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 1.8189894035458565e-12}]",0,4.6117281342764544e-15,714.898666602365,1,5.995204332975845e-15,5.684341886080801e-13,3.296918293926865e-12,3.296918293926865e-12
2025-02-15,execution,24,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),1.6649749169591814,2724,372,372,0.01564722644690631,5.115907697472721e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 1.4380373887290159e-11}]",0,4.8462535651463477e-05,0.01564646814263678,1,2.1570560830935243e-14,1.4380373887290159e-11,7.583042695297193e-07,0.9099651234356632
2025-02-15,execution,25,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.1686202499549836,2716,371,371,674.6535498851877,1.8189894035458565e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 1.8189894035458565e-12}]",0,3.538740131968812e-15,674.6535498851853,1,2.398081733190338e-14,0.0,2.3874235921539366e-12,2.3874235921539366e-12
2025-02-15,execution,25,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),1.4125646250322461,2716,371,371,0.01573472821419101,4.092726157978177e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 1.3421682294804147e-11}]",0,0.0,0.01573472821419101,1,2.0132523442206225e-14,1.3421682294804147e-11,0.0,0.0
2025-02-15,execution,26,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.1569569999119267,2708,370,370,622.4338140144265,1.546140993013978e-11,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 1.546140993013978e-11}]",0,0.0,622.4338140144265,1,4.368442876120006e-15,1.1004684003904399e-12,0.0,0.0
2025-02-15,execution,26,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.7886273330077529,2708,370,370,0.01572824678732769,4.774847184307873e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 1.3421682294804147e-11}]",0,0.0,0.01572824678732769,1,2.0132523442206225e-14,1.3421682294804147e-11,0.0,0.0
2025-02-15,execution,27,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.14902745804283768,2700,369,369,613.1917212864013,1.8189894035458565e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 1.8189894035458565e-12}]",0,0.0,613.1917212864013,1,4.9960036108132044e-15,1.1368683772161603e-12,0.0,0.0
2025-02-15,execution,27,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),2.016244624974206,2700,369,369,0.015781353047252037,5.4569682106375694e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 5.4569682106375694e-12}]",0,1.7632406824991836e-05,0.01578107478401486,1,0.0,0.0,2.782632371779725e-07,0.32556798749822785
2025-02-15,execution,28,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.24876025004778057,2440,332,332,608.9085372634763,8.86757334228605e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 8.86757334228605e-12}]",0,0.0,608.9085372634763,1,6.5503158452884236e-15,9.586915924860112e-13,0.0,0.0
2025-02-15,execution,28,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.9162729580421001,2440,332,332,0.015996395325549643,1.0913936421275139e-11,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 1.0913936421275139e-11}]",0,8.45868262020723e-15,0.015996395325549508,1,5.329070518200751e-15,0.0,1.3530843112619095e-16,1.569577801063815e-10
2025-02-15,execution,29,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.15603470907080919,2432,331,331,658.0656755021924,1.8189894035458565e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 1.8189894035458565e-12}]",0,7.601400659491531e-15,658.0656755021874,1,0.0,0.0,5.002220859751105e-12,5.002220859751105e-12
2025-02-15,execution,29,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.7534269159659743,2432,331,331,0.015995578146840994,4.433786671143025e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 4.433786671143025e-12}]",0,0.0,0.015995578146840994,1,0.0,0.0,0.0,0.0
2025-02-15,execution,30,1,cost,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.21092300000600517,2928,402,402,595.1831555686886,1.8189894035458565e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 1.8189894035458565e-12}]",0,3.820230349529632e-15,595.1831555686863,1,0.0,2.396728981215028e-13,2.2737367544323206e-12,2.2737367544323206e-12
2025-02-15,execution,30,2,smoothness,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),1.238862083060667,2928,402,402,0.016345557112197887,6.366462912410498e-12,0.0,"[{'status': 0, 'mip_feasibility_tolerance': 1e-06, 'max_physical_or_integrality_residual': 9.777068044058979e-12}]",0,0.0,0.016345557112197887,1,1.176836406102666e-14,9.777068044058979e-12,0.0,0.0
